id;uf_destino;cidade;macro_regiao;dfiscal;origem;uf_origem;ID cidade;distancia_txt;dist_value;duracao_txt;duracao_value;status
1343;MA;SAO DOMINGOS DO AZEITAO;MARANHAO;MA 2110658;BELA VISTA DE GOIÁS;GO;MA 2110658/BELA VISTA DE GOIÁS;1.662 km;1661865;20 horas 33 minutos;73962;OK
1344;MA;SAO FÉLIX DE BALSAS;MARANHAO;MA 2110807;BELA VISTA DE GOIÁS;GO;MA 2110807/BELA VISTA DE GOIÁS;1.646 km;1645618;22 horas 23 minutos;80577;OK
1345;MA;SAO RAIMUNDO DAS MANGABEIRAS;MARANHAO;MA 2111607;BELA VISTA DE GOIÁS;GO;MA 2111607/BELA VISTA DE GOIÁS;1.514 km;1514015;20 horas 5 minutos;72319;OK
1346;MG;ARINOS;NOROESTE DE MINAS;MG 3104502;BELA VISTA DE GOIÁS;GO;MG 3104502/BELA VISTA DE GOIÁS;491 km;491033;6 horas 10 minutos;22190;OK
1347;MG;BONFINÓPOLIS DE MINAS;NOROESTE DE MINAS;MG 3108206;BELA VISTA DE GOIÁS;GO;MG 3108206/BELA VISTA DE GOIÁS;489 km;488963;6 horas 36 minutos;23763;OK
1348;MG;BURITIS;NOROESTE DE MINAS;MG 3109303;BELA VISTA DE GOIÁS;GO;MG 3109303/BELA VISTA DE GOIÁS;458 km;458191;5 horas 54 minutos;21226;OK
1349;MG;CABECEIRA GRANDE;NOROESTE DE MINAS;MG 3109451;BELA VISTA DE GOIÁS;GO;MG 3109451/BELA VISTA DE GOIÁS;328 km;328324;4 horas 46 minutos;17166;OK
1350;MG;DOM BOSCO;NOROESTE DE MINAS;MG 3122470;BELA VISTA DE GOIÁS;GO;MG 3122470/BELA VISTA DE GOIÁS;417 km;416549;5 horas 27 minutos;19618;OK
1351;MG;FORMOSO;NOROESTE DE MINAS;MG 3126208;BELA VISTA DE GOIÁS;GO;MG 3126208/BELA VISTA DE GOIÁS;528 km;528213;7 horas 15 minutos;26071;OK
1352;MG;NATALÂNDIA;NOROESTE DE MINAS;MG 3144375;BELA VISTA DE GOIÁS;GO;MG 3144375/BELA VISTA DE GOIÁS;425 km;425226;5 horas 46 minutos;20731;OK
1353;MG;UNAÍ;NOROESTE DE MINAS;MG 3170404;BELA VISTA DE GOIÁS;GO;MG 3170404/BELA VISTA DE GOIÁS;329 km;329366;4 horas 26 minutos;15938;OK
1354;MG;URUANA DE MINAS;NOROESTE DE MINAS;MG 3170479;BELA VISTA DE GOIÁS;GO;MG 3170479/BELA VISTA DE GOIÁS;428 km;427624;5 horas 51 minutos;21089;OK
1355;MG;BRASILÂNDIA DE MINAS;NOROESTE DE MINAS;MG 3108552;BELA VISTA DE GOIÁS;GO;MG 3108552/BELA VISTA DE GOIÁS;471 km;471348;6 horas 4 minutos;21869;OK
1356;MG;GUARDA-MOR;NOROESTE DE MINAS;MG 3128600;BELA VISTA DE GOIÁS;GO;MG 3128600/BELA VISTA DE GOIÁS;423 km;423434;5 horas 6 minutos;18387;OK
1357;MG;JOAO PINHEIRO;NOROESTE DE MINAS;MG 3136306;BELA VISTA DE GOIÁS;GO;MG 3136306/BELA VISTA DE GOIÁS;439 km;439259;5 horas 9 minutos;18551;OK
1358;MG;LAGAMAR;NOROESTE DE MINAS;MG 3137106;BELA VISTA DE GOIÁS;GO;MG 3137106/BELA VISTA DE GOIÁS;490 km;489608;6 horas 15 minutos;22471;OK
1359;MG;LAGOA GRANDE;NOROESTE DE MINAS;MG 3137536;BELA VISTA DE GOIÁS;GO;MG 3137536/BELA VISTA DE GOIÁS;422 km;421696;5 horas 9 minutos;18521;OK
1360;MG;PARACATU;NOROESTE DE MINAS;MG 3147006;BELA VISTA DE GOIÁS;GO;MG 3147006/BELA VISTA DE GOIÁS;337 km;337364;3 horas 53 minutos;13953;OK
1361;MG;PRESIDENTE OLEGÁRIO;NOROESTE DE MINAS;MG 3153400;BELA VISTA DE GOIÁS;GO;MG 3153400/BELA VISTA DE GOIÁS;513 km;513066;5 horas 55 minutos;21287;OK
1362;MG;SAO GONÇALO DO ABAETÉ;NOROESTE DE MINAS;MG 3161700;BELA VISTA DE GOIÁS;GO;MG 3161700/BELA VISTA DE GOIÁS;578 km;577958;6 horas 40 minutos;23986;OK
1363;MG;VARJAO DE MINAS;NOROESTE DE MINAS;MG 3170750;BELA VISTA DE GOIÁS;GO;MG 3170750/BELA VISTA DE GOIÁS;586 km;586171;6 horas 43 minutos;24186;OK
1364;MG;VAZANTE;NOROESTE DE MINAS;MG 3171006;BELA VISTA DE GOIÁS;GO;MG 3171006/BELA VISTA DE GOIÁS;456 km;456474;5 horas 30 minutos;19783;OK
1365;MG;BONITO DE MINAS;NORTE DE MINAS;MG 3108255;BELA VISTA DE GOIÁS;GO;MG 3108255/BELA VISTA DE GOIÁS;680 km;679901;9 horas 49 minutos;35345;OK
1366;MG;CHAPADA GAÚCHA;NORTE DE MINAS;MG 3116159;BELA VISTA DE GOIÁS;GO;MG 3116159/BELA VISTA DE GOIÁS;635 km;635317;8 horas 31 minutos;30656;OK
1367;MG;CÔNEGO MARINHO;NORTE DE MINAS;MG 3117836;BELA VISTA DE GOIÁS;GO;MG 3117836/BELA VISTA DE GOIÁS;820 km;819949;12 horas 32 minutos;45112;OK
1368;MG;ICARAÍ DE MINAS;NORTE DE MINAS;MG 3130051;BELA VISTA DE GOIÁS;GO;MG 3130051/BELA VISTA DE GOIÁS;675 km;674789;10 horas 0 minutos;36021;OK
1369;MG;ITACARAMBI;NORTE DE MINAS;MG 3132107;BELA VISTA DE GOIÁS;GO;MG 3132107/BELA VISTA DE GOIÁS;818 km;818116;12 horas 5 minutos;43487;OK
1370;MG;JANUÁRIA;NORTE DE MINAS;MG 3135209;BELA VISTA DE GOIÁS;GO;MG 3135209/BELA VISTA DE GOIÁS;753 km;752507;11 horas 6 minutos;39978;OK
1371;MG;JUVENÍLIA;NORTE DE MINAS;MG 3136959;BELA VISTA DE GOIÁS;GO;MG 3136959/BELA VISTA DE GOIÁS;946 km;945892;13 horas 27 minutos;48429;OK
1372;MG;MANGA;NORTE DE MINAS;MG 3139300;BELA VISTA DE GOIÁS;GO;MG 3139300/BELA VISTA DE GOIÁS;974 km;973610;13 horas 22 minutos;48095;OK
1373;MG;MATIAS CARDOSO;NORTE DE MINAS;MG 3140852;BELA VISTA DE GOIÁS;GO;MG 3140852/BELA VISTA DE GOIÁS;1.098 km;1098181;13 horas 27 minutos;48399;OK
1374;MG;MIRAVÂNIA;NORTE DE MINAS;MG 3142254;BELA VISTA DE GOIÁS;GO;MG 3142254/BELA VISTA DE GOIÁS;830 km;830368;12 horas 21 minutos;44473;OK
1375;MG;MONTALVÂNIA;NORTE DE MINAS;MG 3142700;BELA VISTA DE GOIÁS;GO;MG 3142700/BELA VISTA DE GOIÁS;938 km;937873;13 horas 0 minutos;46814;OK
1376;MG;PEDRAS DE MARIA DA CRUZ;NORTE DE MINAS;MG 3149150;BELA VISTA DE GOIÁS;GO;MG 3149150/BELA VISTA DE GOIÁS;747 km;746629;11 horas 9 minutos;40131;OK
1377;MG;PINTÓPOLIS;NORTE DE MINAS;MG 3150570;BELA VISTA DE GOIÁS;GO;MG 3150570/BELA VISTA DE GOIÁS;618 km;618205;8 horas 10 minutos;29418;OK
1378;MG;SAO FRANCISCO;NORTE DE MINAS;MG 3161106;BELA VISTA DE GOIÁS;GO;MG 3161106/BELA VISTA DE GOIÁS;668 km;668492;9 horas 15 minutos;33323;OK
1379;MG;SAO JOAO DAS MISSOES;NORTE DE MINAS;MG 3162450;BELA VISTA DE GOIÁS;GO;MG 3162450/BELA VISTA DE GOIÁS;838 km;838483;12 horas 51 minutos;46278;OK
1380;MG;URUCUIA;NORTE DE MINAS;MG 3170529;BELA VISTA DE GOIÁS;GO;MG 3170529/BELA VISTA DE GOIÁS;544 km;544111;6 horas 49 minutos;24529;OK
1381;MG;CATUTI;NORTE DE MINAS;MG 3115474;BELA VISTA DE GOIÁS;GO;MG 3115474/BELA VISTA DE GOIÁS;1.053 km;1053328;13 horas 7 minutos;47221;OK
1382;MG;ESPINOSA;NORTE DE MINAS;MG 3124302;BELA VISTA DE GOIÁS;GO;MG 3124302/BELA VISTA DE GOIÁS;1.083 km;1082731;13 horas 20 minutos;47990;OK
1383;MG;GAMELEIRAS;NORTE DE MINAS;MG 3127339;BELA VISTA DE GOIÁS;GO;MG 3127339/BELA VISTA DE GOIÁS;1.102 km;1102447;14 horas 10 minutos;51003;OK
1384;MG;JAÍBA;NORTE DE MINAS;MG 3135050;BELA VISTA DE GOIÁS;GO;MG 3135050/BELA VISTA DE GOIÁS;1.015 km;1015187;12 horas 10 minutos;43828;OK
1385;MG;JANAÚBA;NORTE DE MINAS;MG 3135100;BELA VISTA DE GOIÁS;GO;MG 3135100/BELA VISTA DE GOIÁS;941 km;940799;11 horas 17 minutos;40631;OK
1386;MG;MAMONAS;NORTE DE MINAS;MG 3139250;BELA VISTA DE GOIÁS;GO;MG 3139250/BELA VISTA DE GOIÁS;1.077 km;1076589;13 horas 25 minutos;48271;OK
1387;MG;MATO VERDE;NORTE DE MINAS;MG 3141009;BELA VISTA DE GOIÁS;GO;MG 3141009/BELA VISTA DE GOIÁS;1.022 km;1021842;12 horas 28 minutos;44855;OK
1388;MG;MONTE AZUL;NORTE DE MINAS;MG 3142908;BELA VISTA DE GOIÁS;GO;MG 3142908/BELA VISTA DE GOIÁS;1.057 km;1056925;13 horas 15 minutos;47694;OK
1389;MG;NOVA PORTEIRINHA;NORTE DE MINAS;MG 3145059;BELA VISTA DE GOIÁS;GO;MG 3145059/BELA VISTA DE GOIÁS;949 km;949162;11 horas 23 minutos;40951;OK
1390;MG;PAI PEDRO;NORTE DE MINAS;MG 3146552;BELA VISTA DE GOIÁS;GO;MG 3146552/BELA VISTA DE GOIÁS;995 km;994771;12 horas 21 minutos;44431;OK
1391;MG;PORTEIRINHA;NORTE DE MINAS;MG 3152204;BELA VISTA DE GOIÁS;GO;MG 3152204/BELA VISTA DE GOIÁS;972 km;972186;11 horas 45 minutos;42279;OK
1392;MG;RIACHO DOS MACHADOS;NORTE DE MINAS;MG 3154507;BELA VISTA DE GOIÁS;GO;MG 3154507/BELA VISTA DE GOIÁS;953 km;953009;11 horas 45 minutos;42295;OK
1393;MG;SERRANÓPOLIS DE MINAS;NORTE DE MINAS;MG 3166956;BELA VISTA DE GOIÁS;GO;MG 3166956/BELA VISTA DE GOIÁS;1.003 km;1003215;12 horas 32 minutos;45112;OK
1394;MG;ÁGUAS VERMELHAS;NORTE DE MINAS;MG 3101003;BELA VISTA DE GOIÁS;GO;MG 3101003/BELA VISTA DE GOIÁS;1.157 km;1157075;14 horas 48 minutos;53266;OK
1395;MG;BERIZAL;NORTE DE MINAS;MG 3106655;BELA VISTA DE GOIÁS;GO;MG 3106655/BELA VISTA DE GOIÁS;1.121 km;1121279;14 horas 27 minutos;52001;OK
1396;MG;CURRAL DE DENTRO;NORTE DE MINAS;MG 3120870;BELA VISTA DE GOIÁS;GO;MG 3120870/BELA VISTA DE GOIÁS;1.107 km;1106578;14 horas 3 minutos;50565;OK
1397;MG;DIVISA ALEGRE;NORTE DE MINAS;MG 3122355;BELA VISTA DE GOIÁS;GO;MG 3122355/BELA VISTA DE GOIÁS;1.157 km;1156893;14 horas 32 minutos;52313;OK
1398;MG;FRUTA DE LEITE;NORTE DE MINAS;MG 3127073;BELA VISTA DE GOIÁS;GO;MG 3127073/BELA VISTA DE GOIÁS;993 km;993456;12 horas 18 minutos;44261;OK
1399;MG;INDAIABIRA;NORTE DE MINAS;MG 3130655;BELA VISTA DE GOIÁS;GO;MG 3130655/BELA VISTA DE GOIÁS;1.113 km;1112790;14 horas 6 minutos;50732;OK
1400;MG;MONTEZUMA;NORTE DE MINAS;MG 3143450;BELA VISTA DE GOIÁS;GO;MG 3143450/BELA VISTA DE GOIÁS;1.101 km;1101150;13 horas 53 minutos;49971;OK
1401;MG;NINHEIRA;NORTE DE MINAS;MG 3144656;BELA VISTA DE GOIÁS;GO;MG 3144656/BELA VISTA DE GOIÁS;1.171 km;1170940;14 horas 57 minutos;53818;OK
1402;MG;NOVORIZONTE;NORTE DE MINAS;MG 3145372;BELA VISTA DE GOIÁS;GO;MG 3145372/BELA VISTA DE GOIÁS;1.013 km;1012916;12 horas 53 minutos;46359;OK
1403;MG;RIO PARDO DE MINAS;NORTE DE MINAS;MG 3155603;BELA VISTA DE GOIÁS;GO;MG 3155603/BELA VISTA DE GOIÁS;1.083 km;1083379;13 horas 46 minutos;49558;OK
1404;MG;RUBELITA;NORTE DE MINAS;MG 3156502;BELA VISTA DE GOIÁS;GO;MG 3156502/BELA VISTA DE GOIÁS;1.057 km;1057429;13 horas 31 minutos;48647;OK
1405;MG;SALINAS;NORTE DE MINAS;MG 3157005;BELA VISTA DE GOIÁS;GO;MG 3157005/BELA VISTA DE GOIÁS;1.054 km;1053891;13 horas 16 minutos;47773;OK
1406;MG;SANTA CRUZ DE SALINAS;NORTE DE MINAS;MG 3157377;BELA VISTA DE GOIÁS;GO;MG 3157377/BELA VISTA DE GOIÁS;1.115 km;1115260;14 horas 5 minutos;50704;OK
1407;MG;SANTO ANTÔNIO DO RETIRO;NORTE DE MINAS;MG 3160454;BELA VISTA DE GOIÁS;GO;MG 3160454/BELA VISTA DE GOIÁS;1.063 km;1062768;13 horas 20 minutos;47994;OK
1408;MG;SAO JOAO DO PARAÍSO;NORTE DE MINAS;MG 3162708;BELA VISTA DE GOIÁS;GO;MG 3162708/BELA VISTA DE GOIÁS;1.143 km;1143316;14 horas 31 minutos;52264;OK
1409;MG;TAIOBEIRAS;NORTE DE MINAS;MG 3168002;BELA VISTA DE GOIÁS;GO;MG 3168002/BELA VISTA DE GOIÁS;1.068 km;1068309;13 horas 23 minutos;48165;OK
1410;MG;VARGEM GRANDE DO RIO PARDO;NORTE DE MINAS;MG 3170651;BELA VISTA DE GOIÁS;GO;MG 3170651/BELA VISTA DE GOIÁS;1.101 km;1101334;13 horas 45 minutos;49497;OK
1411;MG;BURITIZEIRO;NORTE DE MINAS;MG 3109402;BELA VISTA DE GOIÁS;GO;MG 3109402/BELA VISTA DE GOIÁS;633 km;632570;7 horas 16 minutos;26166;OK
1412;MG;IBIAÍ;NORTE DE MINAS;MG 3129608;BELA VISTA DE GOIÁS;GO;MG 3129608/BELA VISTA DE GOIÁS;731 km;730584;8 horas 48 minutos;31651;OK
1413;MG;JEQUITAÍ;NORTE DE MINAS;MG 3135605;BELA VISTA DE GOIÁS;GO;MG 3135605/BELA VISTA DE GOIÁS;707 km;706976;8 horas 6 minutos;29169;OK
1414;MG;LAGOA DOS PATOS;NORTE DE MINAS;MG 3137304;BELA VISTA DE GOIÁS;GO;MG 3137304/BELA VISTA DE GOIÁS;700 km;699739;8 horas 20 minutos;30001;OK
1415;MG;LASSANCE;NORTE DE MINAS;MG 3138104;BELA VISTA DE GOIÁS;GO;MG 3138104/BELA VISTA DE GOIÁS;709 km;709335;8 horas 38 minutos;31054;OK
1416;MG;PIRAPORA;NORTE DE MINAS;MG 3151206;BELA VISTA DE GOIÁS;GO;MG 3151206/BELA VISTA DE GOIÁS;640 km;639523;7 horas 21 minutos;26468;OK
1417;MG;RIACHINHO;NORTE DE MINAS;MG 3154457;BELA VISTA DE GOIÁS;GO;MG 3154457/BELA VISTA DE GOIÁS;541 km;540890;7 horas 17 minutos;26218;OK
1418;MG;SANTA FÉ DE MINAS;NORTE DE MINAS;MG 3157609;BELA VISTA DE GOIÁS;GO;MG 3157609/BELA VISTA DE GOIÁS;549 km;549294;8 horas 8 minutos;29251;OK
1419;MG;SAO ROMAO;NORTE DE MINAS;MG 3164209;BELA VISTA DE GOIÁS;GO;MG 3164209/BELA VISTA DE GOIÁS;577 km;577269;8 horas 26 minutos;30351;OK
1420;MG;VÁRZEA DA PALMA;NORTE DE MINAS;MG 3170800;BELA VISTA DE GOIÁS;GO;MG 3170800/BELA VISTA DE GOIÁS;695 km;694887;8 horas 22 minutos;30118;OK
1421;MG;BRASÍLIA DE MINAS;NORTE DE MINAS;MG 3108602;BELA VISTA DE GOIÁS;GO;MG 3108602/BELA VISTA DE GOIÁS;808 km;807720;9 horas 51 minutos;35468;OK
1422;MG;CAMPO AZUL;NORTE DE MINAS;MG 3111150;BELA VISTA DE GOIÁS;GO;MG 3111150/BELA VISTA DE GOIÁS;777 km;776622;9 horas 58 minutos;35867;OK
1423;MG;CAPITAO ENÉAS;NORTE DE MINAS;MG 3112703;BELA VISTA DE GOIÁS;GO;MG 3112703/BELA VISTA DE GOIÁS;870 km;870425;10 horas 26 minutos;37543;OK
1424;MG;CLARO DOS POÇOES;NORTE DE MINAS;MG 3116506;BELA VISTA DE GOIÁS;GO;MG 3116506/BELA VISTA DE GOIÁS;767 km;767301;9 horas 3 minutos;32594;OK
1425;MG;CORAÇAO DE JESUS;NORTE DE MINAS;MG 3118809;BELA VISTA DE GOIÁS;GO;MG 3118809/BELA VISTA DE GOIÁS;754 km;754491;9 horas 7 minutos;32803;OK
1426;MG;FRANCISCO SÁ;NORTE DE MINAS;MG 3126703;BELA VISTA DE GOIÁS;GO;MG 3126703/BELA VISTA DE GOIÁS;859 km;858813;10 horas 24 minutos;37455;OK
1427;MG;GLAUCILÂNDIA;NORTE DE MINAS;MG 3127354;BELA VISTA DE GOIÁS;GO;MG 3127354/BELA VISTA DE GOIÁS;840 km;840034;10 horas 4 minutos;36235;OK
1428;MG;IBIRACATU;NORTE DE MINAS;MG 3129657;BELA VISTA DE GOIÁS;GO;MG 3129657/BELA VISTA DE GOIÁS;909 km;908829;11 horas 41 minutos;42065;OK
1429;MG;JAPONVAR;NORTE DE MINAS;MG 3135357;BELA VISTA DE GOIÁS;GO;MG 3135357/BELA VISTA DE GOIÁS;860 km;860110;10 horas 33 minutos;37972;OK
1430;MG;JURAMENTO;NORTE DE MINAS;MG 3136801;BELA VISTA DE GOIÁS;GO;MG 3136801/BELA VISTA DE GOIÁS;849 km;849440;10 horas 16 minutos;36979;OK
1431;MG;LONTRA;NORTE DE MINAS;MG 3138658;BELA VISTA DE GOIÁS;GO;MG 3138658/BELA VISTA DE GOIÁS;881 km;881296;11 horas 3 minutos;39754;OK
1432;MG;LUISLÂNDIA;NORTE DE MINAS;MG 3138682;BELA VISTA DE GOIÁS;GO;MG 3138682/BELA VISTA DE GOIÁS;707 km;706790;9 horas 47 minutos;35199;OK
1433;MG;MIRABELA;NORTE DE MINAS;MG 3142007;BELA VISTA DE GOIÁS;GO;MG 3142007/BELA VISTA DE GOIÁS;850 km;850110;10 horas 27 minutos;37645;OK
1434;MG;MONTES CLAROS;NORTE DE MINAS;MG 3143302;BELA VISTA DE GOIÁS;GO;MG 3143302/BELA VISTA DE GOIÁS;804 km;803893;9 horas 30 minutos;34192;OK
1435;MG;PATIS;NORTE DE MINAS;MG 3147956;BELA VISTA DE GOIÁS;GO;MG 3147956/BELA VISTA DE GOIÁS;857 km;856653;10 horas 36 minutos;38136;OK
1436;MG;PONTO CHIQUE;NORTE DE MINAS;MG 3152131;BELA VISTA DE GOIÁS;GO;MG 3152131/BELA VISTA DE GOIÁS;756 km;756249;9 horas 4 minutos;32658;OK
1437;MG;SAO JOAO DA LAGOA;NORTE DE MINAS;MG 3162252;BELA VISTA DE GOIÁS;GO;MG 3162252/BELA VISTA DE GOIÁS;726 km;725762;8 horas 46 minutos;31562;OK
1438;MG;SAO JOAO DA PONTE;NORTE DE MINAS;MG 3162401;BELA VISTA DE GOIÁS;GO;MG 3162401/BELA VISTA DE GOIÁS;916 km;916394;11 horas 27 minutos;41238;OK
1439;MG;SAO JOAO DO PACUÍ;NORTE DE MINAS;MG 3162658;BELA VISTA DE GOIÁS;GO;MG 3162658/BELA VISTA DE GOIÁS;782 km;781959;9 horas 41 minutos;34856;OK
1440;MG;UBAÍ;NORTE DE MINAS;MG 3170008;BELA VISTA DE GOIÁS;GO;MG 3170008/BELA VISTA DE GOIÁS;677 km;677335;9 horas 40 minutos;34813;OK
1441;MG;VARZELÂNDIA;NORTE DE MINAS;MG 3170909;BELA VISTA DE GOIÁS;GO;MG 3170909/BELA VISTA DE GOIÁS;948 km;948008;12 horas 14 minutos;44037;OK
1442;MG;VERDELÂNDIA;NORTE DE MINAS;MG 3171030;BELA VISTA DE GOIÁS;GO;MG 3171030/BELA VISTA DE GOIÁS;985 km;984638;11 horas 47 minutos;42424;OK
1443;MG;BOTUMIRIM;NORTE DE MINAS;MG 3108503;BELA VISTA DE GOIÁS;GO;MG 3108503/BELA VISTA DE GOIÁS;1.004 km;1003669;13 horas 3 minutos;47008;OK
1444;MG;CRISTÁLIA;NORTE DE MINAS;MG 3120300;BELA VISTA DE GOIÁS;GO;MG 3120300/BELA VISTA DE GOIÁS;976 km;975970;12 horas 6 minutos;43584;OK
1445;MG;GRAO MOGOL;NORTE DE MINAS;MG 3127800;BELA VISTA DE GOIÁS;GO;MG 3127800/BELA VISTA DE GOIÁS;954 km;954420;11 horas 41 minutos;42051;OK
1446;MG;ITACAMBIRA;NORTE DE MINAS;MG 3132008;BELA VISTA DE GOIÁS;GO;MG 3132008/BELA VISTA DE GOIÁS;928 km;927925;11 horas 44 minutos;42212;OK
1447;MG;JOSENÓPOLIS;NORTE DE MINAS;MG 3136579;BELA VISTA DE GOIÁS;GO;MG 3136579/BELA VISTA DE GOIÁS;1.011 km;1011389;13 horas 5 minutos;47094;OK
1448;MG;PADRE CARVALHO;NORTE DE MINAS;MG 3146255;BELA VISTA DE GOIÁS;GO;MG 3146255/BELA VISTA DE GOIÁS;982 km;981908;12 horas 8 minutos;43651;OK
1449;MG;BOCAIÚVA;NORTE DE MINAS;MG 3107307;BELA VISTA DE GOIÁS;GO;MG 3107307/BELA VISTA DE GOIÁS;844 km;844189;9 horas 59 minutos;35933;OK
1450;MG;ENGENHEIRO NAVARRO;NORTE DE MINAS;MG 3123809;BELA VISTA DE GOIÁS;GO;MG 3123809/BELA VISTA DE GOIÁS;762 km;762064;9 horas 24 minutos;33857;OK
1451;MG;FRANCISCO DUMONT;NORTE DE MINAS;MG 3126604;BELA VISTA DE GOIÁS;GO;MG 3126604/BELA VISTA DE GOIÁS;737 km;737185;9 horas 6 minutos;32754;OK
1452;MG;GUARACIAMA;NORTE DE MINAS;MG 3128253;BELA VISTA DE GOIÁS;GO;MG 3128253/BELA VISTA DE GOIÁS;877 km;877089;10 horas 53 minutos;39159;OK
1453;MG;OLHOS-D'ÁGUA;NORTE DE MINAS;MG 3145455;BELA VISTA DE GOIÁS;GO;MG 3145455/BELA VISTA DE GOIÁS;894 km;894000;10 horas 37 minutos;38190;OK
1454;MG;COUTO DE MAGALHAES DE MINAS;JEQUITINHONHA;MG 3120102;BELA VISTA DE GOIÁS;GO;MG 3120102/BELA VISTA DE GOIÁS;869 km;869028;10 horas 40 minutos;38403;OK
1455;MG;DATAS;JEQUITINHONHA;MG 3121001;BELA VISTA DE GOIÁS;GO;MG 3121001/BELA VISTA DE GOIÁS;807 km;807053;9 horas 35 minutos;34470;OK
1456;MG;DIAMANTINA;JEQUITINHONHA;MG 3121605;BELA VISTA DE GOIÁS;GO;MG 3121605/BELA VISTA DE GOIÁS;829 km;829475;9 horas 55 minutos;35673;OK
1457;MG;FELÍCIO DOS SANTOS;JEQUITINHONHA;MG 3125408;BELA VISTA DE GOIÁS;GO;MG 3125408/BELA VISTA DE GOIÁS;903 km;903484;11 horas 8 minutos;40070;OK
1458;MG;SAO GONÇALO DO RIO PRETO;JEQUITINHONHA;MG 3125507;BELA VISTA DE GOIÁS;GO;MG 3125507/BELA VISTA DE GOIÁS;882 km;882211;11 horas 10 minutos;40220;OK
1459;MG;GOUVEIA;JEQUITINHONHA;MG 3127602;BELA VISTA DE GOIÁS;GO;MG 3127602/BELA VISTA DE GOIÁS;776 km;776007;9 horas 6 minutos;32756;OK
1460;MG;PRESIDENTE KUBITSCHEK;JEQUITINHONHA;MG 3153301;BELA VISTA DE GOIÁS;GO;MG 3153301/BELA VISTA DE GOIÁS;842 km;841718;10 horas 11 minutos;36653;OK
1461;MG;SENADOR MODESTINO GONÇALVES;JEQUITINHONHA;MG 3165909;BELA VISTA DE GOIÁS;GO;MG 3165909/BELA VISTA DE GOIÁS;905 km;904630;11 horas 10 minutos;40208;OK
1462;MG;ANGELÂNDIA;JEQUITINHONHA;MG 3102852;BELA VISTA DE GOIÁS;GO;MG 3102852/BELA VISTA DE GOIÁS;1.114 km;1114061;13 horas 45 minutos;49529;OK
1463;MG;ARICANDUVA;JEQUITINHONHA;MG 3104452;BELA VISTA DE GOIÁS;GO;MG 3104452/BELA VISTA DE GOIÁS;1.039 km;1038551;13 horas 20 minutos;48018;OK
1464;MG;BERILO;JEQUITINHONHA;MG 3106507;BELA VISTA DE GOIÁS;GO;MG 3106507/BELA VISTA DE GOIÁS;1.073 km;1072913;13 horas 5 minutos;47106;OK
1465;MG;CAPELINHA;JEQUITINHONHA;MG 3112307;BELA VISTA DE GOIÁS;GO;MG 3112307/BELA VISTA DE GOIÁS;1.075 km;1075116;13 horas 3 minutos;46999;OK
1466;MG;CARBONITA;JEQUITINHONHA;MG 3113503;BELA VISTA DE GOIÁS;GO;MG 3113503/BELA VISTA DE GOIÁS;965 km;964803;11 horas 42 minutos;42112;OK
1467;MG;CHAPADA DO NORTE;JEQUITINHONHA;MG 3116100;BELA VISTA DE GOIÁS;GO;MG 3116100/BELA VISTA DE GOIÁS;1.084 km;1083789;13 horas 49 minutos;49726;OK
1468;MG;FRANCISCO BADARÓ;JEQUITINHONHA;MG 3126505;BELA VISTA DE GOIÁS;GO;MG 3126505/BELA VISTA DE GOIÁS;1.097 km;1096536;14 horas 18 minutos;51470;OK
1469;MG;ITAMARANDIBA;JEQUITINHONHA;MG 3132503;BELA VISTA DE GOIÁS;GO;MG 3132503/BELA VISTA DE GOIÁS;1.015 km;1015434;12 horas 31 minutos;45039;OK
1470;MG;JENIPAPO DE MINAS;JEQUITINHONHA;MG 3135456;BELA VISTA DE GOIÁS;GO;MG 3135456/BELA VISTA DE GOIÁS;1.106 km;1105997;14 horas 25 minutos;51892;OK
1471;MG;JOSÉ GONÇALVES DE MINAS;JEQUITINHONHA;MG 3136520;BELA VISTA DE GOIÁS;GO;MG 3136520/BELA VISTA DE GOIÁS;1.046 km;1045913;12 horas 38 minutos;45502;OK
1472;MG;LEME DO PRADO;JEQUITINHONHA;MG 3138351;BELA VISTA DE GOIÁS;GO;MG 3138351/BELA VISTA DE GOIÁS;1.028 km;1028427;12 horas 22 minutos;44546;OK
1473;MG;MINAS NOVAS;JEQUITINHONHA;MG 3141801;BELA VISTA DE GOIÁS;GO;MG 3141801/BELA VISTA DE GOIÁS;1.070 km;1070223;13 horas 22 minutos;48122;OK
1474;MG;TURMALINA;JEQUITINHONHA;MG 3169703;BELA VISTA DE GOIÁS;GO;MG 3169703/BELA VISTA DE GOIÁS;1.022 km;1021633;12 horas 23 minutos;44584;OK
1475;MG;VEREDINHA;JEQUITINHONHA;MG 3171071;BELA VISTA DE GOIÁS;GO;MG 3171071/BELA VISTA DE GOIÁS;1.032 km;1031882;12 horas 44 minutos;45834;OK
1476;MG;ARAÇUAÍ;JEQUITINHONHA;MG 3103405;BELA VISTA DE GOIÁS;GO;MG 3103405/BELA VISTA DE GOIÁS;1.154 km;1154498;14 horas 47 minutos;53204;OK
1477;MG;CARAÍ;JEQUITINHONHA;MG 3113008;BELA VISTA DE GOIÁS;GO;MG 3113008/BELA VISTA DE GOIÁS;1.235 km;1234710;16 horas 4 minutos;57833;OK
