id;uf_destino;cidade;macro_regiao;dfiscal;origem;uf_origem;ID cidade;distancia_txt;dist_value;duracao_txt;duracao_value;status
16618;TO;BRASILÂNDIA DO TOCANTINS;BICO DO PAPAGAIO;TO 1703602;GOVERNADOR VALADARES;MG;TO 1703602/GOVERNADOR VALADARES;2.017 km;2017246;1 dia 1 hora;89757;OK
16619;TO;CASEARA;BICO DO PAPAGAIO;TO 1703909;GOVERNADOR VALADARES;MG;TO 1703909/GOVERNADOR VALADARES;1.919 km;1919255;1 dia 1 hora;89589;OK
16620;TO;COUTO MAGALHAES;BICO DO PAPAGAIO;TO 1706001;GOVERNADOR VALADARES;MG;TO 1706001/GOVERNADOR VALADARES;2.064 km;2063761;1 dia 2 horas;92282;OK
16621;TO;DIVINÓPOLIS DO TOCANTINS;BICO DO PAPAGAIO;TO 1707108;GOVERNADOR VALADARES;MG;TO 1707108/GOVERNADOR VALADARES;1.811 km;1811035;23 horas 41 minutos;85235;OK
16622;TO;DOIS IRMAOS DO TOCANTINS;BICO DO PAPAGAIO;TO 1707207;GOVERNADOR VALADARES;MG;TO 1707207/GOVERNADOR VALADARES;1.872 km;1872412;1 dia 0 horas;87326;OK
16623;TO;FORTALEZA DO TABOCAO;BICO DO PAPAGAIO;TO 1708254;GOVERNADOR VALADARES;MG;TO 1708254/GOVERNADOR VALADARES;1.951 km;1950752;1 dia 0 horas;87106;OK
16624;TO;GOIANORTE;BICO DO PAPAGAIO;TO 1708304;GOVERNADOR VALADARES;MG;TO 1708304/GOVERNADOR VALADARES;1.938 km;1937633;1 dia 2 horas;91804;OK
16625;TO;GUARAÍ;BICO DO PAPAGAIO;TO 1709302;GOVERNADOR VALADARES;MG;TO 1709302/GOVERNADOR VALADARES;1.967 km;1966639;1 dia 0 horas;87482;OK
16626;TO;ITAPORA DO TOCANTINS;BICO DO PAPAGAIO;TO 1711100;GOVERNADOR VALADARES;MG;TO 1711100/GOVERNADOR VALADARES;2.048 km;2048272;1 dia 2 horas;93080;OK
16627;TO;JUARINA;BICO DO PAPAGAIO;TO 1711803;GOVERNADOR VALADARES;MG;TO 1711803/GOVERNADOR VALADARES;2.102 km;2102216;1 dia 2 horas;94056;OK
16628;TO;MARIANÓPOLIS DO TOCANTINS;BICO DO PAPAGAIO;TO 1712504;GOVERNADOR VALADARES;MG;TO 1712504/GOVERNADOR VALADARES;1.858 km;1858278;1 dia 0 horas;86426;OK
16629;TO;MIRACEMA DO TOCANTINS;BICO DO PAPAGAIO;TO 1713205;GOVERNADOR VALADARES;MG;TO 1713205/GOVERNADOR VALADARES;1.867 km;1867053;23 horas 2 minutos;82894;OK
16630;TO;MIRANORTE;BICO DO PAPAGAIO;TO 1713304;GOVERNADOR VALADARES;MG;TO 1713304/GOVERNADOR VALADARES;1.904 km;1904034;23 horas 31 minutos;84642;OK
16631;TO;MONTE SANTO DO TOCANTINS;BICO DO PAPAGAIO;TO 1713700;GOVERNADOR VALADARES;MG;TO 1713700/GOVERNADOR VALADARES;1.775 km;1774775;23 horas 21 minutos;84033;OK
16632;TO;PEQUIZEIRO;BICO DO PAPAGAIO;TO 1716653;GOVERNADOR VALADARES;MG;TO 1716653/GOVERNADOR VALADARES;2.061 km;2061116;1 dia 2 horas;93276;OK
16633;TO;COLMÉIA;BICO DO PAPAGAIO;TO 1716703;GOVERNADOR VALADARES;MG;TO 1716703/GOVERNADOR VALADARES;2.003 km;2003104;1 dia 1 hora;89807;OK
16634;TO;PRESIDENTE KENNEDY;BICO DO PAPAGAIO;TO 1718402;GOVERNADOR VALADARES;MG;TO 1718402/GOVERNADOR VALADARES;2.011 km;2010713;1 dia 1 hora;89407;OK
16635;TO;RIO DOS BOIS;BICO DO PAPAGAIO;TO 1718709;GOVERNADOR VALADARES;MG;TO 1718709/GOVERNADOR VALADARES;1.927 km;1926927;1 dia 0 horas;86570;OK
16636;TO;TUPIRAMA;BICO DO PAPAGAIO;TO 1721257;GOVERNADOR VALADARES;MG;TO 1721257/GOVERNADOR VALADARES;1.981 km;1980598;1 dia 0 horas;87887;OK
16637;TO;TUPIRATINS;BICO DO PAPAGAIO;TO 1721307;GOVERNADOR VALADARES;MG;TO 1721307/GOVERNADOR VALADARES;2.060 km;2060219;1 dia 1 hora;91739;OK
16638;TO;ARAGUAÇU;GURUPI;TO 1702000;GOVERNADOR VALADARES;MG;TO 1702000/GOVERNADOR VALADARES;1.468 km;1467747;19 horas 22 minutos;69737;OK
16639;TO;CHAPADA DE AREIA;GURUPI;TO 1704600;GOVERNADOR VALADARES;MG;TO 1704600/GOVERNADOR VALADARES;1.787 km;1787485;23 horas 13 minutos;83573;OK
16640;TO;CRISTALÂNDIA;GURUPI;TO 1706100;GOVERNADOR VALADARES;MG;TO 1706100/GOVERNADOR VALADARES;1.757 km;1756652;23 horas 1 minuto;82834;OK
16641;TO;DUERÉ;GURUPI;TO 1707306;GOVERNADOR VALADARES;MG;TO 1707306/GOVERNADOR VALADARES;1.646 km;1645875;21 horas 31 minutos;77470;OK
16642;TO;FÁTIMA;GURUPI;TO 1707553;GOVERNADOR VALADARES;MG;TO 1707553/GOVERNADOR VALADARES;1.678 km;1677721;21 horas 41 minutos;78046;OK
16643;TO;FORMOSO DO ARAGUAIA;GURUPI;TO 1708205;GOVERNADOR VALADARES;MG;TO 1708205/GOVERNADOR VALADARES;;;;;ZERO_RESULTS
16644;TO;LAGOA DA CONFUSAO;GURUPI;TO 1711902;GOVERNADOR VALADARES;MG;TO 1711902/GOVERNADOR VALADARES;;;;;ZERO_RESULTS
16645;TO;NOVA ROSALÂNDIA;GURUPI;TO 1715002;GOVERNADOR VALADARES;MG;TO 1715002/GOVERNADOR VALADARES;1.696 km;1695559;21 horas 51 minutos;78651;OK
16646;TO;OLIVEIRA DE FÁTIMA;GURUPI;TO 1715507;GOVERNADOR VALADARES;MG;TO 1715507/GOVERNADOR VALADARES;1.695 km;1694623;22 horas 1 minuto;79231;OK
16647;TO;PARAÍSO DO TOCANTINS;GURUPI;TO 1716109;GOVERNADOR VALADARES;MG;TO 1716109/GOVERNADOR VALADARES;1.740 km;1739535;22 horas 28 minutos;80878;OK
16648;TO;PIUM;GURUPI;TO 1717503;GOVERNADOR VALADARES;MG;TO 1717503/GOVERNADOR VALADARES;1.744 km;1743688;22 horas 24 minutos;80633;OK
16649;TO;PUGMIL;GURUPI;TO 1718451;GOVERNADOR VALADARES;MG;TO 1718451/GOVERNADOR VALADARES;1.717 km;1716515;22 horas 10 minutos;79810;OK
16650;TO;SANDOLÂNDIA;GURUPI;TO 1718840;GOVERNADOR VALADARES;MG;TO 1718840/GOVERNADOR VALADARES;1.534 km;1533856;20 horas 31 minutos;73848;OK
16651;TO;ALIANÇA DO TOCANTINS;GURUPI;TO 1700350;GOVERNADOR VALADARES;MG;TO 1700350/GOVERNADOR VALADARES;1.616 km;1616360;21 horas 2 minutos;75706;OK
16652;TO;ALVORADA;GURUPI;TO 1700707;GOVERNADOR VALADARES;MG;TO 1700707/GOVERNADOR VALADARES;1.480 km;1480118;19 horas 5 minutos;68704;OK
16653;TO;BREJINHO DE NAZARÉ;GURUPI;TO 1703701;GOVERNADOR VALADARES;MG;TO 1703701/GOVERNADOR VALADARES;1.665 km;1664933;21 horas 25 minutos;77107;OK
16654;TO;CARIRI DO TOCANTINS;GURUPI;TO 1703867;GOVERNADOR VALADARES;MG;TO 1703867/GOVERNADOR VALADARES;1.539 km;1539093;19 horas 53 minutos;71589;OK
16655;TO;CRIXÁS DO TOCANTINS;GURUPI;TO 1706258;GOVERNADOR VALADARES;MG;TO 1706258/GOVERNADOR VALADARES;1.652 km;1651906;21 horas 41 minutos;78043;OK
16656;TO;FIGUEIRÓPOLIS;GURUPI;TO 1707652;GOVERNADOR VALADARES;MG;TO 1707652/GOVERNADOR VALADARES;;;;;ZERO_RESULTS
16657;TO;GURUPI;GURUPI;TO 1709500;GOVERNADOR VALADARES;MG;TO 1709500/GOVERNADOR VALADARES;1.564 km;1564328;20 horas 15 minutos;72909;OK
16658;TO;JAÚ DO TOCANTINS;GURUPI;TO 1711506;GOVERNADOR VALADARES;MG;TO 1711506/GOVERNADOR VALADARES;1.469 km;1468660;19 horas 13 minutos;69201;OK
16659;TO;PALMEIRÓPOLIS;GURUPI;TO 1715754;GOVERNADOR VALADARES;MG;TO 1715754/GOVERNADOR VALADARES;1.453 km;1452884;18 horas 53 minutos;67990;OK
16660;TO;PEIXE;GURUPI;TO 1716604;GOVERNADOR VALADARES;MG;TO 1716604/GOVERNADOR VALADARES;1.553 km;1553287;20 horas 17 minutos;73018;OK
16661;TO;SANTA RITA DO TOCANTINS;GURUPI;TO 1718899;GOVERNADOR VALADARES;MG;TO 1718899/GOVERNADOR VALADARES;;;;;ZERO_RESULTS
16662;TO;SAO SALVADOR DO TOCANTINS;GURUPI;TO 1720259;GOVERNADOR VALADARES;MG;TO 1720259/GOVERNADOR VALADARES;1.527 km;1527455;20 horas 3 minutos;72208;OK
16663;TO;SUCUPIRA;GURUPI;TO 1720853;GOVERNADOR VALADARES;MG;TO 1720853/GOVERNADOR VALADARES;1.565 km;1565294;20 horas 33 minutos;73951;OK
16664;TO;TALISMA;GURUPI;TO 1720978;GOVERNADOR VALADARES;MG;TO 1720978/GOVERNADOR VALADARES;1.463 km;1462703;19 horas 2 minutos;68534;OK
16665;TO;APARECIDA DO RIO NEGRO;PORTO NACIONAL;TO 1701101;GOVERNADOR VALADARES;MG;TO 1701101/GOVERNADOR VALADARES;1.850 km;1850435;23 horas 1 minuto;82885;OK
16666;TO;BOM JESUS DO TOCANTINS;PORTO NACIONAL;TO 1703305;GOVERNADOR VALADARES;MG;TO 1703305/GOVERNADOR VALADARES;1.988 km;1987984;1 dia 1 hora;91012;OK
16667;TO;IPUEIRAS;PORTO NACIONAL;TO 1709807;GOVERNADOR VALADARES;MG;TO 1709807/GOVERNADOR VALADARES;1.690 km;1690064;21 horas 11 minutos;76251;OK
16668;TO;LAJEADO;PORTO NACIONAL;TO 1712009;GOVERNADOR VALADARES;MG;TO 1712009/GOVERNADOR VALADARES;1.830 km;1830190;22 horas 57 minutos;82620;OK
16669;TO;MONTE DO CARMO;PORTO NACIONAL;TO 1713601;GOVERNADOR VALADARES;MG;TO 1713601/GOVERNADOR VALADARES;1.735 km;1734876;21 horas 39 minutos;77933;OK
16670;TO;PEDRO AFONSO;PORTO NACIONAL;TO 1716505;GOVERNADOR VALADARES;MG;TO 1716505/GOVERNADOR VALADARES;1.935 km;1935070;1 dia 0 horas;87913;OK
16671;TO;PORTO NACIONAL;PORTO NACIONAL;TO 1718204;GOVERNADOR VALADARES;MG;TO 1718204/GOVERNADOR VALADARES;1.725 km;1724853;21 horas 16 minutos;76536;OK
16672;TO;SANTA MARIA DO TOCANTINS;PORTO NACIONAL;TO 1718881;GOVERNADOR VALADARES;MG;TO 1718881/GOVERNADOR VALADARES;1.992 km;1991784;1 dia 1 hora;89900;OK
16673;TO;SILVANÓPOLIS;PORTO NACIONAL;TO 1720655;GOVERNADOR VALADARES;MG;TO 1720655/GOVERNADOR VALADARES;1.668 km;1667785;20 horas 32 minutos;73942;OK
16674;TO;PALMAS;PORTO NACIONAL;TO 1721000;GOVERNADOR VALADARES;MG;TO 1721000/GOVERNADOR VALADARES;1.782 km;1781711;22 horas 1 minuto;79262;OK
16675;TO;TOCANTÍNIA;PORTO NACIONAL;TO 1721109;GOVERNADOR VALADARES;MG;TO 1721109/GOVERNADOR VALADARES;1.864 km;1863618;23 horas 3 minutos;83006;OK
16676;TO;BARRA DO OURO;JALAPAO;TO 1703073;GOVERNADOR VALADARES;MG;TO 1703073/GOVERNADOR VALADARES;2.200 km;2200082;1 dia 3 horas;98206;OK
16677;TO;CAMPOS LINDOS;JALAPAO;TO 1703842;GOVERNADOR VALADARES;MG;TO 1703842/GOVERNADOR VALADARES;;;;;ZERO_RESULTS
16678;TO;CENTENÁRIO;JALAPAO;TO 1704105;GOVERNADOR VALADARES;MG;TO 1704105/GOVERNADOR VALADARES;2.087 km;2086741;1 dia 3 horas;95708;OK
16679;TO;GOIATINS;JALAPAO;TO 1709005;GOVERNADOR VALADARES;MG;TO 1709005/GOVERNADOR VALADARES;2.115 km;2114747;1 dia 3 horas;98267;OK
16680;TO;ITACAJÁ;JALAPAO;TO 1710508;GOVERNADOR VALADARES;MG;TO 1710508/GOVERNADOR VALADARES;;;;;ZERO_RESULTS
16681;TO;ITAPIRATINS;JALAPAO;TO 1710904;GOVERNADOR VALADARES;MG;TO 1710904/GOVERNADOR VALADARES;2.090 km;2090131;1 dia 3 horas;95996;OK
16682;TO;LAGOA DO TOCANTINS;JALAPAO;TO 1711951;GOVERNADOR VALADARES;MG;TO 1711951/GOVERNADOR VALADARES;1.817 km;1816787;23 horas 25 minutos;84317;OK
16683;TO;LIZARDA;JALAPAO;TO 1712405;GOVERNADOR VALADARES;MG;TO 1712405/GOVERNADOR VALADARES;;;;;ZERO_RESULTS
16684;TO;MATEIROS;JALAPAO;TO 1712702;GOVERNADOR VALADARES;MG;TO 1712702/GOVERNADOR VALADARES;1.572 km;1571848;21 horas 22 minutos;76948;OK
16685;TO;NOVO ACORDO;JALAPAO;TO 1715101;GOVERNADOR VALADARES;MG;TO 1715101/GOVERNADOR VALADARES;1.693 km;1693444;23 horas 3 minutos;82952;OK
16686;TO;PONTE ALTA DO TOCANTINS;JALAPAO;TO 1717909;GOVERNADOR VALADARES;MG;TO 1717909/GOVERNADOR VALADARES;;;;;ZERO_RESULTS
16687;TO;RECURSOLÂNDIA;JALAPAO;TO 1718501;GOVERNADOR VALADARES;MG;TO 1718501/GOVERNADOR VALADARES;;;;;ZERO_RESULTS
16688;TO;RIO SONO;JALAPAO;TO 1718758;GOVERNADOR VALADARES;MG;TO 1718758/GOVERNADOR VALADARES;1.932 km;1931671;1 dia 0 horas;86938;OK
16689;TO;SANTA TEREZA DO TOCANTINS;JALAPAO;TO 1719004;GOVERNADOR VALADARES;MG;TO 1719004/GOVERNADOR VALADARES;1.788 km;1787639;22 horas 54 minutos;82445;OK
16690;TO;SAO FÉLIX DO TOCANTINS;JALAPAO;TO 1720150;GOVERNADOR VALADARES;MG;TO 1720150/GOVERNADOR VALADARES;;;;;ZERO_RESULTS
16691;TO;ALMAS;GURUPI;TO 1700400;GOVERNADOR VALADARES;MG;TO 1700400/GOVERNADOR VALADARES;1.504 km;1503685;20 horas 5 minutos;72309;OK
16692;TO;ARRAIAS;GURUPI;TO 1702406;GOVERNADOR VALADARES;MG;TO 1702406/GOVERNADOR VALADARES;;;;;ZERO_RESULTS
16693;TO;AURORA DO TOCANTINS;GURUPI;TO 1702703;GOVERNADOR VALADARES;MG;TO 1702703/GOVERNADOR VALADARES;1.416 km;1415983;18 horas 5 minutos;65119;OK
16694;TO;CHAPADA DA NATIVIDADE;GURUPI;TO 1705102;GOVERNADOR VALADARES;MG;TO 1705102/GOVERNADOR VALADARES;1.591 km;1590638;19 horas 49 minutos;71368;OK
16695;TO;COMBINADO;GURUPI;TO 1705557;GOVERNADOR VALADARES;MG;TO 1705557/GOVERNADOR VALADARES;1.390 km;1390268;17 horas 39 minutos;63547;OK
16696;TO;CONCEIÇAO DO TOCANTINS;GURUPI;TO 1705607;GOVERNADOR VALADARES;MG;TO 1705607/GOVERNADOR VALADARES;1.472 km;1471963;18 horas 28 minutos;66458;OK
16697;TO;DIANÓPOLIS;GURUPI;TO 1707009;GOVERNADOR VALADARES;MG;TO 1707009/GOVERNADOR VALADARES;1.458 km;1457777;19 horas 27 minutos;70027;OK
16698;TO;LAVANDEIRA;GURUPI;TO 1712157;GOVERNADOR VALADARES;MG;TO 1712157/GOVERNADOR VALADARES;1.393 km;1392950;17 horas 38 minutos;63475;OK
16699;TO;NATIVIDADE;GURUPI;TO 1714203;GOVERNADOR VALADARES;MG;TO 1714203/GOVERNADOR VALADARES;1.542 km;1542483;19 horas 40 minutos;70781;OK
16700;TO;NOVO ALEGRE;GURUPI;TO 1715150;GOVERNADOR VALADARES;MG;TO 1715150/GOVERNADOR VALADARES;1.376 km;1375899;17 horas 23 minutos;62553;OK
16701;TO;NOVO JARDIM;GURUPI;TO 1715259;GOVERNADOR VALADARES;MG;TO 1715259/GOVERNADOR VALADARES;1.411 km;1411460;19 horas 7 minutos;68802;OK
16702;TO;PARANA;GURUPI;TO 1716208;GOVERNADOR VALADARES;MG;TO 1716208/GOVERNADOR VALADARES;1.490 km;1490018;19 horas 14 minutos;69249;OK
16703;TO;PINDORAMA DO TOCANTINS;GURUPI;TO 1717008;GOVERNADOR VALADARES;MG;TO 1717008/GOVERNADOR VALADARES;1.567 km;1567302;21 horas 1 minuto;75656;OK
16704;TO;PONTE ALTA DO BOM JESUS;GURUPI;TO 1717800;GOVERNADOR VALADARES;MG;TO 1717800/GOVERNADOR VALADARES;1.417 km;1417470;18 horas 57 minutos;68239;OK
16705;TO;PORTO ALEGRE DO TOCANTINS;GURUPI;TO 1718006;GOVERNADOR VALADARES;MG;TO 1718006/GOVERNADOR VALADARES;1.475 km;1474978;19 horas 51 minutos;71486;OK
16706;TO;RIO DA CONCEIÇAO;GURUPI;TO 1718659;GOVERNADOR VALADARES;MG;TO 1718659/GOVERNADOR VALADARES;1.477 km;1476927;20 horas 21 minutos;73265;OK
16707;TO;SANTA ROSA DO TOCANTINS;GURUPI;TO 1718907;GOVERNADOR VALADARES;MG;TO 1718907/GOVERNADOR VALADARES;1.627 km;1627187;20 horas 10 minutos;72615;OK
16708;TO;SAO VALÉRIO;GURUPI;TO 1720499;GOVERNADOR VALADARES;MG;TO 1720499/GOVERNADOR VALADARES;1.666 km;1666227;21 horas 33 minutos;77562;OK
16709;TO;TAGUATINGA;GURUPI;TO 1720903;GOVERNADOR VALADARES;MG;TO 1720903/GOVERNADOR VALADARES;1.371 km;1371120;18 horas 15 minutos;65689;OK
16710;TO;TAIPAS DO TOCANTINS;GURUPI;TO 1720937;GOVERNADOR VALADARES;MG;TO 1720937/GOVERNADOR VALADARES;1.508 km;1507778;19 horas 18 minutos;69456;OK
16729;SP;AMERICANA;CAMPINAS;SP 3501608;ITAPETININGA;SP;SP 3501608/ITAPETININGA;172 km;172392;2 horas 24 minutos;8645;OK
16728;SP;ALVINLÂNDIA;MARÍLIA;SP 3501509;ITAPETININGA;SP;SP 3501509/ITAPETININGA;322 km;321872;4 horas 1 minuto;14464;OK
16727;SP;ÁLVARO DE CARVALHO;MARÍLIA;SP 3501400;ITAPETININGA;SP;SP 3501400/ITAPETININGA;340 km;340121;4 horas 19 minutos;15526;OK
16726;SP;ÁLVARES MACHADO;PRESIDENTE PRUDENTE;SP 3501301;ITAPETININGA;SP;SP 3501301/ITAPETININGA;435 km;435189;5 horas 34 minutos;20041;OK
16725;SP;ÁLVARES FLORENCE;SÃO J. DO RIO PRETO;SP 3501202;ITAPETININGA;SP;SP 3501202/ITAPETININGA;544 km;543742;6 horas 18 minutos;22695;OK
16724;SP;ALUMÍNIO;MACRO MET. PAULISTA;SP 3501152;ITAPETININGA;SP;SP 3501152/ITAPETININGA;107 km;107387;1 hora 30 minutos;5375;OK
16723;SP;ALTO ALEGRE;ARAÇATUBA;SP 3501103;ITAPETININGA;SP;SP 3501103/ITAPETININGA;401 km;401210;4 horas 47 minutos;17206;OK
16722;SP;ALTINÓPOLIS;RIBEIRÃO PRETO;SP 3501004;ITAPETININGA;SP;SP 3501004/ITAPETININGA;384 km;384080;4 horas 45 minutos;17078;OK
16721;SP;ALTAIR;SÃO J. DO RIO PRETO;SP 3500907;ITAPETININGA;SP;SP 3500907/ITAPETININGA;475 km;475226;5 horas 40 minutos;20380;OK
16720;SP;ALFREDO MARCONDES;PRESIDENTE PRUDENTE;SP 3500808;ITAPETININGA;SP;SP 3500808/ITAPETININGA;438 km;438328;5 horas 27 minutos;19649;OK
16719;SP;ALAMBARI;ITAPETININGA;SP 3500758;ITAPETININGA;SP;SP 3500758/ITAPETININGA;41,6 km;41573;40 minutos;2372;OK
16718;SP;AGUDOS;BAURU;SP 3500709;ITAPETININGA;SP;SP 3500709/ITAPETININGA;218 km;218348;2 horas 52 minutos;10294;OK
16717;SP;ÁGUAS DE SÃO PEDRO;PIRACICABA;SP 3500600;ITAPETININGA;SP;SP 3500600/ITAPETININGA;165 km;165079;2 horas 21 minutos;8469;OK
16716;SP;ÁGUAS DE SANTA BÁRBARA;BAURU;SP 3500550;ITAPETININGA;SP;SP 3500550/ITAPETININGA;204 km;204166;2 horas 34 minutos;9252;OK
16715;SP;ÁGUAS DE LINDÓIA;CAMPINAS;SP 3500501;ITAPETININGA;SP;SP 3500501/ITAPETININGA;271 km;270731;3 horas 24 minutos;12257;OK
16714;SP;ÁGUAS DA PRATA;CAMPINAS;SP 3500402;ITAPETININGA;SP;SP 3500402/ITAPETININGA;308 km;307837;3 horas 38 minutos;13050;OK
16713;SP;AGUAÍ;CAMPINAS;SP 3500303;ITAPETININGA;SP;SP 3500303/ITAPETININGA;282 km;282129;3 horas 22 minutos;12109;OK
16712;SP;ADOLFO;SÃO J. DO RIO PRETO;SP 3500204;ITAPETININGA;SP;SP 3500204/ITAPETININGA;407 km;406595;5 horas 9 minutos;18518;OK
16711;SP;ADAMANTINA;PRESIDENTE PRUDENTE;SP 3500105;ITAPETININGA;SP;SP 3500105/ITAPETININGA;453 km;453100;5 horas 55 minutos;21309;OK
16730;SP;AMÉRICO BRASILIENSE;ARARAQUARA;SP 3501707;ITAPETININGA;SP;SP 3501707/ITAPETININGA;294 km;294322;3 horas 42 minutos;13306;OK
16731;SP;AMÉRICO DE CAMPOS;SÃO J. DO RIO PRETO;SP 3501806;ITAPETININGA;SP;SP 3501806/ITAPETININGA;540 km;539948;6 horas 8 minutos;22063;OK
16732;SP;AMPARO;CAMPINAS;SP 3501905;ITAPETININGA;SP;SP 3501905/ITAPETININGA;237 km;236746;3 horas 8 minutos;11270;OK
16733;SP;ANALÂNDIA;ARARAQUARA;SP 3502002;ITAPETININGA;SP;SP 3502002/ITAPETININGA;243 km;243467;3 horas 24 minutos;12253;OK
16734;SP;ANDRADINA;ARAÇATUBA;SP 3502101;ITAPETININGA;SP;SP 3502101/ITAPETININGA;536 km;535908;6 horas 14 minutos;22445;OK
16735;SP;ANGATUBA;ITAPETININGA;SP 3502200;ITAPETININGA;SP;SP 3502200/ITAPETININGA;53,2 km;53233;56 minutos;3358;OK
16736;SP;ANHEMBI;BAURU;SP 3502309;ITAPETININGA;SP;SP 3502309/ITAPETININGA;142 km;142385;2 horas 10 minutos;7797;OK
16737;SP;ANHUMAS;PRESIDENTE PRUDENTE;SP 3502408;ITAPETININGA;SP;SP 3502408/ITAPETININGA;405 km;405468;5 horas 5 minutos;18282;OK
16738;SP;APARECIDA;VALE DO PARAÍBA;SP 3502507;ITAPETININGA;SP;SP 3502507/ITAPETININGA;347 km;347279;4 horas 16 minutos;15352;OK
16739;SP;APARECIDA D'OESTE;SÃO J. DO RIO PRETO;SP 3502606;ITAPETININGA;SP;SP 3502606/ITAPETININGA;573 km;573283;6 horas 47 minutos;24422;OK
16740;SP;APIAÍ;ITAPETININGA;SP 3502705;ITAPETININGA;SP;SP 3502705/ITAPETININGA;154 km;154267;2 horas 21 minutos;8471;OK
16741;SP;ARAÇARIGUAMA;MACRO MET. PAULISTA;SP 3502754;ITAPETININGA;SP;SP 3502754/ITAPETININGA;132 km;131854;1 hora 40 minutos;6028;OK
16742;SP;ARAÇATUBA;ARAÇATUBA;SP 3502804;ITAPETININGA;SP;SP 3502804/ITAPETININGA;429 km;428643;5 horas 5 minutos;18328;OK
16743;SP;ARAÇOIABA DA SERRA;MACRO MET. PAULISTA;SP 3502903;ITAPETININGA;SP;SP 3502903/ITAPETININGA;69,1 km;69130;1 hora 2 minutos;3730;OK
16744;SP;ARAMINA;RIBEIRÃO PRETO;SP 3503000;ITAPETININGA;SP;SP 3503000/ITAPETININGA;469 km;468955;5 horas 25 minutos;19518;OK
16745;SP;ARANDU;BAURU;SP 3503109;ITAPETININGA;SP;SP 3503109/ITAPETININGA;175 km;174758;2 horas 48 minutos;10088;OK
16746;SP;ARAPEÍ;VALE DO PARAÍBA;SP 3503158;ITAPETININGA;SP;SP 3503158/ITAPETININGA;474 km;474050;6 horas 12 minutos;22316;OK
16747;SP;ARARAQUARA;ARARAQUARA;SP 3503208;ITAPETININGA;SP;SP 3503208/ITAPETININGA;283 km;282744;3 horas 35 minutos;12927;OK
16748;SP;ARARAS;PIRACICABA;SP 3503307;ITAPETININGA;SP;SP 3503307/ITAPETININGA;201 km;201383;2 horas 37 minutos;9408;OK
16749;SP;ARCO-ÍRIS;MARÍLIA;SP 3503356;ITAPETININGA;SP;SP 3503356/ITAPETININGA;436 km;436045;5 horas 51 minutos;21087;OK
16750;SP;AREALVA;BAURU;SP 3503406;ITAPETININGA;SP;SP 3503406/ITAPETININGA;262 km;262468;3 horas 20 minutos;11984;OK
16751;SP;AREIAS;VALE DO PARAÍBA;SP 3503505;ITAPETININGA;SP;SP 3503505/ITAPETININGA;437 km;437217;5 horas 37 minutos;20241;OK
16752;SP;AREIÓPOLIS;BAURU;SP 3503604;ITAPETININGA;SP;SP 3503604/ITAPETININGA;178 km;177766;2 horas 26 minutos;8773;OK
16753;SP;ARIRANHA;SÃO J. DO RIO PRETO;SP 3503703;ITAPETININGA;SP;SP 3503703/ITAPETININGA;387 km;386845;4 horas 38 minutos;16663;OK
16754;SP;ARTUR NOGUEIRA;CAMPINAS;SP 3503802;ITAPETININGA;SP;SP 3503802/ITAPETININGA;223 km;223499;2 horas 47 minutos;9994;OK
16755;SP;ARUJÁ;METROP. DE SÃO PAULO;SP 3503901;ITAPETININGA;SP;SP 3503901/ITAPETININGA;219 km;219019;2 horas 50 minutos;10205;OK
16756;SP;ASPÁSIA;SÃO J. DO RIO PRETO;SP 3503950;ITAPETININGA;SP;SP 3503950/ITAPETININGA;564 km;564464;6 horas 38 minutos;23884;OK
16757;SP;ASSIS;ASSIS;SP 3504008;ITAPETININGA;SP;SP 3504008/ITAPETININGA;293 km;293129;3 horas 57 minutos;14240;OK
16758;SP;ATIBAIA;MACRO MET. PAULISTA;SP 3504107;ITAPETININGA;SP;SP 3504107/ITAPETININGA;236 km;236460;2 horas 56 minutos;10555;OK
16759;SP;AURIFLAMA;SÃO J. DO RIO PRETO;SP 3504206;ITAPETININGA;SP;SP 3504206/ITAPETININGA;492 km;491856;5 horas 47 minutos;20798;OK
16760;SP;AVAÍ;BAURU;SP 3504305;ITAPETININGA;SP;SP 3504305/ITAPETININGA;277 km;276905;3 horas 33 minutos;12805;OK
16761;SP;AVANHANDAVA;ARAÇATUBA;SP 3504404;ITAPETININGA;SP;SP 3504404/ITAPETININGA;378 km;377562;4 horas 30 minutos;16171;OK
16762;SP;AVARÉ;BAURU;SP 3504503;ITAPETININGA;SP;SP 3504503/ITAPETININGA;157 km;157028;2 horas 22 minutos;8522;OK
16763;SP;BADY BASSITT;SÃO J. DO RIO PRETO;SP 3504602;ITAPETININGA;SP;SP 3504602/ITAPETININGA;442 km;441926;5 horas 23 minutos;19382;OK
16764;SP;BALBINOS;BAURU;SP 3504701;ITAPETININGA;SP;SP 3504701/ITAPETININGA;307 km;307061;3 horas 50 minutos;13796;OK
16765;SP;BÁLSAMO;SÃO J. DO RIO PRETO;SP 3504800;ITAPETININGA;SP;SP 3504800/ITAPETININGA;476 km;476339;5 horas 30 minutos;19801;OK
16766;SP;BANANAL;VALE DO PARAÍBA;SP 3504909;ITAPETININGA;SP;SP 3504909/ITAPETININGA;503 km;503372;6 horas 12 minutos;22328;OK
16767;SP;BARÃO DE ANTONINA;ITAPETININGA;SP 3505005;ITAPETININGA;SP;SP 3505005/ITAPETININGA;241 km;240915;3 horas 6 minutos;11140;OK
