uf_destino;cidade;macro_regiao;dfiscal;origem;uf_origem;distancia_txt;dist_value;duracao_txt;duracao_value
PE;FERNANDO DE NORONHA;PERNAMBUCO;PE 2605459;BELAVISTA DE GOIAS;GO;;;;
PI;BARRAS;PIAUÍ;PI 2201200;BELAVISTA DE GOIAS;GO;;;;
PI;BATALHA;PIAUÍ;PI 2201507;BELAVISTA DE GOIAS;GO;;;;
PI;BOA HORA;PIAUÍ;PI 2201770;BELAVISTA DE GOIAS;GO;;;;
PI;BRASILEIRA;PIAUÍ;PI 2201960;BELAVISTA DE GOIAS;GO;;;;
PI;CABECEIRAS DO PIAUÍ;PIAUÍ;PI 2202059;BELAVISTA DE GOIAS;GO;;;;
PI;CAMPO LARGO DO PIAUÍ;PIAUÍ;PI 2202174;BELAVISTA DE GOIAS;GO;;;;
PI;ESPERANTINA;PIAUÍ;PI 2203701;BELAVISTA DE GOIAS;GO;;;;
PI;JOAQUIM PIRES;PIAUÍ;PI 2205409;BELAVISTA DE GOIAS;GO;;;;
PI;JOCA MARQUES;PIAUÍ;PI 2205458;BELAVISTA DE GOIAS;GO;;;;
PI;LUZILÂNDIA;PIAUÍ;PI 2205805;BELAVISTA DE GOIAS;GO;;;;
PI;MADEIRO;PIAUÍ;PI 2205854;BELAVISTA DE GOIAS;GO;;;;
PI;MATIAS OLÍMPIO;PIAUÍ;PI 2206100;BELAVISTA DE GOIAS;GO;;;;
PI;MIGUEL ALVES;PIAUÍ;PI 2206209;BELAVISTA DE GOIAS;GO;;;;
PI;MORRO DO CHAPÉU DO PIAUÍ;PIAUÍ;PI 2206670;BELAVISTA DE GOIAS;GO;;;;
PI;NOSSA SENHORA DOS REMÉDIOS;PIAUÍ;PI 2206803;BELAVISTA DE GOIAS;GO;;;;
PI;PIRIPIRI;PIAUÍ;PI 2208403;BELAVISTA DE GOIAS;GO;;;;
PI;PORTO;PIAUÍ;PI 2208502;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO JOÃO DO ARRAIAL;PIAUÍ;PI 2209971;BELAVISTA DE GOIAS;GO;;;;
PI;BOM PRINCÍPIO DO PIAUÍ;PIAUÍ;PI 2201919;BELAVISTA DE GOIAS;GO;;;;
PI;BURITI DOS LOPES;PIAUÍ;PI 2202000;BELAVISTA DE GOIAS;GO;;;;
PI;CAJUEIRO DA PRAIA;PIAUÍ;PI 2202083;BELAVISTA DE GOIAS;GO;;;;
PI;CARAÚBAS DO PIAUÍ;PIAUÍ;PI 2202539;BELAVISTA DE GOIAS;GO;;;;
PI;CAXINGÓ;PIAUÍ;PI 2202653;BELAVISTA DE GOIAS;GO;;;;
PI;COCAL;PIAUÍ;PI 2202703;BELAVISTA DE GOIAS;GO;;;;
PI;COCAL DOS ALVES;PIAUÍ;PI 2202729;BELAVISTA DE GOIAS;GO;;;;
PI;ILHA GRANDE;PIAUÍ;PI 2204659;BELAVISTA DE GOIAS;GO;;;;
PI;LUÍS CORREIA;PIAUÍ;PI 2205706;BELAVISTA DE GOIAS;GO;;;;
PI;MURICI DOS PORTELAS;PIAUÍ;PI 2206696;BELAVISTA DE GOIAS;GO;;;;
PI;PARNAÍBA;PIAUÍ;PI 2207702;BELAVISTA DE GOIAS;GO;;;;
PI;PIRACURUCA;PIAUÍ;PI 2208304;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO JOÃO DA FRONTEIRA;PIAUÍ;PI 2209872;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO JOSÉ DO DIVINO;PIAUÍ;PI 2210052;BELAVISTA DE GOIAS;GO;;;;
PI;ALTOS;PIAUÍ;PI 2200400;BELAVISTA DE GOIAS;GO;;;;
PI;BENEDITINOS;PIAUÍ;PI 2201606;BELAVISTA DE GOIAS;GO;;;;
PI;COIVARAS;PIAUÍ;PI 2202737;BELAVISTA DE GOIAS;GO;;;;
PI;CURRALINHOS;PIAUÍ;PI 2203255;BELAVISTA DE GOIAS;GO;;;;
PI;DEMERVAL LOBÃO;PIAUÍ;PI 2203305;BELAVISTA DE GOIAS;GO;;;;
PI;JOSÉ DE FREITAS;PIAUÍ;PI 2205508;BELAVISTA DE GOIAS;GO;;;;
PI;LAGOA ALEGRE;PIAUÍ;PI 2205557;BELAVISTA DE GOIAS;GO;;;;
PI;LAGOA DO PIAUÍ;PIAUÍ;PI 2205581;BELAVISTA DE GOIAS;GO;;;;
PI;MIGUEL LEÃO;PIAUÍ;PI 2206308;BELAVISTA DE GOIAS;GO;;;;
PI;MONSENHOR GIL;PIAUÍ;PI 2206407;BELAVISTA DE GOIAS;GO;;;;
PI;NAZÁRIA;PIAUÍ;#N/D;BELAVISTA DE GOIAS;GO;;;;
PI;PAU D'ARCO DO PIAUÍ;PIAUÍ;PI 2207793;BELAVISTA DE GOIAS;GO;;;;
PI;TERESINA;CENTRO NORTE PIAUIENSE;PI 2211001;BELAVISTA DE GOIAS;GO;;;;
PI;UNIÃO;PIAUÍ;PI 2211100;BELAVISTA DE GOIAS;GO;;;;
PI;ALTO LONGÁ;PIAUÍ;PI 2200301;BELAVISTA DE GOIAS;GO;;;;
PI;ASSUNÇÃO DO PIAUÍ;PIAUÍ;PI 2201051;BELAVISTA DE GOIAS;GO;;;;
PI;BOQUEIRÃO DO PIAUÍ;PIAUÍ;PI 2201945;BELAVISTA DE GOIAS;GO;;;;
PI;BURITI DOS MONTES;PIAUÍ;PI 2202026;BELAVISTA DE GOIAS;GO;;;;
PI;CAMPO MAIOR;PIAUÍ;PI 2202208;BELAVISTA DE GOIAS;GO;;;;
PI;CAPITÃO DE CAMPOS;PIAUÍ;PI 2202406;BELAVISTA DE GOIAS;GO;;;;
PI;CASTELO DO PIAUÍ;PIAUÍ;PI 2202604;BELAVISTA DE GOIAS;GO;;;;
PI;COCAL DE TELHA;PIAUÍ;PI 2202711;BELAVISTA DE GOIAS;GO;;;;
PI;DOMINGOS MOURÃO;PIAUÍ;PI 2203420;BELAVISTA DE GOIAS;GO;;;;
PI;JATOBÁ DO PIAUÍ;PIAUÍ;PI 2205276;BELAVISTA DE GOIAS;GO;;;;
PI;JUAZEIRO DO PIAUÍ;PIAUÍ;PI 2205516;BELAVISTA DE GOIAS;GO;;;;
PI;LAGOA DE SÃO FRANCISCO;PIAUÍ;PI 2205573;BELAVISTA DE GOIAS;GO;;;;
PI;MILTON BRANDÃO;PIAUÍ;PI 2206357;BELAVISTA DE GOIAS;GO;;;;
PI;NOSSA SENHORA DE NAZARÉ;PIAUÍ;PI 2206753;BELAVISTA DE GOIAS;GO;;;;
PI;NOVO SANTO ANTÔNIO;PIAUÍ;PI 2206951;BELAVISTA DE GOIAS;GO;;;;
PI;PEDRO II;PIAUÍ;PI 2207900;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO JOÃO DA SERRA;PIAUÍ;PI 2209906;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO MIGUEL DO TAPUIO;PIAUÍ;PI 2210409;BELAVISTA DE GOIAS;GO;;;;
PI;SIGEFREDO PACHECO;PIAUÍ;PI 2210656;BELAVISTA DE GOIAS;GO;;;;
PI;AGRICOLÂNDIA;PIAUÍ;PI 2200103;BELAVISTA DE GOIAS;GO;;;;
PI;ÁGUA BRANCA;PIAUÍ;PI 2200202;BELAVISTA DE GOIAS;GO;;;;
PI;AMARANTE;PIAUÍ;PI 2200509;BELAVISTA DE GOIAS;GO;;;;
PI;ANGICAL DO PIAUÍ;PIAUÍ;PI 2200608;BELAVISTA DE GOIAS;GO;;;;
PI;ARRAIAL;PIAUÍ;PI 2201002;BELAVISTA DE GOIAS;GO;;;;
PI;BARRO DURO;PIAUÍ;PI 2201408;BELAVISTA DE GOIAS;GO;;;;
PI;FRANCISCO AYRES;PIAUÍ;PI 2204105;BELAVISTA DE GOIAS;GO;;;;
PI;HUGO NAPOLEÃO;PIAUÍ;PI 2204600;BELAVISTA DE GOIAS;GO;;;;
PI;JARDIM DO MULATO;PIAUÍ;PI 2205250;BELAVISTA DE GOIAS;GO;;;;
PI;LAGOINHA DO PIAUÍ;PIAUÍ;PI 2205540;BELAVISTA DE GOIAS;GO;;;;
PI;OLHO D'ÁGUA DO PIAUÍ;PIAUÍ;PI 2207108;BELAVISTA DE GOIAS;GO;;;;
PI;PALMEIRAIS;PIAUÍ;PI 2207504;BELAVISTA DE GOIAS;GO;;;;
PI;PASSAGEM FRANCA DO PIAUÍ;PIAUÍ;PI 2207751;BELAVISTA DE GOIAS;GO;;;;
PI;REGENERAÇÃO;PIAUÍ;PI 2208809;BELAVISTA DE GOIAS;GO;;;;
PI;SANTO ANTÔNIO DOS MILAGRES;PIAUÍ;PI 2209450;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO GONÇALO DO PIAUÍ;PIAUÍ;PI 2209807;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO PEDRO DO PIAUÍ;PIAUÍ;PI 2210508;BELAVISTA DE GOIAS;GO;;;;
PI;AROAZES;PIAUÍ;PI 2200905;BELAVISTA DE GOIAS;GO;;;;
PI;BARRA D'ALCÂNTARA;PIAUÍ;PI 2201176;BELAVISTA DE GOIAS;GO;;;;
PI;ELESBÃO VELOSO;PIAUÍ;PI 2203503;BELAVISTA DE GOIAS;GO;;;;
PI;FRANCINÓPOLIS;PIAUÍ;PI 2204006;BELAVISTA DE GOIAS;GO;;;;
PI;INHUMA;PIAUÍ;PI 2204709;BELAVISTA DE GOIAS;GO;;;;
PI;LAGOA DO SÍTIO;PIAUÍ;PI 2205599;BELAVISTA DE GOIAS;GO;;;;
PI;NOVO ORIENTE DO PIAUÍ;PIAUÍ;PI 2206902;BELAVISTA DE GOIAS;GO;;;;
PI;PIMENTEIRAS;PIAUÍ;PI 2208106;BELAVISTA DE GOIAS;GO;;;;
PI;PRATA DO PIAUÍ;PIAUÍ;PI 2208601;BELAVISTA DE GOIAS;GO;;;;
PI;SANTA CRUZ DOS MILAGRES;PIAUÍ;PI 2209153;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO FÉLIX DO PIAUÍ;PIAUÍ;PI 2209609;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO MIGUEL DA BAIXA GRANDE;PIAUÍ;PI 2210383;BELAVISTA DE GOIAS;GO;;;;
PI;VALENÇA DO PIAUÍ;PIAUÍ;PI 2211308;BELAVISTA DE GOIAS;GO;;;;
PI;VÁRZEA GRANDE;PIAUÍ;PI 2211407;BELAVISTA DE GOIAS;GO;;;;
PI;BAIXA GRANDE DO RIBEIRO;PIAUÍ;PI 2201150;BELAVISTA DE GOIAS;GO;;;;
PI;RIBEIRO GONÇALVES;PIAUÍ;PI 2208908;BELAVISTA DE GOIAS;GO;;;;
PI;SANTA FILOMENA;PIAUÍ;PI 2209203;BELAVISTA DE GOIAS;GO;;;;
PI;URUÇUÍ;PIAUÍ;PI 2211209;BELAVISTA DE GOIAS;GO;;;;
PI;ANTÔNIO ALMEIDA;PIAUÍ;PI 2200806;BELAVISTA DE GOIAS;GO;;;;
PI;BERTOLÍNIA;PIAUÍ;PI 2201705;BELAVISTA DE GOIAS;GO;;;;
PI;COLÔNIA DO GURGUÉIA;PIAUÍ;PI 2202752;BELAVISTA DE GOIAS;GO;;;;
PI;ELISEU MARTINS;PIAUÍ;PI 2203602;BELAVISTA DE GOIAS;GO;;;;
PI;LANDRI SALES;PIAUÍ;PI 2205607;BELAVISTA DE GOIAS;GO;;;;
PI;MANOEL EMÍDIO;PIAUÍ;PI 2205904;BELAVISTA DE GOIAS;GO;;;;
PI;MARCOS PARENTE;PIAUÍ;PI 2206001;BELAVISTA DE GOIAS;GO;;;;
PI;PORTO ALEGRE DO PIAUÍ;PIAUÍ;PI 2208551;BELAVISTA DE GOIAS;GO;;;;
PI;SEBASTIÃO LEAL;PIAUÍ;PI 2210631;BELAVISTA DE GOIAS;GO;;;;
PI;CANAVIEIRA;PIAUÍ;PI 2202251;BELAVISTA DE GOIAS;GO;;;;
PI;FLORES DO PIAUÍ;PIAUÍ;PI 2203800;BELAVISTA DE GOIAS;GO;;;;
PI;FLORIANO;PIAUÍ;PI 2203909;BELAVISTA DE GOIAS;GO;;;;
PI;GUADALUPE;PIAUÍ;PI 2204501;BELAVISTA DE GOIAS;GO;;;;
PI;ITAUEIRA;PIAUÍ;PI 2205102;BELAVISTA DE GOIAS;GO;;;;
PI;JERUMENHA;PIAUÍ;PI 2205300;BELAVISTA DE GOIAS;GO;;;;
PI;NAZARÉ DO PIAUÍ;PIAUÍ;PI 2206704;BELAVISTA DE GOIAS;GO;;;;
PI;PAVUSSU;PIAUÍ;PI 2207850;BELAVISTA DE GOIAS;GO;;;;
PI;RIO GRANDE DO PIAUÍ;PIAUÍ;PI 2209005;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO FRANCISCO DO PIAUÍ;PIAUÍ;PI 2209708;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO JOSÉ DO PEIXE;PIAUÍ;PI 2210102;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO MIGUEL DO FIDALGO;PIAUÍ;PI 2210391;BELAVISTA DE GOIAS;GO;;;;
PI;ALVORADA DO GURGUÉIA;PIAUÍ;PI 2200459;BELAVISTA DE GOIAS;GO;;;;
PI;BARREIRAS DO PIAUÍ;PIAUÍ;PI 2201309;BELAVISTA DE GOIAS;GO;;;;
PI;BOM JESUS;PIAUÍ;PI 2201903;BELAVISTA DE GOIAS;GO;;;;
PI;CRISTINO CASTRO;PIAUÍ;PI 2203107;BELAVISTA DE GOIAS;GO;;;;
PI;CURRAIS;PIAUÍ;PI 2203230;BELAVISTA DE GOIAS;GO;;;;
PI;GILBUÉS;PIAUÍ;PI 2204402;BELAVISTA DE GOIAS;GO;;;;
PI;MONTE ALEGRE DO PIAUÍ;PIAUÍ;PI 2206605;BELAVISTA DE GOIAS;GO;;;;
PI;PALMEIRA DO PIAUÍ;PIAUÍ;PI 2207405;BELAVISTA DE GOIAS;GO;;;;
PI;REDENÇÃO DO GURGUÉIA;PIAUÍ;PI 2208700;BELAVISTA DE GOIAS;GO;;;;
PI;SANTA LUZ;PIAUÍ;PI 2209302;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO GONÇALO DO GURGUÉIA;PIAUÍ;PI 2209757;BELAVISTA DE GOIAS;GO;;;;
PI;ANÍSIO DE ABREU;PIAUÍ;PI 2200707;BELAVISTA DE GOIAS;GO;;;;
PI;BONFIM DO PIAUÍ;PIAUÍ;PI 2201929;BELAVISTA DE GOIAS;GO;;;;
PI;BREJO DO PIAUÍ;PIAUÍ;PI 2201988;BELAVISTA DE GOIAS;GO;;;;
PI;CANTO DO BURITI;PIAUÍ;PI 2202307;BELAVISTA DE GOIAS;GO;;;;
PI;CARACOL;PIAUÍ;PI 2202505;BELAVISTA DE GOIAS;GO;;;;
PI;CORONEL JOSÉ DIAS;PIAUÍ;PI 2202851;BELAVISTA DE GOIAS;GO;;;;
PI;DIRCEU ARCOVERDE;PIAUÍ;PI 2203354;BELAVISTA DE GOIAS;GO;;;;
PI;DOM INOCÊNCIO;PIAUÍ;PI 2203453;BELAVISTA DE GOIAS;GO;;;;
PI;FARTURA DO PIAUÍ;PIAUÍ;PI 2203750;BELAVISTA DE GOIAS;GO;;;;
PI;GUARIBAS;PIAUÍ;PI 2204550;BELAVISTA DE GOIAS;GO;;;;
PI;JUREMA;PIAUÍ;PI 2205532;BELAVISTA DE GOIAS;GO;;;;
PI;PAJEÚ DO PIAUÍ;PIAUÍ;PI 2207355;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO BRAZ DO PIAUÍ;PIAUÍ;PI 2209559;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO LOURENÇO DO PIAUÍ;PIAUÍ;PI 2210359;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO RAIMUNDO NONATO;PIAUÍ;PI 2210607;BELAVISTA DE GOIAS;GO;;;;
PI;TAMBORIL DO PIAUÍ;PIAUÍ;PI 2210953;BELAVISTA DE GOIAS;GO;;;;
PI;VÁRZEA BRANCA;PIAUÍ;PI 2211357;BELAVISTA DE GOIAS;GO;;;;
PI;AVELINO LOPES;PIAUÍ;PI 2201101;BELAVISTA DE GOIAS;GO;;;;
PI;CORRENTE;PIAUÍ;PI 2202901;BELAVISTA DE GOIAS;GO;;;;
PI;CRISTALÂNDIA DO PIAUÍ;PIAUÍ;PI 2203008;BELAVISTA DE GOIAS;GO;;;;
PI;CURIMATÁ;PIAUÍ;PI 2203206;BELAVISTA DE GOIAS;GO;;;;
PI;JÚLIO BORGES;PIAUÍ;PI 2205524;BELAVISTA DE GOIAS;GO;;;;
PI;MORRO CABEÇA NO TEMPO;PIAUÍ;PI 2206654;BELAVISTA DE GOIAS;GO;;;;
PI;PARNAGUÁ;PIAUÍ;PI 2207603;BELAVISTA DE GOIAS;GO;;;;
PI;RIACHO FRIO;PIAUÍ;PI 2208858;BELAVISTA DE GOIAS;GO;;;;
PI;SEBASTIÃO BARROS;PIAUÍ;PI 2210623;BELAVISTA DE GOIAS;GO;;;;
PI;AROEIRAS DO ITAIM;PIAUÍ;PI 2200954;BELAVISTA DE GOIAS;GO;;;;
PI;BOCAINA;PIAUÍ;PI 2201804;BELAVISTA DE GOIAS;GO;;;;
PI;CAJAZEIRAS DO PIAUÍ;PIAUÍ;PI 2202075;BELAVISTA DE GOIAS;GO;;;;
PI;COLÔNIA DO PIAUÍ;PIAUÍ;PI 2202778;BELAVISTA DE GOIAS;GO;;;;
PI;DOM EXPEDITO LOPES;PIAUÍ;PI 2203404;BELAVISTA DE GOIAS;GO;;;;
PI;GEMINIANO;PIAUÍ;PI 2204352;BELAVISTA DE GOIAS;GO;;;;
PI;IPIRANGA DO PIAUÍ;PIAUÍ;PI 2204808;BELAVISTA DE GOIAS;GO;;;;
PI;OEIRAS;PIAUÍ;PI 2207009;BELAVISTA DE GOIAS;GO;;;;
PI;PAQUETÁ;PIAUÍ;PI 2207553;BELAVISTA DE GOIAS;GO;;;;
PI;PICOS;PIAUÍ;PI 2208007;BELAVISTA DE GOIAS;GO;;;;
PI;SANTA CRUZ DO PIAUÍ;PIAUÍ;PI 2209104;BELAVISTA DE GOIAS;GO;;;;
PI;SANTANA DO PIAUÍ;PIAUÍ;PI 2209351;BELAVISTA DE GOIAS;GO;;;;
PI;SANTA ROSA DO PIAUÍ;PIAUÍ;PI 2209377;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO JOÃO DA CANABRAVA;PIAUÍ;PI 2209856;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO JOÃO DA VARJOTA;PIAUÍ;PI 2209955;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO JOSÉ DO PIAUÍ;PIAUÍ;PI 2210201;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO LUIS DO PIAUÍ;PIAUÍ;PI 2210375;BELAVISTA DE GOIAS;GO;;;;
PI;SUSSUAPARA;PIAUÍ;PI 2210938;BELAVISTA DE GOIAS;GO;;;;
PI;TANQUE DO PIAUÍ;PIAUÍ;PI 2210979;BELAVISTA DE GOIAS;GO;;;;
PI;WALL FERRAZ;PIAUÍ;PI 2211704;BELAVISTA DE GOIAS;GO;;;;
PI;ALAGOINHA DO PIAUÍ;PIAUÍ;PI 2200251;BELAVISTA DE GOIAS;GO;;;;
PI;ALEGRETE DO PIAUÍ;PIAUÍ;PI 2200277;BELAVISTA DE GOIAS;GO;;;;
PI;FRANCISCO SANTOS;PIAUÍ;PI 2204204;BELAVISTA DE GOIAS;GO;;;;
PI;MONSENHOR HIPÓLITO;PIAUÍ;PI 2206506;BELAVISTA DE GOIAS;GO;;;;
PI;PIO IX;PIAUÍ;PI 2208205;BELAVISTA DE GOIAS;GO;;;;
PI;SANTO ANTÔNIO DE LISBOA;PIAUÍ;PI 2209401;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO JULIÃO;PIAUÍ;PI 2210300;BELAVISTA DE GOIAS;GO;;;;
PI;ACAUÃ;PIAUÍ;PI 2200053;BELAVISTA DE GOIAS;GO;;;;
PI;BELA VISTA DO PIAUÍ;PIAUÍ;PI 2201556;BELAVISTA DE GOIAS;GO;;;;
PI;BELÉM DO PIAUÍ;PIAUÍ;PI 2201572;BELAVISTA DE GOIAS;GO;;;;
PI;BETÂNIA DO PIAUÍ;PIAUÍ;PI 2201739;BELAVISTA DE GOIAS;GO;;;;
PI;CALDEIRÃO GRANDE DO PIAUÍ;PIAUÍ;PI 2202091;BELAVISTA DE GOIAS;GO;;;;
PI;CAMPINAS DO PIAUÍ;PIAUÍ;PI 2202109;BELAVISTA DE GOIAS;GO;;;;
PI;CAMPO ALEGRE DO FIDALGO;PIAUÍ;PI 2202117;BELAVISTA DE GOIAS;GO;;;;
PI;CAMPO GRANDE DO PIAUÍ;PIAUÍ;PI 2202133;BELAVISTA DE GOIAS;GO;;;;
PI;CAPITÃO GERVÁSIO OLIVEIRA;PIAUÍ;PI 2202455;BELAVISTA DE GOIAS;GO;;;;
PI;CARIDADE DO PIAUÍ;PIAUÍ;PI 2202554;BELAVISTA DE GOIAS;GO;;;;
PI;CONCEIÇÃO DO CANINDÉ;PIAUÍ;PI 2202802;BELAVISTA DE GOIAS;GO;;;;
PI;CURRAL NOVO DO PIAUÍ;PIAUÍ;PI 2203271;BELAVISTA DE GOIAS;GO;;;;
PI;FLORESTA DO PIAUÍ;PIAUÍ;PI 2203859;BELAVISTA DE GOIAS;GO;;;;
PI;FRANCISCO MACEDO;PIAUÍ;PI 2204154;BELAVISTA DE GOIAS;GO;;;;
PI;FRONTEIRAS;PIAUÍ;PI 2204303;BELAVISTA DE GOIAS;GO;;;;
PI;ISAÍAS COELHO;PIAUÍ;PI 2204907;BELAVISTA DE GOIAS;GO;;;;
PI;ITAINÓPOLIS;PIAUÍ;PI 2205003;BELAVISTA DE GOIAS;GO;;;;
PI;JACOBINA DO PIAUÍ;PIAUÍ;PI 2205151;BELAVISTA DE GOIAS;GO;;;;
PI;JAICÓS;PIAUÍ;PI 2205201;BELAVISTA DE GOIAS;GO;;;;
PI;JOÃO COSTA;PIAUÍ;PI 2205359;BELAVISTA DE GOIAS;GO;;;;
PI;LAGOA DO BARRO DO PIAUÍ;PIAUÍ;PI 2205565;BELAVISTA DE GOIAS;GO;;;;
PI;MARCOLÂNDIA;PIAUÍ;PI 2205953;BELAVISTA DE GOIAS;GO;;;;
PI;MASSAPÊ DO PIAUÍ;PIAUÍ;PI 2206050;BELAVISTA DE GOIAS;GO;;;;
PI;PADRE MARCOS;PIAUÍ;PI 2207207;BELAVISTA DE GOIAS;GO;;;;
PI;PAES LANDIM;PIAUÍ;PI 2207306;BELAVISTA DE GOIAS;GO;;;;
PI;PATOS DO PIAUÍ;PIAUÍ;PI 2207777;BELAVISTA DE GOIAS;GO;;;;
PI;PAULISTANA;PIAUÍ;PI 2207801;BELAVISTA DE GOIAS;GO;;;;
PI;PEDRO LAURENTINO;PIAUÍ;PI 2207934;BELAVISTA DE GOIAS;GO;;;;
PI;NOVA SANTA RITA;PIAUÍ;PI 2207959;BELAVISTA DE GOIAS;GO;;;;
PI;QUEIMADA NOVA;PIAUÍ;PI 2208650;BELAVISTA DE GOIAS;GO;;;;
PI;RIBEIRA DO PIAUÍ;PIAUÍ;PI 2208874;BELAVISTA DE GOIAS;GO;;;;
PI;SANTO INÁCIO DO PIAUÍ;PIAUÍ;PI 2209500;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO FRANCISCO DE ASSIS DO PIAUÍ;PIAUÍ;PI 2209658;BELAVISTA DE GOIAS;GO;;;;
PI;SÃO JOÃO DO PIAUÍ;PIAUÍ;PI 2210003;BELAVISTA DE GOIAS;GO;;;;
PI;SIMÕES;PIAUÍ;PI 2210706;BELAVISTA DE GOIAS;GO;;;;
PI;SIMPLÍCIO MENDES;PIAUÍ;PI 2210805;BELAVISTA DE GOIAS;GO;;;;
PI;SOCORRO DO PIAUÍ;PIAUÍ;PI 2210904;BELAVISTA DE GOIAS;GO;;;;
PI;VERA MENDES;PIAUÍ;PI 2211506;BELAVISTA DE GOIAS;GO;;;;
PI;VILA NOVA DO PIAUÍ;PIAUÍ;PI 2211605;BELAVISTA DE GOIAS;GO;;;;
PR;ALTO PARANÁ;NOROESTE PARANAENSE;PR 4100608;BELAVISTA DE GOIAS;GO;;;;
PR;AMAPORÃ;NOROESTE PARANAENSE;PR 4100905;BELAVISTA DE GOIAS;GO;;;;
PR;CRUZEIRO DO SUL;NOROESTE PARANAENSE;PR 4106704;BELAVISTA DE GOIAS;GO;;;;
PR;DIAMANTE DO NORTE;NOROESTE PARANAENSE;PR 4107108;BELAVISTA DE GOIAS;GO;;;;
PR;GUAIRAÇÁ;NOROESTE PARANAENSE;PR 4108908;BELAVISTA DE GOIAS;GO;;;;
PR;INAJÁ;NOROESTE PARANAENSE;PR 4110300;BELAVISTA DE GOIAS;GO;;;;
PR;ITAÚNA DO SUL;NOROESTE PARANAENSE;PR 4111308;BELAVISTA DE GOIAS;GO;;;;
PR;JARDIM OLINDA;NOROESTE PARANAENSE;PR 4112603;BELAVISTA DE GOIAS;GO;;;;
PR;LOANDA;NOROESTE PARANAENSE;PR 4113502;BELAVISTA DE GOIAS;GO;;;;
PR;MARILENA;NOROESTE PARANAENSE;PR 4115002;BELAVISTA DE GOIAS;GO;;;;
PR;MIRADOR;NOROESTE PARANAENSE;PR 4115903;BELAVISTA DE GOIAS;GO;;;;
PR;NOVA ALIANÇA DO IVAÍ;NOROESTE PARANAENSE;PR 4116505;BELAVISTA DE GOIAS;GO;;;;
PR;NOVA LONDRINA;NOROESTE PARANAENSE;PR 4117107;BELAVISTA DE GOIAS;GO;;;;
PR;PARAÍSO DO NORTE;NOROESTE PARANAENSE;PR 4118006;BELAVISTA DE GOIAS;GO;;;;
PR;PARANACITY;NOROESTE PARANAENSE;PR 4118105;BELAVISTA DE GOIAS;GO;;;;
PR;PARANAPOEMA;NOROESTE PARANAENSE;PR 4118303;BELAVISTA DE GOIAS;GO;;;;
PR;PARANAVAÍ;NOROESTE PARANAENSE;PR 4118402;BELAVISTA DE GOIAS;GO;;;;
PR;PLANALTINA DO PARANÁ;NOROESTE PARANAENSE;PR 4119707;BELAVISTA DE GOIAS;GO;;;;
PR;PORTO RICO;NOROESTE PARANAENSE;PR 4120200;BELAVISTA DE GOIAS;GO;;;;
PR;QUERÊNCIA DO NORTE;NOROESTE PARANAENSE;PR 4121000;BELAVISTA DE GOIAS;GO;;;;
PR;SANTA CRUZ DE MONTE CASTELO;NOROESTE PARANAENSE;PR 4123303;BELAVISTA DE GOIAS;GO;;;;
PR;SANTA ISABEL DO IVAÍ;NOROESTE PARANAENSE;PR 4123709;BELAVISTA DE GOIAS;GO;;;;
PR;SANTA MÔNICA;NOROESTE PARANAENSE;PR 4123956;BELAVISTA DE GOIAS;GO;;;;
PR;SANTO ANTÔNIO DO CAIUÁ;NOROESTE PARANAENSE;PR 4124202;BELAVISTA DE GOIAS;GO;;;;
PR;SÃO CARLOS DO IVAÍ;NOROESTE PARANAENSE;PR 4124608;BELAVISTA DE GOIAS;GO;;;;
PR;SÃO JOÃO DO CAIUÁ;NOROESTE PARANAENSE;PR 4124905;BELAVISTA DE GOIAS;GO;;;;
PR;SÃO PEDRO DO PARANÁ;NOROESTE PARANAENSE;PR 4125902;BELAVISTA DE GOIAS;GO;;;;
PR;TAMBOARA;NOROESTE PARANAENSE;PR 4126702;BELAVISTA DE GOIAS;GO;;;;
PR;TERRA RICA;NOROESTE PARANAENSE;PR 4127304;BELAVISTA DE GOIAS;GO;;;;
PR;ALTÔNIA;NOROESTE PARANAENSE;PR 4100509;BELAVISTA DE GOIAS;GO;;;;
PR;ALTO PIQUIRI;NOROESTE PARANAENSE;PR 4100707;BELAVISTA DE GOIAS;GO;;;;
