uf_destino;cidade;macro_regiao;dfiscal;origem;uf_origem;distancia_txt;dist_value;duracao_txt;duracao_value
PR;QUITANDINHA;METROP. DE CURITIBA;PR 4121208;MARAVILHA;SC;;;;
PR;RIO NEGRO;METROP. DE CURITIBA;PR 4122305;MARAVILHA;SC;;;;
PR;TIJUCAS DO SUL;METROP. DE CURITIBA;PR 4127601;MARAVILHA;SC;;;;
RJ;BOM JESUS DO ITABAPOANA;NOROESTE FLUMINENSE;RJ 3300605;MARAVILHA;SC;;;;
RJ;ITALVA;NOROESTE FLUMINENSE;RJ 3302056;MARAVILHA;SC;;;;
RJ;ITAPERUNA;NOROESTE FLUMINENSE;RJ 3302205;MARAVILHA;SC;;;;
RJ;LAJE DO MURIAÉ;NOROESTE FLUMINENSE;RJ 3302304;MARAVILHA;SC;;;;
RJ;NATIVIDADE;NOROESTE FLUMINENSE;RJ 3303104;MARAVILHA;SC;;;;
RJ;PORCIÚNCULA;NOROESTE FLUMINENSE;RJ 3304102;MARAVILHA;SC;;;;
RJ;VARRE-SAI;NOROESTE FLUMINENSE;RJ 3306156;MARAVILHA;SC;;;;
RJ;APERIBÉ;NOROESTE FLUMINENSE;RJ 3300159;MARAVILHA;SC;;;;
RJ;CAMBUCI;NOROESTE FLUMINENSE;RJ 3300902;MARAVILHA;SC;;;;
RJ;ITAOCARA;NOROESTE FLUMINENSE;RJ 3302106;MARAVILHA;SC;;;;
RJ;MIRACEMA;NOROESTE FLUMINENSE;RJ 3303005;MARAVILHA;SC;;;;
RJ;SANTO ANTÔNIO DE PÁDUA;NOROESTE FLUMINENSE;RJ 3304706;MARAVILHA;SC;;;;
RJ;SÃO JOSÉ DE UBÁ;NOROESTE FLUMINENSE;RJ 3305133;MARAVILHA;SC;;;;
RJ;CAMPOS DOS GOYTACAZES;NORTE FLUMINENSE;RJ 3301009;MARAVILHA;SC;;;;
RJ;CARDOSO MOREIRA;NORTE FLUMINENSE;RJ 3301157;MARAVILHA;SC;;;;
RJ;SÃO FRANCISCO DE ITABAPOANA;NORTE FLUMINENSE;RJ 3304755;MARAVILHA;SC;;;;
RJ;SÃO FIDÉLIS;NORTE FLUMINENSE;RJ 3304805;MARAVILHA;SC;;;;
RJ;SÃO JOÃO DA BARRA;NORTE FLUMINENSE;RJ 3305000;MARAVILHA;SC;;;;
RJ;CARAPEBUS;NORTE FLUMINENSE;RJ 3300936;MARAVILHA;SC;;;;
RJ;CONCEIÇÃO DE MACABU;NORTE FLUMINENSE;RJ 3301405;MARAVILHA;SC;;;;
RJ;MACAÉ;NORTE FLUMINENSE;RJ 3302403;MARAVILHA;SC;;;;
RJ;QUISSAMÃ;NORTE FLUMINENSE;RJ 3304151;MARAVILHA;SC;;;;
RJ;AREAL;CENTRO FLUMINENSE;RJ 3300225;MARAVILHA;SC;;;;
RJ;COMENDADOR LEVY GASPARIAN;CENTRO FLUMINENSE;RJ 3300951;MARAVILHA;SC;;;;
RJ;PARAÍBA DO SUL;CENTRO FLUMINENSE;RJ 3303708;MARAVILHA;SC;;;;
RJ;SAPUCAIA;CENTRO FLUMINENSE;RJ 3305406;MARAVILHA;SC;;;;
RJ;TRÊS RIOS;CENTRO FLUMINENSE;RJ 3306008;MARAVILHA;SC;;;;
RJ;CANTAGALO;CENTRO FLUMINENSE;RJ 3301108;MARAVILHA;SC;;;;
RJ;CARMO;CENTRO FLUMINENSE;RJ 3301207;MARAVILHA;SC;;;;
RJ;CORDEIRO;CENTRO FLUMINENSE;RJ 3301504;MARAVILHA;SC;;;;
RJ;MACUCO;CENTRO FLUMINENSE;RJ 3302452;MARAVILHA;SC;;;;
RJ;BOM JARDIM;CENTRO FLUMINENSE;RJ 3300506;MARAVILHA;SC;;;;
RJ;DUAS BARRAS;CENTRO FLUMINENSE;RJ 3301603;MARAVILHA;SC;;;;
RJ;NOVA FRIBURGO;CENTRO FLUMINENSE;RJ 3303401;MARAVILHA;SC;;;;
RJ;SUMIDOURO;CENTRO FLUMINENSE;RJ 3305703;MARAVILHA;SC;;;;
RJ;SANTA MARIA MADALENA;CENTRO FLUMINENSE;RJ 3304607;MARAVILHA;SC;;;;
RJ;SÃO SEBASTIÃO DO ALTO;CENTRO FLUMINENSE;RJ 3305307;MARAVILHA;SC;;;;
RJ;TRAJANO DE MORAES;CENTRO FLUMINENSE;RJ 3305901;MARAVILHA;SC;;;;
RJ;CASIMIRO DE ABREU;BAIXADAS;RJ 3301306;MARAVILHA;SC;;;;
RJ;RIO DAS OSTRAS;BAIXADAS;RJ 3304524;MARAVILHA;SC;;;;
RJ;SILVA JARDIM;BAIXADAS;RJ 3305604;MARAVILHA;SC;;;;
RJ;ARARUAMA;BAIXADAS;RJ 3300209;MARAVILHA;SC;;;;
RJ;ARMAÇÃO DOS BÚZIOS;BAIXADAS;RJ 3300233;MARAVILHA;SC;;;;
RJ;ARRAIAL DO CABO;BAIXADAS;RJ 3300258;MARAVILHA;SC;;;;
RJ;CABO FRIO;BAIXADAS;RJ 3300704;MARAVILHA;SC;;;;
RJ;IGUABA GRANDE;BAIXADAS;RJ 3301876;MARAVILHA;SC;;;;
RJ;SÃO PEDRO DA ALDEIA;BAIXADAS;RJ 3305208;MARAVILHA;SC;;;;
RJ;SAQUAREMA;BAIXADAS;RJ 3305505;MARAVILHA;SC;;;;
RJ;BARRA MANSA;SUL FLUMINENSE;RJ 3300407;MARAVILHA;SC;;;;
RJ;ITATIAIA;SUL FLUMINENSE;RJ 3302254;MARAVILHA;SC;;;;
RJ;PINHEIRAL;SUL FLUMINENSE;RJ 3303955;MARAVILHA;SC;;;;
RJ;PIRAÍ;SUL FLUMINENSE;RJ 3304003;MARAVILHA;SC;;;;
RJ;PORTO REAL;SUL FLUMINENSE;RJ 3304110;MARAVILHA;SC;;;;
RJ;QUATIS;SUL FLUMINENSE;RJ 3304128;MARAVILHA;SC;;;;
RJ;RESENDE;SUL FLUMINENSE;RJ 3304201;MARAVILHA;SC;;;;
RJ;RIO CLARO;SUL FLUMINENSE;RJ 3304409;MARAVILHA;SC;;;;
RJ;VOLTA REDONDA;SUL FLUMINENSE;RJ 3306305;MARAVILHA;SC;;;;
RJ;BARRA DO PIRAÍ;SUL FLUMINENSE;RJ 3300308;MARAVILHA;SC;;;;
RJ;RIO DAS FLORES;SUL FLUMINENSE;RJ 3304508;MARAVILHA;SC;;;;
RJ;VALENÇA;SUL FLUMINENSE;RJ 3306107;MARAVILHA;SC;;;;
RJ;ANGRA DOS REIS;SUL FLUMINENSE;RJ 3300100;MARAVILHA;SC;;;;
RJ;PARATY;SUL FLUMINENSE;RJ 3303807;MARAVILHA;SC;;;;
RJ;ENGENHEIRO PAULO DE FRONTIN;METROP  RIO  JANEIRO;RJ 3301801;MARAVILHA;SC;;;;
RJ;MENDES;METROP  RIO  JANEIRO;RJ 3302809;MARAVILHA;SC;;;;
RJ;MIGUEL PEREIRA;METROP  RIO  JANEIRO;RJ 3302908;MARAVILHA;SC;;;;
RJ;PARACAMBI;METROP  RIO  JANEIRO;RJ 3303609;MARAVILHA;SC;;;;
RJ;PATY DO ALFERES;METROP  RIO  JANEIRO;RJ 3303856;MARAVILHA;SC;;;;
RJ;VASSOURAS;METROP  RIO  JANEIRO;RJ 3306206;MARAVILHA;SC;;;;
RJ;PETRÓPOLIS;METROP  RIO  JANEIRO;RJ 3303906;MARAVILHA;SC;;;;
RJ;SÃO JOSÉ DO VALE DO RIO PRETO;METROP  RIO  JANEIRO;RJ 3305158;MARAVILHA;SC;;;;
RJ;TERESÓPOLIS;METROP  RIO  JANEIRO;RJ 3305802;MARAVILHA;SC;;;;
RJ;CACHOEIRAS DE MACACU;METROP  RIO  JANEIRO;RJ 3300803;MARAVILHA;SC;;;;
RJ;RIO BONITO;METROP  RIO  JANEIRO;RJ 3304300;MARAVILHA;SC;;;;
RJ;ITAGUAÍ;METROP  RIO  JANEIRO;RJ 3302007;MARAVILHA;SC;;;;
RJ;MANGARATIBA;METROP  RIO  JANEIRO;RJ 3302601;MARAVILHA;SC;;;;
RJ;SEROPÉDICA;METROP  RIO  JANEIRO;RJ 3305554;MARAVILHA;SC;;;;
RJ;BELFORD ROXO;METROP  RIO  JANEIRO;RJ 3300456;MARAVILHA;SC;;;;
RJ;DUQUE DE CAXIAS;METROP  RIO  JANEIRO;RJ 3301702;MARAVILHA;SC;;;;
RJ;GUAPIMIRIM;METROP  RIO  JANEIRO;RJ 3301850;MARAVILHA;SC;;;;
RJ;ITABORAÍ;METROP  RIO  JANEIRO;RJ 3301900;MARAVILHA;SC;;;;
RJ;JAPERI;METROP  RIO  JANEIRO;RJ 3302270;MARAVILHA;SC;;;;
RJ;MAGÉ;METROP  RIO  JANEIRO;RJ 3302502;MARAVILHA;SC;;;;
RJ;MARICÁ;METROP  RIO  JANEIRO;RJ 3302700;MARAVILHA;SC;;;;
RJ;MESQUITA;METROP  RIO  JANEIRO;RJ 3302858;MARAVILHA;SC;;;;
RJ;NILÓPOLIS;METROP  RIO  JANEIRO;RJ 3303203;MARAVILHA;SC;;;;
RJ;NITERÓI;METROP  RIO  JANEIRO;RJ 3303302;MARAVILHA;SC;;;;
RJ;NOVA IGUAÇU;METROP  RIO  JANEIRO;RJ 3303500;MARAVILHA;SC;;;;
RJ;QUEIMADOS;METROP  RIO  JANEIRO;RJ 3304144;MARAVILHA;SC;;;;
RJ;RIO DE JANEIRO;METROP  RIO  JANEIRO;RJ 3304557;MARAVILHA;SC;;;;
RJ;SÃO GONÇALO;METROP  RIO  JANEIRO;RJ 3304904;MARAVILHA;SC;;;;
RJ;SÃO JOÃO DE MERITI;METROP  RIO  JANEIRO;RJ 3305109;MARAVILHA;SC;;;;
RJ;TANGUÁ;METROP  RIO  JANEIRO;RJ 3305752;MARAVILHA;SC;;;;
RN;AREIA BRANCA;RIO GRANDE DO NORTE;RN 2401107;MARAVILHA;SC;;;;
RN;BARAÚNA;RIO GRANDE DO NORTE;RN 2401453;MARAVILHA;SC;;;;
RN;GROSSOS;RIO GRANDE DO NORTE;RN 2404408;MARAVILHA;SC;;;;
RN;MOSSORÓ;RIO GRANDE DO NORTE;RN 2408003;MARAVILHA;SC;;;;
RN;TIBAU;RIO GRANDE DO NORTE;RN 2411056;MARAVILHA;SC;;;;
RN;SERRA DO MEL;RIO GRANDE DO NORTE;RN 2413359;MARAVILHA;SC;;;;
RN;APODI;RIO GRANDE DO NORTE;RN 2401008;MARAVILHA;SC;;;;
RN;CARAÚBAS;RIO GRANDE DO NORTE;RN 2402303;MARAVILHA;SC;;;;
RN;FELIPE GUERRA;RIO GRANDE DO NORTE;RN 2403707;MARAVILHA;SC;;;;
RN;GOVERNADOR DIX-SEPT ROSADO;RIO GRANDE DO NORTE;RN 2404309;MARAVILHA;SC;;;;
RN;AUGUSTO SEVERO;RIO GRANDE DO NORTE;RN 2401305;MARAVILHA;SC;;;;
RN;JANDUÍS;RIO GRANDE DO NORTE;RN 2405207;MARAVILHA;SC;;;;
RN;MESSIAS TARGINO;RIO GRANDE DO NORTE;RN 2407609;MARAVILHA;SC;;;;
RN;PARAÚ;RIO GRANDE DO NORTE;RN 2408706;MARAVILHA;SC;;;;
RN;TRIUNFO POTIGUAR;RIO GRANDE DO NORTE;RN 2414456;MARAVILHA;SC;;;;
RN;UPANEMA;RIO GRANDE DO NORTE;RN 2414605;MARAVILHA;SC;;;;
RN;AÇU;RIO GRANDE DO NORTE;RN 2400208;MARAVILHA;SC;;;;
RN;ALTO DO RODRIGUES;RIO GRANDE DO NORTE;RN 2400703;MARAVILHA;SC;;;;
RN;CARNAUBAIS;RIO GRANDE DO NORTE;RN 2402501;MARAVILHA;SC;;;;
RN;IPANGUAÇU;RIO GRANDE DO NORTE;RN 2404705;MARAVILHA;SC;;;;
RN;ITAJÁ;RIO GRANDE DO NORTE;RN 2404853;MARAVILHA;SC;;;;
RN;JUCURUTU;RIO GRANDE DO NORTE;RN 2406106;MARAVILHA;SC;;;;
RN;PENDÊNCIAS;RIO GRANDE DO NORTE;RN 2409902;MARAVILHA;SC;;;;
RN;PORTO DO MANGUE;RIO GRANDE DO NORTE;RN 2410256;MARAVILHA;SC;;;;
RN;SÃO RAFAEL;RIO GRANDE DO NORTE;RN 2412807;MARAVILHA;SC;;;;
RN;ÁGUA NOVA;RIO GRANDE DO NORTE;RN 2400406;MARAVILHA;SC;;;;
RN;CORONEL JOÃO PESSOA;RIO GRANDE DO NORTE;RN 2402907;MARAVILHA;SC;;;;
RN;DOUTOR SEVERIANO;RIO GRANDE DO NORTE;RN 2403202;MARAVILHA;SC;;;;
RN;ENCANTO;RIO GRANDE DO NORTE;RN 2403301;MARAVILHA;SC;;;;
RN;LUÍS GOMES;RIO GRANDE DO NORTE;RN 2407005;MARAVILHA;SC;;;;
RN;MAJOR SALES;RIO GRANDE DO NORTE;RN 2407252;MARAVILHA;SC;;;;
RN;RIACHO DE SANTANA;RIO GRANDE DO NORTE;RN 2410801;MARAVILHA;SC;;;;
RN;SÃO MIGUEL;RIO GRANDE DO NORTE;RN 2412500;MARAVILHA;SC;;;;
RN;VENHA-VER;RIO GRANDE DO NORTE;RN 2414753;MARAVILHA;SC;;;;
RN;ALEXANDRIA;RIO GRANDE DO NORTE;RN 2400505;MARAVILHA;SC;;;;
RN;FRANCISCO DANTAS;RIO GRANDE DO NORTE;RN 2403905;MARAVILHA;SC;;;;
RN;ITAÚ;RIO GRANDE DO NORTE;RN 2404903;MARAVILHA;SC;;;;
RN;JOSÉ DA PENHA;RIO GRANDE DO NORTE;RN 2406007;MARAVILHA;SC;;;;
RN;MARCELINO VIEIRA;RIO GRANDE DO NORTE;RN 2407302;MARAVILHA;SC;;;;
RN;PARANÁ;RIO GRANDE DO NORTE;RN 2408607;MARAVILHA;SC;;;;
RN;PAU DOS FERROS;RIO GRANDE DO NORTE;RN 2409407;MARAVILHA;SC;;;;
RN;PILÕES;RIO GRANDE DO NORTE;RN 2410009;MARAVILHA;SC;;;;
RN;PORTALEGRE;RIO GRANDE DO NORTE;RN 2410207;MARAVILHA;SC;;;;
RN;RAFAEL FERNANDES;RIO GRANDE DO NORTE;RN 2410504;MARAVILHA;SC;;;;
RN;RIACHO DA CRUZ;RIO GRANDE DO NORTE;RN 2410702;MARAVILHA;SC;;;;
RN;RODOLFO FERNANDES;RIO GRANDE DO NORTE;RN 2411007;MARAVILHA;SC;;;;
RN;SÃO FRANCISCO DO OESTE;RIO GRANDE DO NORTE;RN 2411908;MARAVILHA;SC;;;;
RN;SEVERIANO MELO;RIO GRANDE DO NORTE;RN 2413607;MARAVILHA;SC;;;;
RN;TABOLEIRO GRANDE;RIO GRANDE DO NORTE;RN 2413805;MARAVILHA;SC;;;;
RN;TENENTE ANANIAS;RIO GRANDE DO NORTE;RN 2414100;MARAVILHA;SC;;;;
RN;VIÇOSA;RIO GRANDE DO NORTE;RN 2414902;MARAVILHA;SC;;;;
RN;ALMINO AFONSO;RIO GRANDE DO NORTE;RN 2400604;MARAVILHA;SC;;;;
RN;ANTÔNIO MARTINS;RIO GRANDE DO NORTE;RN 2400901;MARAVILHA;SC;;;;
RN;FRUTUOSO GOMES;RIO GRANDE DO NORTE;RN 2404002;MARAVILHA;SC;;;;
RN;JOÃO DIAS;RIO GRANDE DO NORTE;RN 2405900;MARAVILHA;SC;;;;
RN;LUCRÉCIA;RIO GRANDE DO NORTE;RN 2406908;MARAVILHA;SC;;;;
RN;MARTINS;RIO GRANDE DO NORTE;RN 2407401;MARAVILHA;SC;;;;
RN;OLHO-D'ÁGUA DO BORGES;RIO GRANDE DO NORTE;RN 2408409;MARAVILHA;SC;;;;
RN;PATU;RIO GRANDE DO NORTE;RN 2409308;MARAVILHA;SC;;;;
RN;RAFAEL GODEIRO;RIO GRANDE DO NORTE;RN 2410603;MARAVILHA;SC;;;;
RN;SERRINHA DOS PINTOS;RIO GRANDE DO NORTE;RN 2413557;MARAVILHA;SC;;;;
RN;UMARIZAL;RIO GRANDE DO NORTE;RN 2414506;MARAVILHA;SC;;;;
RN;CAIÇARA DO NORTE;RIO GRANDE DO NORTE;RN 2401859;MARAVILHA;SC;;;;
RN;GALINHOS;RIO GRANDE DO NORTE;RN 2404101;MARAVILHA;SC;;;;
RN;GUAMARÉ;RIO GRANDE DO NORTE;RN 2404507;MARAVILHA;SC;;;;
RN;MACAU;RIO GRANDE DO NORTE;RN 2407203;MARAVILHA;SC;;;;
RN;SÃO BENTO DO NORTE;RIO GRANDE DO NORTE;RN 2411601;MARAVILHA;SC;;;;
RN;AFONSO BEZERRA;RIO GRANDE DO NORTE;RN 2400307;MARAVILHA;SC;;;;
RN;ANGICOS;RIO GRANDE DO NORTE;RN 2400802;MARAVILHA;SC;;;;
RN;CAIÇARA DO RIO DO VENTO;RIO GRANDE DO NORTE;RN 2401909;MARAVILHA;SC;;;;
RN;FERNANDO PEDROZA;RIO GRANDE DO NORTE;RN 2403756;MARAVILHA;SC;;;;
RN;JARDIM DE ANGICOS;RIO GRANDE DO NORTE;RN 2405504;MARAVILHA;SC;;;;
RN;LAJES;RIO GRANDE DO NORTE;RN 2406700;MARAVILHA;SC;;;;
RN;PEDRA PRETA;RIO GRANDE DO NORTE;RN 2409605;MARAVILHA;SC;;;;
RN;PEDRO AVELINO;RIO GRANDE DO NORTE;RN 2409704;MARAVILHA;SC;;;;
RN;BODÓ;RIO GRANDE DO NORTE;RN 2401651;MARAVILHA;SC;;;;
RN;CERRO CORÁ;RIO GRANDE DO NORTE;RN 2402709;MARAVILHA;SC;;;;
RN;FLORÂNIA;RIO GRANDE DO NORTE;RN 2403806;MARAVILHA;SC;;;;
RN;LAGOA NOVA;RIO GRANDE DO NORTE;RN 2406502;MARAVILHA;SC;;;;
RN;SANTANA DO MATOS;RIO GRANDE DO NORTE;RN 2411403;MARAVILHA;SC;;;;
RN;SÃO VICENTE;RIO GRANDE DO NORTE;RN 2413003;MARAVILHA;SC;;;;
RN;TENENTE LAURENTINO CRUZ;RIO GRANDE DO NORTE;RN 2414159;MARAVILHA;SC;;;;
RN;CAICÓ;RIO GRANDE DO NORTE;RN 2402006;MARAVILHA;SC;;;;
RN;IPUEIRA;RIO GRANDE DO NORTE;RN 2404804;MARAVILHA;SC;;;;
RN;JARDIM DE PIRANHAS;RIO GRANDE DO NORTE;RN 2405603;MARAVILHA;SC;;;;
RN;SÃO FERNANDO;RIO GRANDE DO NORTE;RN 2411809;MARAVILHA;SC;;;;
RN;SÃO JOÃO DO SABUGI;RIO GRANDE DO NORTE;RN 2412104;MARAVILHA;SC;;;;
RN;SERRA NEGRA DO NORTE;RIO GRANDE DO NORTE;RN 2413409;MARAVILHA;SC;;;;
RN;TIMBAÚBA DOS BATISTAS;RIO GRANDE DO NORTE;RN 2414308;MARAVILHA;SC;;;;
RN;ACARI;RIO GRANDE DO NORTE;RN 2400109;MARAVILHA;SC;;;;
RN;CARNAÚBA DOS DANTAS;RIO GRANDE DO NORTE;RN 2402402;MARAVILHA;SC;;;;
RN;CRUZETA;RIO GRANDE DO NORTE;RN 2403004;MARAVILHA;SC;;;;
RN;CURRAIS NOVOS;RIO GRANDE DO NORTE;RN 2403103;MARAVILHA;SC;;;;
RN;EQUADOR;RIO GRANDE DO NORTE;RN 2403400;MARAVILHA;SC;;;;
RN;JARDIM DO SERIDÓ;RIO GRANDE DO NORTE;RN 2405702;MARAVILHA;SC;;;;
RN;OURO BRANCO;RIO GRANDE DO NORTE;RN 2408508;MARAVILHA;SC;;;;
RN;PARELHAS;RIO GRANDE DO NORTE;RN 2408904;MARAVILHA;SC;;;;
RN;SANTANA DO SERIDÓ;RIO GRANDE DO NORTE;RN 2411429;MARAVILHA;SC;;;;
RN;SÃO JOSÉ DO SERIDÓ;RIO GRANDE DO NORTE;RN 2412401;MARAVILHA;SC;;;;
RN;BENTO FERNANDES;RIO GRANDE DO NORTE;RN 2401602;MARAVILHA;SC;;;;
RN;JANDAÍRA;RIO GRANDE DO NORTE;RN 2405108;MARAVILHA;SC;;;;
RN;JOÃO CÂMARA;RIO GRANDE DO NORTE;RN 2405801;MARAVILHA;SC;;;;
RN;PARAZINHO;RIO GRANDE DO NORTE;RN 2408805;MARAVILHA;SC;;;;
RN;POÇO BRANCO;RIO GRANDE DO NORTE;RN 2410108;MARAVILHA;SC;;;;
RN;BARCELONA;RIO GRANDE DO NORTE;RN 2401503;MARAVILHA;SC;;;;
RN;CAMPO REDONDO;RIO GRANDE DO NORTE;RN 2402105;MARAVILHA;SC;;;;
RN;CORONEL EZEQUIEL;RIO GRANDE DO NORTE;RN 2402808;MARAVILHA;SC;;;;
RN;JAÇANÃ;RIO GRANDE DO NORTE;RN 2405009;MARAVILHA;SC;;;;
RN;JAPI;RIO GRANDE DO NORTE;RN 2405405;MARAVILHA;SC;;;;
RN;LAGOA DE VELHOS;RIO GRANDE DO NORTE;RN 2406403;MARAVILHA;SC;;;;
RN;LAJES PINTADAS;RIO GRANDE DO NORTE;RN 2406809;MARAVILHA;SC;;;;
RN;MONTE DAS GAMELEIRAS;RIO GRANDE DO NORTE;RN 2407906;MARAVILHA;SC;;;;
RN;RUY BARBOSA;RIO GRANDE DO NORTE;RN 2411106;MARAVILHA;SC;;;;
RN;SANTA CRUZ;RIO GRANDE DO NORTE;RN 2411205;MARAVILHA;SC;;;;
RN;SÃO BENTO DO TRAIRÍ;RIO GRANDE DO NORTE;RN 2411700;MARAVILHA;SC;;;;
RN;SÃO JOSÉ DO CAMPESTRE;RIO GRANDE DO NORTE;RN 2412302;MARAVILHA;SC;;;;
RN;SÃO TOMÉ;RIO GRANDE DO NORTE;RN 2412906;MARAVILHA;SC;;;;
RN;SERRA DE SÃO BENTO;RIO GRANDE DO NORTE;RN 2413300;MARAVILHA;SC;;;;
RN;SÍTIO NOVO;RIO GRANDE DO NORTE;RN 2413706;MARAVILHA;SC;;;;
RN;TANGARÁ;RIO GRANDE DO NORTE;RN 2414001;MARAVILHA;SC;;;;
RN;BOM JESUS;RIO GRANDE DO NORTE;RN 2401701;MARAVILHA;SC;;;;
RN;BREJINHO;RIO GRANDE DO NORTE;RN 2401800;MARAVILHA;SC;;;;
RN;IELMO MARINHO;RIO GRANDE DO NORTE;RN 2404606;MARAVILHA;SC;;;;
RN;JANUÁRIO CICCO;RIO GRANDE DO NORTE;RN 2405306;MARAVILHA;SC;;;;
RN;JUNDIÁ;RIO GRANDE DO NORTE;RN 2406155;MARAVILHA;SC;;;;
RN;LAGOA D'ANTA;RIO GRANDE DO NORTE;RN 2406205;MARAVILHA;SC;;;;
RN;LAGOA DE PEDRAS;RIO GRANDE DO NORTE;RN 2406304;MARAVILHA;SC;;;;
RN;LAGOA SALGADA;RIO GRANDE DO NORTE;RN 2406601;MARAVILHA;SC;;;;
RN;MONTE ALEGRE;RIO GRANDE DO NORTE;RN 2407807;MARAVILHA;SC;;;;
RN;NOVA CRUZ;RIO GRANDE DO NORTE;RN 2408300;MARAVILHA;SC;;;;
RN;PASSA E FICA;RIO GRANDE DO NORTE;RN 2409100;MARAVILHA;SC;;;;
RN;PASSAGEM;RIO GRANDE DO NORTE;RN 2409209;MARAVILHA;SC;;;;
RN;SANTA MARIA;RIO GRANDE DO NORTE;RN 2409332;MARAVILHA;SC;;;;
RN;PRESIDENTE JUSCELINO;RIO GRANDE DO NORTE;RN 2410306;MARAVILHA;SC;;;;
RN;RIACHUELO;RIO GRANDE DO NORTE;RN 2410900;MARAVILHA;SC;;;;
RN;SANTO ANTÔNIO;RIO GRANDE DO NORTE;RN 2411502;MARAVILHA;SC;;;;
RN;SÃO PAULO DO POTENGI;RIO GRANDE DO NORTE;RN 2412609;MARAVILHA;SC;;;;
RN;SÃO PEDRO;RIO GRANDE DO NORTE;RN 2412708;MARAVILHA;SC;;;;
RN;SENADOR ELÓI DE SOUZA;RIO GRANDE DO NORTE;RN 2413102;MARAVILHA;SC;;;;
RN;SERRINHA;RIO GRANDE DO NORTE;RN 2413508;MARAVILHA;SC;;;;
RN;VÁRZEA;RIO GRANDE DO NORTE;RN 2414704;MARAVILHA;SC;;;;
RN;VERA CRUZ;RIO GRANDE DO NORTE;RN 2414803;MARAVILHA;SC;;;;
RN;MAXARANGUAPE;RIO GRANDE DO NORTE;RN 2407500;MARAVILHA;SC;;;;
RN;RIO DO FOGO;RIO GRANDE DO NORTE;RN 2408953;MARAVILHA;SC;;;;
RN;PEDRA GRANDE;RIO GRANDE DO NORTE;RN 2409506;MARAVILHA;SC;;;;
RN;PUREZA;RIO GRANDE DO NORTE;RN 2410405;MARAVILHA;SC;;;;
RN;SÃO MIGUEL DO GOSTOSO;RIO GRANDE DO NORTE;RN 2412559;MARAVILHA;SC;;;;
RN;TAIPU;RIO GRANDE DO NORTE;RN 2413904;MARAVILHA;SC;;;;
RN;TOUROS;RIO GRANDE DO NORTE;RN 2414407;MARAVILHA;SC;;;;
RN;CEARÁ-MIRIM;RIO GRANDE DO NORTE;RN 2402600;MARAVILHA;SC;;;;
RN;MACAÍBA;RIO GRANDE DO NORTE;RN 2407104;MARAVILHA;SC;;;;
RN;NÍSIA FLORESTA;RIO GRANDE DO NORTE;RN 2408201;MARAVILHA;SC;;;;
RN;SÃO GONÇALO DO AMARANTE;RIO GRANDE DO NORTE;RN 2412005;MARAVILHA;SC;;;;
RN;SÃO JOSÉ DE MIPIBU;RIO GRANDE DO NORTE;RN 2412203;MARAVILHA;SC;;;;
RN;PARNAMIRIM;RIO GRANDE DO NORTE;RN 2403251;MARAVILHA;SC;;;;
RN;EXTREMOZ;RIO GRANDE DO NORTE;RN 2403608;MARAVILHA;SC;;;;
RN;NATAL;RIO GRANDE DO NORTE;RN 2408102;MARAVILHA;SC;;;;
RN;ARÊS;RIO GRANDE DO NORTE;RN 2401206;MARAVILHA;SC;;;;
RN;BAÍA FORMOSA;RIO GRANDE DO NORTE;RN 2401404;MARAVILHA;SC;;;;
RN;CANGUARETAMA;RIO GRANDE DO NORTE;RN 2402204;MARAVILHA;SC;;;;
RN;ESPÍRITO SANTO;RIO GRANDE DO NORTE;RN 2403509;MARAVILHA;SC;;;;
RN;GOIANINHA;RIO GRANDE DO NORTE;RN 2404200;MARAVILHA;SC;;;;
RN;MONTANHAS;RIO GRANDE DO NORTE;RN 2407708;MARAVILHA;SC;;;;
RN;PEDRO VELHO;RIO GRANDE DO NORTE;RN 2409803;MARAVILHA;SC;;;;
RN;SENADOR GEORGINO AVELINO;RIO GRANDE DO NORTE;RN 2413201;MARAVILHA;SC;;;;
RN;TIBAU DO SUL;RIO GRANDE DO NORTE;RN 2414209;MARAVILHA;SC;;;;
RN;VILA FLOR;RIO GRANDE DO NORTE;RN 2415008;MARAVILHA;SC;;;;
RO;NOVA UNIÃO;RONDÔNIA;RO 1101435;MARAVILHA;SC;;;;
RO;TEIXEIRÓPOLIS;RONDÔNIA;RO 1101559;MARAVILHA;SC;;;;
RO;THEOBROMA;RONDÔNIA;RO 1101609;MARAVILHA;SC;;;;
RO;URUPÁ;RONDÔNIA;RO 1101708;MARAVILHA;SC;;;;
RO;VALE DO PARAÍSO;RONDÔNIA;RO 1101807;MARAVILHA;SC;;;;
RO;NOVA BRASILÂNDIA D'OESTE;RONDÔNIA;RO 1100148;MARAVILHA;SC;;;;
RO;SÃO MIGUEL DO GUAPORÉ;RONDÔNIA;RO 1100320;MARAVILHA;SC;;;;
RO;ALVORADA D'OESTE;RONDÔNIA;RO 1100346;MARAVILHA;SC;;;;
RO;SERINGUEIRAS;RONDÔNIA;RO 1101500;MARAVILHA;SC;;;;
RO;ALTA FLORESTA D'OESTE;RONDÔNIA;RO 1100015;MARAVILHA;SC;;;;
RO;CACOAL;RONDÔNIA;RO 1100049;MARAVILHA;SC;;;;
