uf_destino;cidade;macro_regiao;dfiscal;origem;uf_origem;distancia_txt;dist_value;duracao_txt;duracao_value;Status
SP;PACAEMBU;PRESIDENTE PRUDENTE;SP 3534906;MARAVILHA;SC;819 km;818942;11 horas 17 minutos;40627;OK
SP;PALESTINA;SÃO J. DO RIO PRETO;SP 3535002;MARAVILHA;SC;1.054 km;1054378;13 horas 54 minutos;50013;OK
SP;PALMARES PAULISTA;SÃO J. DO RIO PRETO;SP 3535101;MARAVILHA;SC;1.025 km;1025214;13 horas 21 minutos;48048;OK
SP;PALMEIRA D'OESTE;SÃO J. DO RIO PRETO;SP 3535200;MARAVILHA;SC;997 km;997393;13 horas 9 minutos;47348;OK
SP;PALMITAL;ASSIS;SP 3535309;MARAVILHA;SC;774 km;774181;10 horas 28 minutos;37676;OK
SP;PANORAMA;PRESIDENTE PRUDENTE;SP 3535408;MARAVILHA;SC;852 km;852263;11 horas 19 minutos;40710;OK
SP;PARAGUAÇU PAULISTA;ASSIS;SP 3535507;MARAVILHA;SC;770 km;770022;10 horas 28 minutos;37706;OK
SP;PARAIBUNA;VALE DO PARAÍBA;SP 3535606;MARAVILHA;SC;1.071 km;1070885;14 horas 8 minutos;50901;OK
SP;PARAÍSO;SÃO J. DO RIO PRETO;SP 3535705;MARAVILHA;SC;1.034 km;1034171;13 horas 32 minutos;48712;OK
SP;PARANAPANEMA;BAURU;SP 3535804;MARAVILHA;SC;781 km;781166;11 horas 3 minutos;39759;OK
SP;PARANAPUÃ;SÃO J. DO RIO PRETO;SP 3535903;MARAVILHA;SC;1.027 km;1026819;13 horas 29 minutos;48563;OK
SP;PARAPUÃ;PRESIDENTE PRUDENTE;SP 3536000;MARAVILHA;SC;803 km;802805;10 horas 54 minutos;39212;OK
SP;PARDINHO;BAURU;SP 3536109;MARAVILHA;SC;857 km;856816;12 horas 0 minutos;43206;OK
SP;PARIQUERA-AÇU;LITORAL SUL PAULISTA;SP 3536208;MARAVILHA;SC;743 km;742685;10 horas 8 minutos;36500;OK
SP;PARISI;SÃO J. DO RIO PRETO;SP 3536257;MARAVILHA;SC;1.009 km;1009316;13 horas 17 minutos;47811;OK
SP;PATROCÍNIO PAULISTA;RIBEIRÃO PRETO;SP 3536307;MARAVILHA;SC;1.174 km;1174075;15 horas 10 minutos;54579;OK
SP;PAULICÉIA;PRESIDENTE PRUDENTE;SP 3536406;MARAVILHA;SC;851 km;850935;11 horas 18 minutos;40690;OK
SP;PAULÍNIA;CAMPINAS;SP 3536505;MARAVILHA;SC;980 km;980393;13 horas 6 minutos;47150;OK
SP;PAULISTÂNIA;BAURU;SP 3536570;MARAVILHA;SC;815 km;814734;11 horas 11 minutos;40243;OK
SP;PAULO DE FARIA;SÃO J. DO RIO PRETO;SP 3536604;MARAVILHA;SC;1.096 km;1096198;14 horas 22 minutos;51745;OK
SP;PEDERNEIRAS;BAURU;SP 3536703;MARAVILHA;SC;885 km;884936;11 horas 56 minutos;42943;OK
SP;PEDRA BELA;CAMPINAS;SP 3536802;MARAVILHA;SC;1.051 km;1050708;14 horas 17 minutos;51439;OK
SP;PEDRANÓPOLIS;SÃO J. DO RIO PRETO;SP 3536901;MARAVILHA;SC;1.022 km;1022024;13 horas 30 minutos;48587;OK
SP;PEDREGULHO;RIBEIRÃO PRETO;SP 3537008;MARAVILHA;SC;1.207 km;1206610;15 horas 17 minutos;55002;OK
SP;PEDREIRA;CAMPINAS;SP 3537107;MARAVILHA;SC;1.005 km;1004879;13 horas 31 minutos;48668;OK
SP;PEDRINHAS PAULISTA;ASSIS;SP 3537156;MARAVILHA;SC;711 km;710529;9 horas 46 minutos;35173;OK
SP;PEDRO DE TOLEDO;BAIXADA SANTISTA;SP 3537206;MARAVILHA;SC;827 km;827174;11 horas 5 minutos;39892;OK
SP;PENÁPOLIS;ARAÇATUBA;SP 3537305;MARAVILHA;SC;892 km;891631;11 horas 53 minutos;42781;OK
SP;PEREIRA BARRETO;ARAÇATUBA;SP 3537404;MARAVILHA;SC;937 km;936591;12 horas 20 minutos;44429;OK
SP;PEREIRAS;ITAPETININGA;SP 3537503;MARAVILHA;SC;869 km;869413;12 horas 9 minutos;43757;OK
SP;PERUÍBE;BAIXADA SANTISTA;SP 3537602;MARAVILHA;SC;853 km;853004;11 horas 29 minutos;41320;OK
SP;PIACATU;ARAÇATUBA;SP 3537701;MARAVILHA;SC;838 km;838277;11 horas 17 minutos;40639;OK
SP;PIEDADE;MACRO MET. PAULISTA;SP 3537800;MARAVILHA;SC;863 km;863473;12 horas 12 minutos;43932;OK
SP;PILAR DO SUL;MACRO MET. PAULISTA;SP 3537909;MARAVILHA;SC;822 km;821580;11 horas 31 minutos;41431;OK
SP;PINDAMONHANGABA;VALE DO PARAÍBA;SP 3538006;MARAVILHA;SC;1.105 km;1104995;14 horas 54 minutos;53610;OK
SP;PINDORAMA;SÃO J. DO RIO PRETO;SP 3538105;MARAVILHA;SC;1.002 km;1002180;13 horas 11 minutos;47438;OK
SP;PINHALZINHO;CAMPINAS;SP 3538204;MARAVILHA;SC;1.047 km;1046528;14 horas 9 minutos;50951;OK
SP;PIQUEROBI;PRESIDENTE PRUDENTE;SP 3538303;MARAVILHA;SC;775 km;774824;10 horas 42 minutos;38546;OK
SP;PIQUETE;VALE DO PARAÍBA;SP 3538501;MARAVILHA;SC;1.154 km;1153927;15 horas 12 minutos;54748;OK
SP;PIRACAIA;MACRO MET. PAULISTA;SP 3538600;MARAVILHA;SC;1.033 km;1032709;13 horas 53 minutos;49979;OK
SP;PIRACICABA;PIRACICABA;SP 3538709;MARAVILHA;SC;917 km;917021;12 horas 27 minutos;44848;OK
SP;PIRAJU;ASSIS;SP 3538808;MARAVILHA;SC;767 km;766914;10 horas 50 minutos;38974;OK
SP;PIRAJUÍ;BAURU;SP 3538907;MARAVILHA;SC;895 km;895330;11 horas 57 minutos;43036;OK
SP;PIRANGI;RIBEIRÃO PRETO;SP 3539004;MARAVILHA;SC;1.046 km;1046040;13 horas 36 minutos;48960;OK
SP;PIRAPORA DO BOM JESUS;METROP. DE SÃO PAULO;SP 3539103;MARAVILHA;SC;928 km;928335;12 horas 41 minutos;45658;OK
SP;PIRAPOZINHO;PRESIDENTE PRUDENTE;SP 3539202;MARAVILHA;SC;700 km;699645;9 horas 37 minutos;34591;OK
SP;PIRASSUNUNGA;CAMPINAS;SP 3539301;MARAVILHA;SC;1.051 km;1051354;13 horas 47 minutos;49616;OK
SP;PIRATININGA;BAURU;SP 3539400;MARAVILHA;SC;844 km;843542;11 horas 30 minutos;41382;OK
SP;PITANGUEIRAS;RIBEIRÃO PRETO;SP 3539509;MARAVILHA;SC;1.063 km;1062614;14 horas 2 minutos;50506;OK
SP;PLANALTO;SÃO J. DO RIO PRETO;SP 3539608;MARAVILHA;SC;950 km;949821;12 horas 37 minutos;45414;OK
SP;PLATINA;ASSIS;SP 3539707;MARAVILHA;SC;766 km;765771;10 horas 28 minutos;37704;OK
SP;POÁ;METROP. DE SÃO PAULO;SP 3539806;MARAVILHA;SC;996 km;996294;13 horas 31 minutos;48643;OK
SP;POLONI;SÃO J. DO RIO PRETO;SP 3539905;MARAVILHA;SC;988 km;988003;12 horas 58 minutos;46674;OK
SP;POMPÉIA;MARÍLIA;SP 3540002;MARAVILHA;SC;846 km;845528;11 horas 23 minutos;40951;OK
SP;PONGAÍ;BAURU;SP 3540101;MARAVILHA;SC;905 km;905000;12 horas 1 minuto;43287;OK
SP;PONTAL;RIBEIRÃO PRETO;SP 3540200;MARAVILHA;SC;1.087 km;1087286;14 horas 1 minuto;50485;OK
SP;PONTALINDA;SÃO J. DO RIO PRETO;SP 3540259;MARAVILHA;SC;975 km;974582;12 horas 51 minutos;46261;OK
SP;PONTES GESTAL;SÃO J. DO RIO PRETO;SP 3540309;MARAVILHA;SC;1.046 km;1045865;13 horas 36 minutos;48987;OK
SP;POPULINA;SÃO J. DO RIO PRETO;SP 3540408;MARAVILHA;SC;1.043 km;1042627;13 horas 37 minutos;49039;OK
SP;PORANGABA;ITAPETININGA;SP 3540507;MARAVILHA;SC;862 km;861961;12 horas 4 minutos;43427;OK
SP;PORTO FELIZ;MACRO MET. PAULISTA;SP 3540606;MARAVILHA;SC;887 km;887239;12 horas 9 minutos;43737;OK
SP;PORTO FERREIRA;CAMPINAS;SP 3540705;MARAVILHA;SC;1.051 km;1050872;13 horas 51 minutos;49872;OK
SP;POTIM;VALE DO PARAÍBA;SP 3540754;MARAVILHA;SC;1.118 km;1118387;14 horas 47 minutos;53220;OK
SP;POTIRENDABA;SÃO J. DO RIO PRETO;SP 3540804;MARAVILHA;SC;990 km;989567;13 horas 8 minutos;47267;OK
SP;PRACINHA;PRESIDENTE PRUDENTE;SP 3540853;MARAVILHA;SC;780 km;780455;10 horas 54 minutos;39252;OK
SP;PRADÓPOLIS;RIBEIRÃO PRETO;SP 3540903;MARAVILHA;SC;1.052 km;1052419;13 horas 38 minutos;49064;OK
SP;PRAIA GRANDE;BAIXADA SANTISTA;SP 3541000;MARAVILHA;SC;922 km;921786;12 horas 23 minutos;44598;OK
SP;PRATÂNIA;BAURU;SP 3541059;MARAVILHA;SC;820 km;820357;11 horas 39 minutos;41957;OK
SP;PRESIDENTE ALVES;BAURU;SP 3541109;MARAVILHA;SC;910 km;910016;12 horas 11 minutos;43848;OK
SP;PRESIDENTE BERNARDES;PRESIDENTE PRUDENTE;SP 3541208;MARAVILHA;SC;743 km;743192;10 horas 14 minutos;36864;OK
SP;PRESIDENTE EPITÁCIO;PRESIDENTE PRUDENTE;SP 3541307;MARAVILHA;SC;800 km;800235;10 horas 48 minutos;38907;OK
SP;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;SP 3541406;MARAVILHA;SC;725 km;725246;10 horas 3 minutos;36195;OK
SP;PRESIDENTE VENCESLAU;PRESIDENTE PRUDENTE;SP 3541505;MARAVILHA;SC;768 km;767633;10 horas 26 minutos;37562;OK
SP;PROMISSÃO;BAURU;SP 3541604;MARAVILHA;SC;906 km;906215;12 horas 10 minutos;43797;OK
SP;QUADRA;ITAPETININGA;SP 3541653;MARAVILHA;SC;855 km;855330;11 horas 48 minutos;42480;OK
SP;QUATÁ;ASSIS;SP 3541703;MARAVILHA;SC;793 km;792933;10 horas 44 minutos;38640;OK
SP;QUEIROZ;MARÍLIA;SP 3541802;MARAVILHA;SC;863 km;862700;11 horas 43 minutos;42159;OK
SP;QUELUZ;VALE DO PARAÍBA;SP 3541901;MARAVILHA;SC;1.184 km;1183792;15 horas 36 minutos;56163;OK
SP;QUINTANA;MARÍLIA;SP 3542008;MARAVILHA;SC;832 km;832415;11 horas 13 minutos;40389;OK
SP;RAFARD;PIRACICABA;SP 3542107;MARAVILHA;SC;898 km;897522;12 horas 15 minutos;44096;OK
SP;RANCHARIA;PRESIDENTE PRUDENTE;SP 3542206;MARAVILHA;SC;764 km;763859;10 horas 37 minutos;38195;OK
SP;REDENÇÃO DA SERRA;VALE DO PARAÍBA;SP 3542305;MARAVILHA;SC;1.108 km;1108080;14 horas 44 minutos;53055;OK
SP;REGENTE FEIJÓ;PRESIDENTE PRUDENTE;SP 3542404;MARAVILHA;SC;726 km;726313;10 horas 0 minutos;36012;OK
SP;REGINÓPOLIS;BAURU;SP 3542503;MARAVILHA;SC;923 km;923203;12 horas 22 minutos;44521;OK
SP;REGISTRO;LITORAL SUL PAULISTA;SP 3542602;MARAVILHA;SC;764 km;763777;10 horas 18 minutos;37057;OK
SP;RESTINGA;RIBEIRÃO PRETO;SP 3542701;MARAVILHA;SC;1.162 km;1161775;14 horas 53 minutos;53589;OK
SP;RIBEIRA;ITAPETININGA;SP 3542800;MARAVILHA;SC;668 km;668093;10 horas 16 minutos;36958;OK
SP;RIBEIRÃO BONITO;ARARAQUARA;SP 3542909;MARAVILHA;SC;967 km;966601;12 horas 56 minutos;46574;OK
SP;RIBEIRÃO BRANCO;ITAPETININGA;SP 3543006;MARAVILHA;SC;713 km;712933;10 horas 15 minutos;36879;OK
SP;RIBEIRÃO CORRENTE;RIBEIRÃO PRETO;SP 3543105;MARAVILHA;SC;1.193 km;1193451;15 horas 17 minutos;55039;OK
SP;RIBEIRÃO DO SUL;ASSIS;SP 3543204;MARAVILHA;SC;761 km;761109;10 horas 38 minutos;38252;OK
SP;RIBEIRÃO DOS ÍNDIOS;PRESIDENTE PRUDENTE;SP 3543238;MARAVILHA;SC;769 km;768547;10 horas 44 minutos;38667;OK
SP;RIBEIRÃO GRANDE;ITAPETININGA;SP 3543253;MARAVILHA;SC;772 km;771642;11 horas 26 minutos;41177;OK
SP;RIBEIRÃO PIRES;METROP. DE SÃO PAULO;SP 3543303;MARAVILHA;SC;986 km;986052;13 horas 13 minutos;47588;OK
SP;RIBEIRÃO PRETO;RIBEIRÃO PRETO;SP 3543402;MARAVILHA;SC;1.080 km;1080331;13 horas 57 minutos;50206;OK
SP;RIFAINA;RIBEIRÃO PRETO;SP 3543600;MARAVILHA;SC;1.234 km;1234244;15 horas 37 minutos;56209;OK
SP;RINCÃO;ARARAQUARA;SP 3543709;MARAVILHA;SC;1.016 km;1015700;13 horas 31 minutos;48682;OK
SP;RINÓPOLIS;PRESIDENTE PRUDENTE;SP 3543808;MARAVILHA;SC;816 km;815930;11 horas 4 minutos;39834;OK
SP;RIO CLARO;PIRACICABA;SP 3543907;MARAVILHA;SC;965 km;965416;13 horas 5 minutos;47086;OK
SP;RIO DAS PEDRAS;PIRACICABA;SP 3544004;MARAVILHA;SC;916 km;916292;12 horas 27 minutos;44827;OK
SP;RIO GRANDE DA SERRA;METROP. DE SÃO PAULO;SP 3544103;MARAVILHA;SC;989 km;989272;13 horas 22 minutos;48096;OK
SP;RIOLÂNDIA;SÃO J. DO RIO PRETO;SP 3544202;MARAVILHA;SC;1.059 km;1059345;13 horas 45 minutos;49503;OK
SP;RIVERSUL;ITAPETININGA;SP 3543501;MARAVILHA;SC;664 km;663525;9 horas 34 minutos;34457;OK
SP;ROSANA;PRESIDENTE PRUDENTE;SP 3544251;MARAVILHA;SC;642 km;641655;9 horas 34 minutos;34453;OK
SP;ROSEIRA;VALE DO PARAÍBA;SP 3544301;MARAVILHA;SC;1.114 km;1114340;14 horas 54 minutos;53612;OK
SP;RUBIÁCEA;ARAÇATUBA;SP 3544400;MARAVILHA;SC;869 km;869107;11 horas 47 minutos;42396;OK
SP;RUBINÉIA;SÃO J. DO RIO PRETO;SP 3544509;MARAVILHA;SC;1.022 km;1022170;13 horas 19 minutos;47916;OK
SP;SABINO;BAURU;SP 3544608;MARAVILHA;SC;918 km;917996;12 horas 17 minutos;44246;OK
SP;SAGRES;PRESIDENTE PRUDENTE;SP 3544707;MARAVILHA;SC;784 km;784150;10 horas 41 minutos;38470;OK
SP;SALES;SÃO J. DO RIO PRETO;SP 3544806;MARAVILHA;SC;989 km;989269;13 horas 2 minutos;46894;OK
SP;SALES OLIVEIRA;RIBEIRÃO PRETO;SP 3544905;MARAVILHA;SC;1.123 km;1122842;14 horas 27 minutos;52008;OK
SP;SALESÓPOLIS;METROP. DE SÃO PAULO;SP 3545001;MARAVILHA;SC;1.050 km;1050204;14 horas 19 minutos;51538;OK
SP;SALMOURÃO;PRESIDENTE PRUDENTE;SP 3545100;MARAVILHA;SC;835 km;834882;11 horas 20 minutos;40803;OK
SP;SALTINHO;PIRACICABA;SP 3545159;MARAVILHA;SC;901 km;900916;12 horas 23 minutos;44566;OK
SP;SALTO;MACRO MET. PAULISTA;SP 3545209;MARAVILHA;SC;911 km;910995;12 horas 22 minutos;44509;OK
SP;SALTO DE PIRAPORA;MACRO MET. PAULISTA;SP 3545308;MARAVILHA;SC;846 km;846040;11 horas 48 minutos;42509;OK
SP;SALTO GRANDE;ASSIS;SP 3545407;MARAVILHA;SC;755 km;754722;10 horas 32 minutos;37929;OK
SP;SANDOVALINA;PRESIDENTE PRUDENTE;SP 3545506;MARAVILHA;SC;692 km;691788;9 horas 34 minutos;34410;OK
SP;SANTA ADÉLIA;SÃO J. DO RIO PRETO;SP 3545605;MARAVILHA;SC;1.008 km;1007905;13 horas 17 minutos;47816;OK
SP;SANTA ALBERTINA;SÃO J. DO RIO PRETO;SP 3545704;MARAVILHA;SC;1.034 km;1034000;13 horas 34 minutos;48865;OK
SP;SANTA BÁRBARA D'OESTE;CAMPINAS;SP 3545803;MARAVILHA;SC;937 km;937331;12 horas 46 minutos;45980;OK
SP;SANTA BRANCA;VALE DO PARAÍBA;SP 3546009;MARAVILHA;SC;1.041 km;1041319;13 horas 51 minutos;49845;OK
SP;SANTA CLARA D'OESTE;SÃO J. DO RIO PRETO;SP 3546108;MARAVILHA;SC;1.022 km;1022413;13 horas 14 minutos;47643;OK
SP;SANTA CRUZ DA CONCEIÇÃO;PIRACICABA;SP 3546207;MARAVILHA;SC;1.012 km;1012385;13 horas 34 minutos;48836;OK
SP;SANTA CRUZ DA ESPERANÇA;RIBEIRÃO PRETO;SP 3546256;MARAVILHA;SC;1.100 km;1100227;14 horas 19 minutos;51551;OK
SP;SANTA CRUZ DAS PALMEIRAS;CAMPINAS;SP 3546306;MARAVILHA;SC;1.079 km;1078951;14 horas 9 minutos;50942;OK
SP;SANTA CRUZ DO RIO PARDO;ASSIS;SP 3546405;MARAVILHA;SC;783 km;783304;10 horas 56 minutos;39360;OK
SP;SANTA ERNESTINA;RIBEIRÃO PRETO;SP 3546504;MARAVILHA;SC;1.014 km;1014150;13 horas 19 minutos;47917;OK
SP;SANTA FÉ DO SUL;SÃO J. DO RIO PRETO;SP 3546603;MARAVILHA;SC;1.004 km;1003713;13 horas 2 minutos;46897;OK
SP;SANTA GERTRUDES;PIRACICABA;SP 3546702;MARAVILHA;SC;968 km;967803;13 horas 6 minutos;47134;OK
SP;SANTA ISABEL;METROP. DE SÃO PAULO;SP 3546801;MARAVILHA;SC;1.004 km;1004183;13 horas 26 minutos;48366;OK
SP;SANTA LÚCIA;ARARAQUARA;SP 3546900;MARAVILHA;SC;1.005 km;1004692;13 horas 29 minutos;48568;OK
SP;SANTA MARIA DA SERRA;PIRACICABA;SP 3547007;MARAVILHA;SC;896 km;895689;12 horas 36 minutos;45368;OK
SP;SANTA MERCEDES;PRESIDENTE PRUDENTE;SP 3547106;MARAVILHA;SC;840 km;840412;11 horas 10 minutos;40195;OK
SP;SANTA RITA DO PASSA QUATRO;RIBEIRÃO PRETO;SP 3547502;MARAVILHA;SC;1.075 km;1075302;14 horas 17 minutos;51413;OK
SP;SANTA RITA D'OESTE;SÃO J. DO RIO PRETO;SP 3547403;MARAVILHA;SC;1.016 km;1015919;13 horas 14 minutos;47617;OK
SP;SANTA ROSA DE VITERBO;RIBEIRÃO PRETO;SP 3547601;MARAVILHA;SC;1.092 km;1092442;14 horas 22 minutos;51728;OK
SP;SANTA SALETE;SÃO J. DO RIO PRETO;SP 3547650;MARAVILHA;SC;1.032 km;1031591;13 horas 24 minutos;48260;OK
SP;SANTANA DA PONTE PENSA;SÃO J. DO RIO PRETO;SP 3547205;MARAVILHA;SC;1.021 km;1021440;13 horas 18 minutos;47876;OK
SP;SANTANA DE PARNAÍBA;METROP. DE SÃO PAULO;SP 3547304;MARAVILHA;SC;948 km;948434;12 horas 49 minutos;46124;OK
SP;SANTO ANASTÁCIO;PRESIDENTE PRUDENTE;SP 3547700;MARAVILHA;SC;752 km;752125;10 horas 21 minutos;37236;OK
SP;SANTO ANDRÉ;METROP. DE SÃO PAULO;SP 3547809;MARAVILHA;SC;976 km;976000;13 horas 3 minutos;46957;OK
SP;SANTO ANTÔNIO DA ALEGRIA;RIBEIRÃO PRETO;SP 3547908;MARAVILHA;SC;1.141 km;1141342;14 horas 56 minutos;53740;OK
SP;SANTO ANTÔNIO DE POSSE;CAMPINAS;SP 3548005;MARAVILHA;SC;1.006 km;1006158;13 horas 26 minutos;48360;OK
SP;SANTO ANTÔNIO DO ARACANGUÁ;ARAÇATUBA;SP 3548054;MARAVILHA;SC;935 km;935160;12 horas 33 minutos;45205;OK
SP;SANTO ANTÔNIO DO JARDIM;CAMPINAS;SP 3548104;MARAVILHA;SC;1.070 km;1070166;14 horas 5 minutos;50728;OK
SP;SANTO ANTÔNIO DO PINHAL;VALE DO PARAÍBA;SP 3548203;MARAVILHA;SC;1.125 km;1124606;14 horas 55 minutos;53728;OK
SP;SANTO EXPEDITO;PRESIDENTE PRUDENTE;SP 3548302;MARAVILHA;SC;763 km;763428;10 horas 30 minutos;37793;OK
SP;SANTÓPOLIS DO AGUAPEÍ;ARAÇATUBA;SP 3548401;MARAVILHA;SC;839 km;838746;11 horas 17 minutos;40622;OK
SP;SANTOS;BAIXADA SANTISTA;SP 3548500;MARAVILHA;SC;944 km;944153;12 horas 48 minutos;46096;OK
SP;SÃO BENTO DO SAPUCAÍ;VALE DO PARAÍBA;SP 3548609;MARAVILHA;SC;1.146 km;1145936;15 horas 18 minutos;55095;OK
SP;SÃO BERNARDO DO CAMPO;METROP. DE SÃO PAULO;SP 3548708;MARAVILHA;SC;973 km;973408;12 horas 58 minutos;46673;OK
SP;SÃO CAETANO DO SUL;METROP. DE SÃO PAULO;SP 3548807;MARAVILHA;SC;981 km;980760;13 horas 9 minutos;47336;OK
SP;SÃO CARLOS;ARARAQUARA;SP 3548906;MARAVILHA;SC;1.003 km;1003125;13 horas 25 minutos;48315;OK
SP;SÃO FRANCISCO;SÃO J. DO RIO PRETO;SP 3549003;MARAVILHA;SC;1.000 km;999962;13 horas 6 minutos;47138;OK
SP;SÃO JOÃO DA BOA VISTA;CAMPINAS;SP 3549102;MARAVILHA;SC;1.084 km;1084301;14 horas 15 minutos;51322;OK
SP;SÃO JOÃO DAS DUAS PONTES;SÃO J. DO RIO PRETO;SP 3549201;MARAVILHA;SC;1.003 km;1002677;13 horas 20 minutos;48025;OK
SP;SÃO JOÃO DE IRACEMA;SÃO J. DO RIO PRETO;SP 3549250;MARAVILHA;SC;981 km;980637;12 horas 56 minutos;46581;OK
SP;SÃO JOÃO DO PAU D'ALHO;PRESIDENTE PRUDENTE;SP 3549300;MARAVILHA;SC;851 km;850802;11 horas 28 minutos;41258;OK
SP;SÃO JOAQUIM DA BARRA;RIBEIRÃO PRETO;SP 3549409;MARAVILHA;SC;1.148 km;1148042;14 horas 39 minutos;52715;OK
SP;SÃO JOSÉ DA BELA VISTA;RIBEIRÃO PRETO;SP 3549508;MARAVILHA;SC;1.157 km;1156929;14 horas 45 minutos;53113;OK
SP;SÃO JOSÉ DO BARREIRO;VALE DO PARAÍBA;SP 3549607;MARAVILHA;SC;1.213 km;1212836;16 horas 2 minutos;57726;OK
SP;SÃO JOSÉ DO RIO PARDO;CAMPINAS;SP 3549706;MARAVILHA;SC;1.122 km;1122006;14 horas 41 minutos;52862;OK
SP;SÃO JOSÉ DO RIO PRETO;SÃO J. DO RIO PRETO;SP 3549805;MARAVILHA;SC;993 km;993385;13 horas 12 minutos;47501;OK
SP;SÃO JOSÉ DOS CAMPOS;VALE DO PARAÍBA;SP 3549904;MARAVILHA;SC;1.035 km;1034525;13 horas 44 minutos;49410;OK
SP;SÃO LOURENÇO DA SERRA;METROP. DE SÃO PAULO;SP 3549953;MARAVILHA;SC;886 km;886477;11 horas 50 minutos;42591;OK
SP;SÃO LUÍS DO PARAITINGA;VALE DO PARAÍBA;SP 3550001;MARAVILHA;SC;1.118 km;1117731;14 horas 54 minutos;53612;OK
SP;SÃO MANUEL;BAURU;SP 3550100;MARAVILHA;SC;838 km;837927;11 horas 55 minutos;42877;OK
SP;SÃO MIGUEL ARCANJO;MACRO MET. PAULISTA;SP 3550209;MARAVILHA;SC;787 km;786541;11 horas 4 minutos;39831;OK
SP;SÃO PAULO;METROP. DE SÃO PAULO;SP 3550308;MARAVILHA;SC;954 km;954012;12 horas 55 minutos;46510;OK
SP;SÃO PEDRO;PIRACICABA;SP 3550407;MARAVILHA;SC;932 km;932336;13 horas 22 minutos;48105;OK
SP;SÃO PEDRO DO TURVO;ASSIS;SP 3550506;MARAVILHA;SC;775 km;774729;11 horas 0 minutos;39604;OK
SP;SÃO ROQUE;MACRO MET. PAULISTA;SP 3550605;MARAVILHA;SC;902 km;902282;12 horas 22 minutos;44506;OK
SP;SÃO SEBASTIÃO;VALE DO PARAÍBA;SP 3550704;MARAVILHA;SC;1.073 km;1073006;15 horas 8 minutos;54476;OK
SP;SÃO SEBASTIÃO DA GRAMA;CAMPINAS;SP 3550803;MARAVILHA;SC;1.116 km;1115805;14 horas 37 minutos;52642;OK
SP;SÃO SIMÃO;RIBEIRÃO PRETO;SP 3550902;MARAVILHA;SC;1.072 km;1071844;14 horas 5 minutos;50677;OK
SP;SÃO VICENTE;BAIXADA SANTISTA;SP 3551009;MARAVILHA;SC;927 km;926503;12 horas 29 minutos;44969;OK
SP;SARAPUÍ;MACRO MET. PAULISTA;SP 3551108;MARAVILHA;SC;836 km;836496;11 horas 38 minutos;41888;OK
SP;SARUTAIÁ;ASSIS;SP 3551207;MARAVILHA;SC;755 km;754634;10 horas 42 minutos;38528;OK
SP;SEBASTIANÓPOLIS DO SUL;SÃO J. DO RIO PRETO;SP 3551306;MARAVILHA;SC;983 km;983154;13 horas 2 minutos;46923;OK
SP;SERRA AZUL;RIBEIRÃO PRETO;SP 3551405;MARAVILHA;SC;1.079 km;1079203;14 horas 15 minutos;51274;OK
SP;SERRA NEGRA;CAMPINAS;SP 3551603;MARAVILHA;SC;1.062 km;1062252;14 horas 12 minutos;51098;OK
SP;SERRANA;RIBEIRÃO PRETO;SP 3551504;MARAVILHA;SC;1.076 km;1075854;14 horas 4 minutos;50639;OK
SP;SERTÃOZINHO;RIBEIRÃO PRETO;SP 3551702;MARAVILHA;SC;1.064 km;1064481;13 horas 46 minutos;49556;OK
SP;SETE BARRAS;LITORAL SUL PAULISTA;SP 3551801;MARAVILHA;SC;771 km;771062;10 horas 28 minutos;37650;OK
SP;SEVERÍNIA;SÃO J. DO RIO PRETO;SP 3551900;MARAVILHA;SC;1.059 km;1058905;13 horas 54 minutos;50014;OK
SP;SILVEIRAS;VALE DO PARAÍBA;SP 3552007;MARAVILHA;SC;1.176 km;1175618;15 horas 37 minutos;56214;OK
SP;SOCORRO;CAMPINAS;SP 3552106;MARAVILHA;SC;1.075 km;1075257;14 horas 26 minutos;51956;OK
SP;SOROCABA;MACRO MET. PAULISTA;SP 3552205;MARAVILHA;SC;869 km;869065;11 horas 57 minutos;43013;OK
SP;SUD MENNUCCI;ARAÇATUBA;SP 3552304;MARAVILHA;SC;961 km;960877;12 horas 40 minutos;45593;OK
SP;SUMARÉ;CAMPINAS;SP 3552403;MARAVILHA;SC;940 km;939522;13 horas 2 minutos;46917;OK
SP;SUZANÁPOLIS;ARAÇATUBA;SP 3552551;MARAVILHA;SC;968 km;968361;12 horas 53 minutos;46351;OK
SP;SUZANO;METROP. DE SÃO PAULO;SP 3552502;MARAVILHA;SC;998 km;997611;13 horas 32 minutos;48748;OK
SP;TABAPUÃ;SÃO J. DO RIO PRETO;SP 3552601;MARAVILHA;SC;1.029 km;1028933;13 horas 31 minutos;48632;OK
SP;TABATINGA;ARARAQUARA;SP 3552700;MARAVILHA;SC;977 km;976992;13 horas 10 minutos;47425;OK
SP;TABOÃO DA SERRA;METROP. DE SÃO PAULO;SP 3552809;MARAVILHA;SC;921 km;921208;12 horas 19 minutos;44348;OK
SP;TACIBA;PRESIDENTE PRUDENTE;SP 3552908;MARAVILHA;SC;701 km;700575;9 horas 52 minutos;35502;OK
SP;TAGUAÍ;ASSIS;SP 3553005;MARAVILHA;SC;735 km;734799;10 horas 28 minutos;37659;OK
SP;TAIAÇU;RIBEIRÃO PRETO;SP 3553104;MARAVILHA;SC;1.051 km;1050613;13 horas 44 minutos;49413;OK
