uf_destino;cidade;macro_regiao;dfiscal;origem;uf_origem;distancia_txt;dist_value;duracao_txt;duracao_value;Status
RS;FLORES DA CUNHA;NORDESTE RS;RS 4308201;BELA VISTA DE GOIÁS;GO;1.696 km;1695937;22 horas 16 minutos;80137;OK
RS;GARIBALDI;NORDESTE RS;RS 4308607;BELA VISTA DE GOIÁS;GO;1.759 km;1758972;23 horas 19 minutos;83940;OK
RS;MONTE BELO DO SUL;NORDESTE RS;RS 4312385;BELA VISTA DE GOIÁS;GO;1.770 km;1769782;23 horas 33 minutos;84751;OK
RS;NOVA PÁDUA;NORDESTE RS;RS 4313086;BELA VISTA DE GOIÁS;GO;1.710 km;1710036;22 horas 34 minutos;81219;OK
RS;NOVA ROMA DO SUL;NORDESTE RS;RS 4313359;BELA VISTA DE GOIÁS;GO;1.693 km;1692687;22 horas 32 minutos;81117;OK
RS;PINTO BANDEIRA;NORDESTE RS;RS 4314548;BELA VISTA DE GOIÁS;GO;;;;;
RS;SANTA TEREZA;NORDESTE RS;RS 4317251;BELA VISTA DE GOIÁS;GO;1.770 km;1769578;23 horas 38 minutos;85069;OK
RS;SÃO MARCOS;NORDESTE RS;RS 4319000;BELA VISTA DE GOIÁS;GO;1.678 km;1678142;22 horas 5 minutos;79472;OK
RS;VERANÓPOLIS;NORDESTE RS;RS 4322806;BELA VISTA DE GOIÁS;GO;1.709 km;1709045;22 horas 53 minutos;82362;OK
RS;VILA FLORES;NORDESTE RS;RS 4323309;BELA VISTA DE GOIÁS;GO;1.700 km;1699615;22 horas 45 minutos;81913;OK
RS;CAPÃO DO CIPÓ;CENTRO OCIDENTAL RS;RS 4304655;BELA VISTA DE GOIÁS;GO;1.910 km;1909992;1 dia 1 hora;89624;OK
RS;ITACURUBI;CENTRO OCIDENTAL RS;RS 4310553;BELA VISTA DE GOIÁS;GO;1.965 km;1964732;1 dia 2 horas;93254;OK
RS;JARI;CENTRO OCIDENTAL RS;RS 4311130;BELA VISTA DE GOIÁS;GO;1.912 km;1911936;1 dia 1 hora;91158;OK
RS;JÚLIO DE CASTILHOS;CENTRO OCIDENTAL RS;RS 4311205;BELA VISTA DE GOIÁS;GO;1.844 km;1844455;23 horas 46 minutos;85563;OK
RS;PINHAL GRANDE;CENTRO OCIDENTAL RS;RS 4314472;BELA VISTA DE GOIÁS;GO;1.800 km;1800212;1 dia 0 horas;86843;OK
RS;QUEVEDOS;CENTRO OCIDENTAL RS;RS 4315321;BELA VISTA DE GOIÁS;GO;1.884 km;1883981;1 dia 1 hora;88551;OK
RS;SANTIAGO;CENTRO OCIDENTAL RS;RS 4317400;BELA VISTA DE GOIÁS;GO;1.948 km;1948278;1 dia 1 hora;91375;OK
RS;TUPANCIRETÃ;CENTRO OCIDENTAL RS;RS 4322202;BELA VISTA DE GOIÁS;GO;1.862 km;1861697;1 dia 0 horas;86978;OK
RS;UNISTALDA;CENTRO OCIDENTAL RS;RS 4322376;BELA VISTA DE GOIÁS;GO;1.988 km;1988442;1 dia 2 horas;93801;OK
RS;CACEQUI;CENTRO OCIDENTAL RS;RS 4302907;BELA VISTA DE GOIÁS;GO;2.024 km;2024083;1 dia 2 horas;94149;OK
RS;DILERMANDO DE AGUIAR;CENTRO OCIDENTAL RS;RS 4306379;BELA VISTA DE GOIÁS;GO;1.952 km;1952110;1 dia 1 hora;90705;OK
RS;ITAARA;CENTRO OCIDENTAL RS;RS 4310538;BELA VISTA DE GOIÁS;GO;1.888 km;1888391;1 dia 0 horas;87296;OK
RS;JAGUARI;CENTRO OCIDENTAL RS;RS 4311106;BELA VISTA DE GOIÁS;GO;1.995 km;1995449;1 dia 2 horas;93782;OK
RS;MATA;CENTRO OCIDENTAL RS;RS 4312104;BELA VISTA DE GOIÁS;GO;1.995 km;1994627;1 dia 2 horas;93253;OK
RS;NOVA ESPERANÇA DO SUL;CENTRO OCIDENTAL RS;RS 4313037;BELA VISTA DE GOIÁS;GO;1.981 km;1980594;1 dia 2 horas;93021;OK
RS;SANTA MARIA;CENTRO OCIDENTAL RS;RS 4316907;BELA VISTA DE GOIÁS;GO;1.903 km;1902728;1 dia 1 hora;88777;OK
RS;SÃO MARTINHO DA SERRA;CENTRO OCIDENTAL RS;RS 4319125;BELA VISTA DE GOIÁS;GO;1.894 km;1894135;1 dia 1 hora;88536;OK
RS;SÃO PEDRO DO SUL;CENTRO OCIDENTAL RS;RS 4319406;BELA VISTA DE GOIÁS;GO;1.946 km;1945789;1 dia 1 hora;90731;OK
RS;SÃO SEPÉ;CENTRO OCIDENTAL RS;RS 4319604;BELA VISTA DE GOIÁS;GO;1.964 km;1963555;1 dia 1 hora;91227;OK
RS;SÃO VICENTE DO SUL;CENTRO OCIDENTAL RS;RS 4319802;BELA VISTA DE GOIÁS;GO;1.997 km;1997164;1 dia 2 horas;92830;OK
RS;TOROPI;CENTRO OCIDENTAL RS;RS 4321493;BELA VISTA DE GOIÁS;GO;1.916 km;1916242;1 dia 1 hora;91745;OK
RS;VILA NOVA DO SUL;CENTRO OCIDENTAL RS;RS 4323457;BELA VISTA DE GOIÁS;GO;2.027 km;2027043;1 dia 2 horas;94048;OK
RS;AGUDO;CENTRO OCIDENTAL RS;RS 4300109;BELA VISTA DE GOIÁS;GO;1.895 km;1895400;1 dia 1 hora;89455;OK
RS;DONA FRANCISCA;CENTRO OCIDENTAL RS;RS 4306700;BELA VISTA DE GOIÁS;GO;1.837 km;1837349;1 dia 1 hora;90651;OK
RS;FAXINAL DO SOTURNO;CENTRO OCIDENTAL RS;RS 4308003;BELA VISTA DE GOIÁS;GO;1.916 km;1916161;1 dia 1 hora;90119;OK
RS;FORMIGUEIRO;CENTRO OCIDENTAL RS;RS 4308409;BELA VISTA DE GOIÁS;GO;1.932 km;1932182;1 dia 2 horas;91831;OK
RS;IVORÁ;CENTRO OCIDENTAL RS;RS 4310751;BELA VISTA DE GOIÁS;GO;1.893 km;1893085;1 dia 0 horas;88046;OK
RS;NOVA PALMA;CENTRO OCIDENTAL RS;RS 4313102;BELA VISTA DE GOIÁS;GO;1.886 km;1885657;1 dia 1 hora;88468;OK
RS;RESTINGA SECA;CENTRO OCIDENTAL RS;RS 4315503;BELA VISTA DE GOIÁS;GO;1.907 km;1906998;1 dia 1 hora;90081;OK
RS;SÃO JOÃO DO POLÊSINE;CENTRO OCIDENTAL RS;RS 4318432;BELA VISTA DE GOIÁS;GO;1.905 km;1904744;1 dia 1 hora;89452;OK
RS;SILVEIRA MARTINS;CENTRO OCIDENTAL RS;RS 4320651;BELA VISTA DE GOIÁS;GO;1.905 km;1904744;1 dia 1 hora;89452;OK
RS;ARROIO DO TIGRE;CENTRO ORIENTAL RS;RS 4301206;BELA VISTA DE GOIÁS;GO;1.796 km;1795847;23 horas 42 minutos;85348;OK
RS;CANDELÁRIA;CENTRO ORIENTAL RS;RS 4304200;BELA VISTA DE GOIÁS;GO;1.845 km;1845064;1 dia 0 horas;87558;OK
RS;ESTRELA VELHA;CENTRO ORIENTAL RS;RS 4307815;BELA VISTA DE GOIÁS;GO;1.776 km;1776418;23 horas 32 minutos;84694;OK
RS;GRAMADO XAVIER;CENTRO ORIENTAL RS;RS 4309159;BELA VISTA DE GOIÁS;GO;1.768 km;1768023;23 horas 21 minutos;84055;OK
RS;HERVEIRAS;CENTRO ORIENTAL RS;RS 4309571;BELA VISTA DE GOIÁS;GO;1.786 km;1786334;23 horas 30 minutos;84610;OK
RS;IBARAMA;CENTRO ORIENTAL RS;RS 4309753;BELA VISTA DE GOIÁS;GO;1.822 km;1821735;1 dia 0 horas;87127;OK
RS;LAGOA BONITA DO SUL;CENTRO ORIENTAL RS;RS 4311239;BELA VISTA DE GOIÁS;GO;1.829 km;1828568;1 dia 0 horas;87540;OK
RS;MATO LEITÃO;CENTRO ORIENTAL RS;RS 4312153;BELA VISTA DE GOIÁS;GO;1.810 km;1810474;23 horas 58 minutos;86257;OK
RS;PASSA SETE;CENTRO ORIENTAL RS;RS 4314068;BELA VISTA DE GOIÁS;GO;1.815 km;1815101;23 horas 57 minutos;86204;OK
RS;SANTA CRUZ DO SUL;CENTRO ORIENTAL RS;RS 4316808;BELA VISTA DE GOIÁS;GO;1.831 km;1831123;1 dia 0 horas;86651;OK
RS;SEGREDO;CENTRO ORIENTAL RS;RS 4320263;BELA VISTA DE GOIÁS;GO;1.775 km;1775302;1 dia 0 horas;86412;OK
RS;SINIMBU;CENTRO ORIENTAL RS;RS 4320677;BELA VISTA DE GOIÁS;GO;1.785 km;1784524;23 horas 54 minutos;86064;OK
RS;SOBRADINHO;CENTRO ORIENTAL RS;RS 4320701;BELA VISTA DE GOIÁS;GO;1.806 km;1806450;23 horas 52 minutos;85898;OK
RS;VALE DO SOL;CENTRO ORIENTAL RS;RS 4322533;BELA VISTA DE GOIÁS;GO;1.807 km;1807378;23 horas 47 minutos;85633;OK
RS;VENÂNCIO AIRES;CENTRO ORIENTAL RS;RS 4322608;BELA VISTA DE GOIÁS;GO;1.820 km;1819517;1 dia 0 horas;86681;OK
RS;VERA CRUZ;CENTRO ORIENTAL RS;RS 4322707;BELA VISTA DE GOIÁS;GO;1.818 km;1817741;23 horas 50 minutos;85815;OK
RS;ARROIO DO MEIO;CENTRO ORIENTAL RS;RS 4301008;BELA VISTA DE GOIÁS;GO;1.792 km;1792072;23 horas 47 minutos;85643;OK
RS;BOM RETIRO DO SUL;CENTRO ORIENTAL RS;RS 4302402;BELA VISTA DE GOIÁS;GO;1.812 km;1812024;23 horas 56 minutos;86148;OK
RS;BOQUEIRÃO DO LEÃO;CENTRO ORIENTAL RS;RS 4302451;BELA VISTA DE GOIÁS;GO;1.769 km;1769305;23 horas 43 minutos;85388;OK
RS;CANUDOS DO VALE;CENTRO ORIENTAL RS;RS 4304614;BELA VISTA DE GOIÁS;GO;1.779 km;1778988;23 horas 50 minutos;85793;OK
RS;CAPITÃO;CENTRO ORIENTAL RS;RS 4304697;BELA VISTA DE GOIÁS;GO;1.781 km;1781378;23 horas 42 minutos;85347;OK
RS;COLINAS;CENTRO ORIENTAL RS;RS 4305587;BELA VISTA DE GOIÁS;GO;1.789 km;1789321;23 horas 50 minutos;85811;OK
RS;COQUEIRO BAIXO;CENTRO ORIENTAL RS;RS 4305835;BELA VISTA DE GOIÁS;GO;1.767 km;1766740;23 horas 39 minutos;85153;OK
RS;CRUZEIRO DO SUL;CENTRO ORIENTAL RS;RS 4306205;BELA VISTA DE GOIÁS;GO;1.797 km;1797357;23 horas 43 minutos;85387;OK
RS;DOUTOR RICARDO;CENTRO ORIENTAL RS;RS 4306759;BELA VISTA DE GOIÁS;GO;1.769 km;1769282;23 horas 28 minutos;84461;OK
RS;ENCANTADO;CENTRO ORIENTAL RS;RS 4306809;BELA VISTA DE GOIÁS;GO;1.770 km;1769682;23 horas 26 minutos;84364;OK
RS;ESTRELA;CENTRO ORIENTAL RS;RS 4307807;BELA VISTA DE GOIÁS;GO;1.797 km;1796714;23 horas 42 minutos;85339;OK
RS;FAZENDA VILANOVA;CENTRO ORIENTAL RS;RS 4308078;BELA VISTA DE GOIÁS;GO;1.816 km;1815642;23 horas 57 minutos;86217;OK
RS;FORQUETINHA;CENTRO ORIENTAL RS;RS 4308433;BELA VISTA DE GOIÁS;GO;1.792 km;1791729;23 horas 41 minutos;85254;OK
RS;IMIGRANTE;CENTRO ORIENTAL RS;RS 4310363;BELA VISTA DE GOIÁS;GO;1.794 km;1793811;23 horas 48 minutos;85693;OK
RS;LAJEADO;CENTRO ORIENTAL RS;RS 4311403;BELA VISTA DE GOIÁS;GO;1.791 km;1791192;23 horas 38 minutos;85085;OK
RS;MARQUES DE SOUZA;CENTRO ORIENTAL RS;RS 4312054;BELA VISTA DE GOIÁS;GO;1.765 km;1765469;23 horas 21 minutos;84035;OK
RS;MUÇUM;CENTRO ORIENTAL RS;RS 4312609;BELA VISTA DE GOIÁS;GO;1.764 km;1763973;23 horas 28 minutos;84466;OK
RS;NOVA BRÉSCIA;CENTRO ORIENTAL RS;RS 4313003;BELA VISTA DE GOIÁS;GO;1.783 km;1783445;23 horas 41 minutos;85274;OK
RS;PAVERAMA;CENTRO ORIENTAL RS;RS 4314159;BELA VISTA DE GOIÁS;GO;2.064 km;2063683;23 horas 52 minutos;85902;OK
RS;POUSO NOVO;CENTRO ORIENTAL RS;RS 4315131;BELA VISTA DE GOIÁS;GO;1.745 km;1745494;23 horas 1 minuto;82869;OK
RS;PROGRESSO;CENTRO ORIENTAL RS;RS 4315156;BELA VISTA DE GOIÁS;GO;1.782 km;1781984;23 horas 37 minutos;84990;OK
RS;RELVADO;CENTRO ORIENTAL RS;RS 4315453;BELA VISTA DE GOIÁS;GO;1.792 km;1792278;23 horas 50 minutos;85796;OK
RS;ROCA SALES;CENTRO ORIENTAL RS;RS 4315800;BELA VISTA DE GOIÁS;GO;1.780 km;1780105;23 horas 40 minutos;85210;OK
RS;SANTA CLARA DO SUL;CENTRO ORIENTAL RS;RS 4316758;BELA VISTA DE GOIÁS;GO;1.795 km;1795327;23 horas 49 minutos;85715;OK
RS;SÉRIO;CENTRO ORIENTAL RS;RS 4320453;BELA VISTA DE GOIÁS;GO;1.793 km;1793072;1 dia 0 horas;87583;OK
RS;TABAÍ;CENTRO ORIENTAL RS;RS 4320859;BELA VISTA DE GOIÁS;GO;2.049 km;2049237;23 horas 45 minutos;85496;OK
RS;TAQUARI;CENTRO ORIENTAL RS;RS 4321303;BELA VISTA DE GOIÁS;GO;2.068 km;2068153;23 horas 56 minutos;86166;OK
RS;TEUTÔNIA;CENTRO ORIENTAL RS;RS 4321451;BELA VISTA DE GOIÁS;GO;1.803 km;1802762;1 dia 0 horas;86487;OK
RS;TRAVESSEIRO;CENTRO ORIENTAL RS;RS 4321626;BELA VISTA DE GOIÁS;GO;1.777 km;1776637;23 horas 32 minutos;84691;OK
RS;VESPASIANO CORREA;CENTRO ORIENTAL RS;RS 4322855;BELA VISTA DE GOIÁS;GO;1.748 km;1748354;23 horas 11 minutos;83465;OK
RS;WESTFALIA;CENTRO ORIENTAL RS;RS 4323770;BELA VISTA DE GOIÁS;GO;1.796 km;1795666;23 horas 49 minutos;85753;OK
RS;CACHOEIRA DO SUL;CENTRO ORIENTAL RS;RS 4303004;BELA VISTA DE GOIÁS;GO;1.895 km;1894567;1 dia 1 hora;89618;OK
RS;CERRO BRANCO;CENTRO ORIENTAL RS;RS 4305132;BELA VISTA DE GOIÁS;GO;1.865 km;1864550;1 dia 1 hora;88214;OK
RS;NOVO CABRAIS;CENTRO ORIENTAL RS;RS 4313391;BELA VISTA DE GOIÁS;GO;1.860 km;1859864;1 dia 0 horas;87724;OK
RS;PANTANO GRANDE;CENTRO ORIENTAL RS;RS 4313953;BELA VISTA DE GOIÁS;GO;2.111 km;2111101;1 dia 1 hora;88301;OK
RS;PARAÍSO DO SUL;CENTRO ORIENTAL RS;RS 4314027;BELA VISTA DE GOIÁS;GO;1.879 km;1878784;1 dia 1 hora;88678;OK
RS;PASSO DO SOBRADO;CENTRO ORIENTAL RS;RS 4314076;BELA VISTA DE GOIÁS;GO;1.851 km;1850655;1 dia 0 horas;87548;OK
RS;RIO PARDO;CENTRO ORIENTAL RS;RS 4315701;BELA VISTA DE GOIÁS;GO;1.856 km;1855979;1 dia 0 horas;87589;OK
RS;ALTO FELIZ;METROP  PORTO ALEGRE;RS 4300570;BELA VISTA DE GOIÁS;GO;1.757 km;1757390;23 horas 29 minutos;84541;OK
RS;BARÃO;METROP  PORTO ALEGRE;RS 4301651;BELA VISTA DE GOIÁS;GO;1.776 km;1776119;23 horas 35 minutos;84899;OK
RS;BOM PRINCÍPIO;METROP  PORTO ALEGRE;RS 4302352;BELA VISTA DE GOIÁS;GO;1.767 km;1766824;23 horas 23 minutos;84150;OK
RS;BROCHIER;METROP  PORTO ALEGRE;RS 4302659;BELA VISTA DE GOIÁS;GO;2.054 km;2054128;23 horas 54 minutos;86053;OK
RS;CAPELA DE SANTANA;METROP  PORTO ALEGRE;RS 4304689;BELA VISTA DE GOIÁS;GO;2.020 km;2020297;23 horas 38 minutos;85051;OK
RS;FELIZ;METROP  PORTO ALEGRE;RS 4308102;BELA VISTA DE GOIÁS;GO;1.759 km;1759455;23 horas 28 minutos;84508;OK
RS;HARMONIA;METROP  PORTO ALEGRE;RS 4309555;BELA VISTA DE GOIÁS;GO;1.787 km;1786643;23 horas 44 minutos;85465;OK
RS;LINHA NOVA;METROP  PORTO ALEGRE;RS 4311643;BELA VISTA DE GOIÁS;GO;1.771 km;1770649;23 horas 42 minutos;85337;OK
RS;MARATÁ;METROP  PORTO ALEGRE;RS 4311791;BELA VISTA DE GOIÁS;GO;2.055 km;2054626;23 horas 54 minutos;86045;OK
RS;MONTENEGRO;METROP  PORTO ALEGRE;RS 4312401;BELA VISTA DE GOIÁS;GO;2.032 km;2032265;23 horas 29 minutos;84521;OK
RS;PARECI NOVO;METROP  PORTO ALEGRE;RS 4314035;BELA VISTA DE GOIÁS;GO;1.787 km;1787317;23 horas 43 minutos;85400;OK
RS;POÇO DAS ANTAS;METROP  PORTO ALEGRE;RS 4314753;BELA VISTA DE GOIÁS;GO;1.795 km;1795016;1 dia 0 horas;86415;OK
RS;PORTÃO;METROP  PORTO ALEGRE;RS 4314803;BELA VISTA DE GOIÁS;GO;2.015 km;2014878;23 horas 20 minutos;84028;OK
RS;SALVADOR DO SUL;METROP  PORTO ALEGRE;RS 4316501;BELA VISTA DE GOIÁS;GO;1.787 km;1786617;23 horas 45 minutos;85473;OK
RS;SÃO JOSÉ DO HORTÊNCIO;METROP  PORTO ALEGRE;RS 4318481;BELA VISTA DE GOIÁS;GO;1.791 km;1790681;23 horas 52 minutos;85931;OK
RS;SÃO JOSÉ DO SUL;METROP  PORTO ALEGRE;RS 4318614;BELA VISTA DE GOIÁS;GO;1.801 km;1801449;23 horas 58 minutos;86306;OK
RS;SÃO PEDRO DA SERRA;METROP  PORTO ALEGRE;RS 4319356;BELA VISTA DE GOIÁS;GO;1.783 km;1782608;23 horas 41 minutos;85259;OK
RS;SÃO SEBASTIÃO DO CAÍ;METROP  PORTO ALEGRE;RS 4319505;BELA VISTA DE GOIÁS;GO;1.783 km;1782783;23 horas 36 minutos;84988;OK
RS;SÃO VENDELINO;METROP  PORTO ALEGRE;RS 4319752;BELA VISTA DE GOIÁS;GO;1.754 km;1753761;23 horas 12 minutos;83544;OK
RS;TUPANDI;METROP  PORTO ALEGRE;RS 4322251;BELA VISTA DE GOIÁS;GO;1.776 km;1776457;23 horas 37 minutos;85007;OK
RS;VALE REAL;METROP  PORTO ALEGRE;RS 4322541;BELA VISTA DE GOIÁS;GO;1.749 km;1749320;23 horas 18 minutos;83860;OK
RS;CANELA;METROP  PORTO ALEGRE;RS 4304408;BELA VISTA DE GOIÁS;GO;1.966 km;1965546;23 horas 2 minutos;82899;OK
RS;DOIS IRMÃOS;METROP  PORTO ALEGRE;RS 4306403;BELA VISTA DE GOIÁS;GO;1.996 km;1995518;23 horas 20 minutos;83974;OK
RS;GRAMADO;METROP  PORTO ALEGRE;RS 4309100;BELA VISTA DE GOIÁS;GO;1.974 km;1973520;23 horas 15 minutos;83706;OK
RS;IGREJINHA;METROP  PORTO ALEGRE;RS 4310108;BELA VISTA DE GOIÁS;GO;1.969 km;1969262;22 horas 57 minutos;82631;OK
RS;IVOTI;METROP  PORTO ALEGRE;RS 4310801;BELA VISTA DE GOIÁS;GO;2.025 km;2024951;23 horas 30 minutos;84604;OK
RS;LINDOLFO COLLOR;METROP  PORTO ALEGRE;RS 4311627;BELA VISTA DE GOIÁS;GO;2.029 km;2029468;23 horas 40 minutos;85172;OK
RS;MORRO REUTER;METROP  PORTO ALEGRE;RS 4312476;BELA VISTA DE GOIÁS;GO;2.003 km;2003141;23 horas 31 minutos;84689;OK
RS;NOVA PETRÓPOLIS;METROP  PORTO ALEGRE;RS 4313201;BELA VISTA DE GOIÁS;GO;1.749 km;1749450;23 horas 23 minutos;84208;OK
RS;PICADA CAFÉ;METROP  PORTO ALEGRE;RS 4314423;BELA VISTA DE GOIÁS;GO;1.759 km;1758842;23 horas 32 minutos;84748;OK
RS;PRESIDENTE LUCENA;METROP  PORTO ALEGRE;RS 4315149;BELA VISTA DE GOIÁS;GO;1.768 km;1768319;23 horas 43 minutos;85401;OK
RS;RIOZINHO;METROP  PORTO ALEGRE;RS 4315750;BELA VISTA DE GOIÁS;GO;1.913 km;1912621;23 horas 8 minutos;83295;OK
RS;ROLANTE;METROP  PORTO ALEGRE;RS 4316006;BELA VISTA DE GOIÁS;GO;1.956 km;1955889;22 horas 47 minutos;82044;OK
RS;SANTA MARIA DO HERVAL;METROP  PORTO ALEGRE;RS 4316956;BELA VISTA DE GOIÁS;GO;2.018 km;2017948;23 horas 49 minutos;85712;OK
RS;TAQUARA;METROP  PORTO ALEGRE;RS 4321204;BELA VISTA DE GOIÁS;GO;1.957 km;1957437;22 horas 45 minutos;81871;OK
RS;TRÊS COROAS;METROP  PORTO ALEGRE;RS 4321709;BELA VISTA DE GOIÁS;GO;1.982 km;1981851;23 horas 11 minutos;83433;OK
RS;ARROIO DOS RATOS;METROP  PORTO ALEGRE;RS 4301107;BELA VISTA DE GOIÁS;GO;2.038 km;2038164;23 horas 36 minutos;84937;OK
RS;BARÃO DO TRIUNFO;METROP  PORTO ALEGRE;RS 4301750;BELA VISTA DE GOIÁS;GO;2.082 km;2081585;1 dia 1 hora;88462;OK
RS;BUTIÁ;METROP  PORTO ALEGRE;RS 4302709;BELA VISTA DE GOIÁS;GO;2.060 km;2060149;23 horas 51 minutos;85848;OK
RS;CHARQUEADAS;METROP  PORTO ALEGRE;RS 4305355;BELA VISTA DE GOIÁS;GO;2.031 km;2030638;23 horas 33 minutos;84759;OK
RS;GENERAL CÂMARA;METROP  PORTO ALEGRE;RS 4308805;BELA VISTA DE GOIÁS;GO;2.071 km;2071338;1 dia 0 horas;86758;OK
RS;MINAS DO LEÃO;METROP  PORTO ALEGRE;RS 4312252;BELA VISTA DE GOIÁS;GO;2.075 km;2074621;1 dia 0 horas;86954;OK
RS;SÃO JERÔNIMO;METROP  PORTO ALEGRE;RS 4318408;BELA VISTA DE GOIÁS;GO;2.047 km;2047329;23 horas 46 minutos;85550;OK
RS;TRIUNFO;METROP  PORTO ALEGRE;RS 4322004;BELA VISTA DE GOIÁS;GO;2.049 km;2049040;23 horas 43 minutos;85373;OK
RS;VALE VERDE;METROP  PORTO ALEGRE;RS 4322525;BELA VISTA DE GOIÁS;GO;1.869 km;1868866;1 dia 1 hora;88594;OK
RS;ALVORADA;METROP  PORTO ALEGRE;RS 4300604;BELA VISTA DE GOIÁS;GO;1.977 km;1977265;22 horas 54 minutos;82424;OK
RS;ARARICÁ;METROP  PORTO ALEGRE;RS 4300877;BELA VISTA DE GOIÁS;GO;1.975 km;1975023;22 horas 59 minutos;82744;OK
RS;CACHOEIRINHA;METROP  PORTO ALEGRE;RS 4303103;BELA VISTA DE GOIÁS;GO;1.971 km;1970781;22 horas 47 minutos;82027;OK
RS;CAMPO BOM;METROP  PORTO ALEGRE;RS 4303905;BELA VISTA DE GOIÁS;GO;1.989 km;1989273;23 horas 14 minutos;83651;OK
RS;CANOAS;METROP  PORTO ALEGRE;RS 4304606;BELA VISTA DE GOIÁS;GO;1.984 km;1983873;22 horas 58 minutos;82651;OK
RS;ELDORADO DO SUL;METROP  PORTO ALEGRE;RS 4306767;BELA VISTA DE GOIÁS;GO;1.993 km;1992587;22 horas 59 minutos;82718;OK
RS;ESTÂNCIA VELHA;METROP  PORTO ALEGRE;RS 4307609;BELA VISTA DE GOIÁS;GO;1.999 km;1999202;23 horas 23 minutos;84160;OK
RS;ESTEIO;METROP  PORTO ALEGRE;RS 4307708;BELA VISTA DE GOIÁS;GO;1.991 km;1991369;22 horas 59 minutos;82749;OK
RS;GLORINHA;METROP  PORTO ALEGRE;RS 4309050;BELA VISTA DE GOIÁS;GO;1.944 km;1944074;22 horas 28 minutos;80897;OK
RS;GRAVATAÍ;METROP  PORTO ALEGRE;RS 4309209;BELA VISTA DE GOIÁS;GO;1.959 km;1958778;22 horas 40 minutos;81599;OK
RS;GUAÍBA;METROP  PORTO ALEGRE;RS 4309308;BELA VISTA DE GOIÁS;GO;2.009 km;2009265;23 horas 13 minutos;83603;OK
RS;MARIANA PIMENTEL;METROP  PORTO ALEGRE;RS 4311981;BELA VISTA DE GOIÁS;GO;2.053 km;2052690;23 horas 52 minutos;85901;OK
RS;NOVA HARTZ;METROP  PORTO ALEGRE;RS 4313060;BELA VISTA DE GOIÁS;GO;1.975 km;1975185;23 horas 2 minutos;82900;OK
RS;NOVA SANTA RITA;METROP  PORTO ALEGRE;RS 4313375;BELA VISTA DE GOIÁS;GO;1.998 km;1997564;23 horas 3 minutos;82975;OK
RS;NOVO HAMBURGO;METROP  PORTO ALEGRE;RS 4313409;BELA VISTA DE GOIÁS;GO;2.010 km;2010427;23 horas 17 minutos;83830;OK
RS;PAROBÉ;METROP  PORTO ALEGRE;RS 4314050;BELA VISTA DE GOIÁS;GO;1.964 km;1963557;22 horas 51 minutos;82246;OK
RS;PORTO ALEGRE;METROP  PORTO ALEGRE;RS 4314902;BELA VISTA DE GOIÁS;GO;1.987 km;1986602;22 horas 55 minutos;82517;OK
RS;SÃO LEOPOLDO;METROP  PORTO ALEGRE;RS 4318705;BELA VISTA DE GOIÁS;GO;2.002 km;2002342;23 horas 7 minutos;83197;OK
RS;SAPIRANGA;METROP  PORTO ALEGRE;RS 4319901;BELA VISTA DE GOIÁS;GO;1.981 km;1981253;23 horas 6 minutos;83184;OK
RS;SAPUCAIA DO SUL;METROP  PORTO ALEGRE;RS 4320008;BELA VISTA DE GOIÁS;GO;1.980 km;1980167;23 horas 0 minutos;82822;OK
RS;SERTÃO SANTANA;METROP  PORTO ALEGRE;RS 4320552;BELA VISTA DE GOIÁS;GO;2.061 km;2061075;1 dia 0 horas;86575;OK
RS;VIAMÃO;METROP  PORTO ALEGRE;RS 4323002;BELA VISTA DE GOIÁS;GO;1.985 km;1984957;23 horas 6 minutos;83175;OK
RS;ARROIO DO SAL;METROP  PORTO ALEGRE;RS 4301057;BELA VISTA DE GOIÁS;GO;1.829 km;1828780;21 horas 15 minutos;76497;OK
RS;BALNEÁRIO PINHAL;METROP  PORTO ALEGRE;RS 4301636;BELA VISTA DE GOIÁS;GO;1.937 km;1936664;22 horas 35 minutos;81307;OK
RS;CAPÃO DA CANOA;METROP  PORTO ALEGRE;RS 4304630;BELA VISTA DE GOIÁS;GO;1.860 km;1860013;21 horas 44 minutos;78214;OK
RS;CAPIVARI DO SUL;METROP  PORTO ALEGRE;RS 4304671;BELA VISTA DE GOIÁS;GO;1.934 km;1933630;22 horas 29 minutos;80947;OK
RS;CARAÁ;METROP  PORTO ALEGRE;RS 4304713;BELA VISTA DE GOIÁS;GO;1.898 km;1897897;22 horas 24 minutos;80664;OK
RS;CIDREIRA;METROP  PORTO ALEGRE;RS 4305454;BELA VISTA DE GOIÁS;GO;1.925 km;1925040;22 horas 31 minutos;81071;OK
RS;DOM PEDRO DE ALCÂNTARA;METROP  PORTO ALEGRE;RS 4306551;BELA VISTA DE GOIÁS;GO;1.813 km;1812651;21 horas 5 minutos;75885;OK
RS;IMBÉ;METROP  PORTO ALEGRE;RS 4310330;BELA VISTA DE GOIÁS;GO;1.887 km;1886600;22 horas 9 minutos;79745;OK
RS;ITATI;METROP  PORTO ALEGRE;RS 4310652;BELA VISTA DE GOIÁS;GO;1.850 km;1849785;21 horas 27 minutos;77242;OK
RS;MAMPITUBA;METROP  PORTO ALEGRE;RS 4311734;BELA VISTA DE GOIÁS;GO;1.827 km;1826576;21 horas 39 minutos;77959;OK
