uf_destino;cidade;macro_regiao;dfiscal;origem;uf_origem;distancia_txt;dist_value;duracao_txt;duracao_value
SP;JÚLIO MESQUITA;BAURU;SP 3525805;ITAPETININGA;SP;;;;
SP;JUMIRIM;PIRACICABA;SP 3525854;ITAPETININGA;SP;;;;
SP;JUNDIAÍ;MACRO MET. PAULISTA;SP 3525904;ITAPETININGA;SP;;;;
SP;JUNQUEIRÓPOLIS;PRESIDENTE PRUDENTE;SP 3526001;ITAPETININGA;SP;;;;
SP;JUQUIÁ;LITORAL SUL PAULISTA;SP 3526100;ITAPETININGA;SP;;;;
SP;JUQUITIBA;METROP. DE SÃO PAULO;SP 3526209;ITAPETININGA;SP;;;;
SP;LAGOINHA;VALE DO PARAÍBA;SP 3526308;ITAPETININGA;SP;;;;
SP;LARANJAL PAULISTA;ITAPETININGA;SP 3526407;ITAPETININGA;SP;;;;
SP;LAVÍNIA;ARAÇATUBA;SP 3526506;ITAPETININGA;SP;;;;
SP;LAVRINHAS;VALE DO PARAÍBA;SP 3526605;ITAPETININGA;SP;;;;
SP;LEME;PIRACICABA;SP 3526704;ITAPETININGA;SP;;;;
SP;LENÇÓIS PAULISTA;BAURU;SP 3526803;ITAPETININGA;SP;;;;
SP;LIMEIRA;PIRACICABA;SP 3526902;ITAPETININGA;SP;;;;
SP;LINDÓIA;CAMPINAS;SP 3527009;ITAPETININGA;SP;;;;
SP;LINS;BAURU;SP 3527108;ITAPETININGA;SP;;;;
SP;LORENA;VALE DO PARAÍBA;SP 3527207;ITAPETININGA;SP;;;;
SP;LOURDES;ARAÇATUBA;SP 3527256;ITAPETININGA;SP;;;;
SP;LOUVEIRA;MACRO MET. PAULISTA;SP 3527306;ITAPETININGA;SP;;;;
SP;LUCÉLIA;PRESIDENTE PRUDENTE;SP 3527405;ITAPETININGA;SP;;;;
SP;LUCIANÓPOLIS;BAURU;SP 3527504;ITAPETININGA;SP;;;;
SP;LUÍS ANTÔNIO;RIBEIRÃO PRETO;SP 3527603;ITAPETININGA;SP;;;;
SP;LUIZIÂNIA;ARAÇATUBA;SP 3527702;ITAPETININGA;SP;;;;
SP;LUPÉRCIO;MARÍLIA;SP 3527801;ITAPETININGA;SP;;;;
SP;LUTÉCIA;ASSIS;SP 3527900;ITAPETININGA;SP;;;;
SP;MACATUBA;BAURU;SP 3528007;ITAPETININGA;SP;;;;
SP;MACAUBAL;SÃO J. DO RIO PRETO;SP 3528106;ITAPETININGA;SP;;;;
SP;MACEDÔNIA;SÃO J. DO RIO PRETO;SP 3528205;ITAPETININGA;SP;;;;
SP;MAGDA;SÃO J. DO RIO PRETO;SP 3528304;ITAPETININGA;SP;;;;
SP;MAIRINQUE;MACRO MET. PAULISTA;SP 3528403;ITAPETININGA;SP;;;;
SP;MAIRIPORÃ;METROP. DE SÃO PAULO;SP 3528502;ITAPETININGA;SP;;;;
SP;MANDURI;ASSIS;SP 3528601;ITAPETININGA;SP;;;;
SP;MARABÁ PAULISTA;PRESIDENTE PRUDENTE;SP 3528700;ITAPETININGA;SP;;;;
SP;MARACAÍ;ASSIS;SP 3528809;ITAPETININGA;SP;;;;
SP;MARAPOAMA;SÃO J. DO RIO PRETO;SP 3528858;ITAPETININGA;SP;;;;
SP;MARIÁPOLIS;PRESIDENTE PRUDENTE;SP 3528908;ITAPETININGA;SP;;;;
SP;MARÍLIA;MARÍLIA;SP 3529005;ITAPETININGA;SP;;;;
SP;MARINÓPOLIS;SÃO J. DO RIO PRETO;SP 3529104;ITAPETININGA;SP;;;;
SP;MARTINÓPOLIS;PRESIDENTE PRUDENTE;SP 3529203;ITAPETININGA;SP;;;;
SP;MATÃO;ARARAQUARA;SP 3529302;ITAPETININGA;SP;;;;
SP;MAUÁ;METROP. DE SÃO PAULO;SP 3529401;ITAPETININGA;SP;;;;
SP;MENDONÇA;SÃO J. DO RIO PRETO;SP 3529500;ITAPETININGA;SP;;;;
SP;MERIDIANO;SÃO J. DO RIO PRETO;SP 3529609;ITAPETININGA;SP;;;;
SP;MESÓPOLIS;SÃO J. DO RIO PRETO;SP 3529658;ITAPETININGA;SP;;;;
SP;MIGUELÓPOLIS;RIBEIRÃO PRETO;SP 3529708;ITAPETININGA;SP;;;;
SP;MINEIROS DO TIETÊ;BAURU;SP 3529807;ITAPETININGA;SP;;;;
SP;MIRA ESTRELA;SÃO J. DO RIO PRETO;SP 3530003;ITAPETININGA;SP;;;;
SP;MIRACATU;LITORAL SUL PAULISTA;SP 3529906;ITAPETININGA;SP;;;;
SP;MIRANDÓPOLIS;ARAÇATUBA;SP 3530102;ITAPETININGA;SP;;;;
SP;MIRANTE DO PARANAPANEMA;PRESIDENTE PRUDENTE;SP 3530201;ITAPETININGA;SP;;;;
SP;MIRASSOL;SÃO J. DO RIO PRETO;SP 3530300;ITAPETININGA;SP;;;;
SP;MIRASSOLÂNDIA;SÃO J. DO RIO PRETO;SP 3530409;ITAPETININGA;SP;;;;
SP;MOCOCA;CAMPINAS;SP 3530508;ITAPETININGA;SP;;;;
SP;MOGI DAS CRUZES;METROP. DE SÃO PAULO;SP 3530607;ITAPETININGA;SP;;;;
SP;MOGI GUAÇU;CAMPINAS;SP 3530706;ITAPETININGA;SP;;;;
SP;MOGI MIRIM;CAMPINAS;SP 3530805;ITAPETININGA;SP;;;;
SP;MOMBUCA;PIRACICABA;SP 3530904;ITAPETININGA;SP;;;;
SP;MONÇÕES;SÃO J. DO RIO PRETO;SP 3531001;ITAPETININGA;SP;;;;
SP;MONGAGUÁ;BAIXADA SANTISTA;SP 3531100;ITAPETININGA;SP;;;;
SP;MONTE ALEGRE DO SUL;CAMPINAS;SP 3531209;ITAPETININGA;SP;;;;
SP;MONTE ALTO;RIBEIRÃO PRETO;SP 3531308;ITAPETININGA;SP;;;;
SP;MONTE APRAZÍVEL;SÃO J. DO RIO PRETO;SP 3531407;ITAPETININGA;SP;;;;
SP;MONTE AZUL PAULISTA;RIBEIRÃO PRETO;SP 3531506;ITAPETININGA;SP;;;;
SP;MONTE CASTELO;PRESIDENTE PRUDENTE;SP 3531605;ITAPETININGA;SP;;;;
SP;MONTE MOR;CAMPINAS;SP 3531803;ITAPETININGA;SP;;;;
SP;MONTEIRO LOBATO;VALE DO PARAÍBA;SP 3531704;ITAPETININGA;SP;;;;
SP;MORRO AGUDO;RIBEIRÃO PRETO;SP 3531902;ITAPETININGA;SP;;;;
SP;MORUNGABA;MACRO MET. PAULISTA;SP 3532009;ITAPETININGA;SP;;;;
SP;MOTUCA;ARARAQUARA;SP 3532058;ITAPETININGA;SP;;;;
SP;MURUTINGA DO SUL;ARAÇATUBA;SP 3532108;ITAPETININGA;SP;;;;
SP;NANTES;ASSIS;SP 3532157;ITAPETININGA;SP;;;;
SP;NARANDIBA;PRESIDENTE PRUDENTE;SP 3532207;ITAPETININGA;SP;;;;
SP;NATIVIDADE DA SERRA;VALE DO PARAÍBA;SP 3532306;ITAPETININGA;SP;;;;
SP;NAZARÉ PAULISTA;MACRO MET. PAULISTA;SP 3532405;ITAPETININGA;SP;;;;
SP;NEVES PAULISTA;SÃO J. DO RIO PRETO;SP 3532504;ITAPETININGA;SP;;;;
SP;NHANDEARA;SÃO J. DO RIO PRETO;SP 3532603;ITAPETININGA;SP;;;;
SP;NIPOÃ;SÃO J. DO RIO PRETO;SP 3532702;ITAPETININGA;SP;;;;
SP;NOVA ALIANÇA;SÃO J. DO RIO PRETO;SP 3532801;ITAPETININGA;SP;;;;
SP;NOVA CAMPINA;ITAPETININGA;SP 3532827;ITAPETININGA;SP;;;;
SP;NOVA CANAÃ PAULISTA;SÃO J. DO RIO PRETO;SP 3532843;ITAPETININGA;SP;;;;
SP;NOVA CASTILHO;SÃO J. DO RIO PRETO;SP 3532868;ITAPETININGA;SP;;;;
SP;NOVA EUROPA;ARARAQUARA;SP 3532900;ITAPETININGA;SP;;;;
SP;NOVA GRANADA;SÃO J. DO RIO PRETO;SP 3533007;ITAPETININGA;SP;;;;
SP;NOVA GUATAPORANGA;PRESIDENTE PRUDENTE;SP 3533106;ITAPETININGA;SP;;;;
SP;NOVA INDEPENDÊNCIA;ARAÇATUBA;SP 3533205;ITAPETININGA;SP;;;;
SP;NOVA LUZITÂNIA;SÃO J. DO RIO PRETO;SP 3533304;ITAPETININGA;SP;;;;
SP;NOVA ODESSA;CAMPINAS;SP 3533403;ITAPETININGA;SP;;;;
SP;NOVAIS;SÃO J. DO RIO PRETO;SP 3533254;ITAPETININGA;SP;;;;
SP;NOVO HORIZONTE;SÃO J. DO RIO PRETO;SP 3533502;ITAPETININGA;SP;;;;
SP;NUPORANGA;RIBEIRÃO PRETO;SP 3533601;ITAPETININGA;SP;;;;
SP;OCAUÇU;MARÍLIA;SP 3533700;ITAPETININGA;SP;;;;
SP;ÓLEO;ASSIS;SP 3533809;ITAPETININGA;SP;;;;
SP;OLÍMPIA;SÃO J. DO RIO PRETO;SP 3533908;ITAPETININGA;SP;;;;
SP;ONDA VERDE;SÃO J. DO RIO PRETO;SP 3534005;ITAPETININGA;SP;;;;
SP;ORIENTE;MARÍLIA;SP 3534104;ITAPETININGA;SP;;;;
SP;ORINDIÚVA;SÃO J. DO RIO PRETO;SP 3534203;ITAPETININGA;SP;;;;
SP;ORLÂNDIA;RIBEIRÃO PRETO;SP 3534302;ITAPETININGA;SP;;;;
SP;OSASCO;METROP. DE SÃO PAULO;SP 3534401;ITAPETININGA;SP;;;;
SP;OSCAR BRESSANE;MARÍLIA;SP 3534500;ITAPETININGA;SP;;;;
SP;OSVALDO CRUZ;PRESIDENTE PRUDENTE;SP 3534609;ITAPETININGA;SP;;;;
SP;OURINHOS;ASSIS;SP 3534708;ITAPETININGA;SP;;;;
SP;OURO VERDE;PRESIDENTE PRUDENTE;SP 3534807;ITAPETININGA;SP;;;;
SP;OUROESTE;SÃO J. DO RIO PRETO;SP 3534757;ITAPETININGA;SP;;;;
SP;PACAEMBU;PRESIDENTE PRUDENTE;SP 3534906;ITAPETININGA;SP;;;;
SP;PALESTINA;SÃO J. DO RIO PRETO;SP 3535002;ITAPETININGA;SP;;;;
SP;PALMARES PAULISTA;SÃO J. DO RIO PRETO;SP 3535101;ITAPETININGA;SP;;;;
SP;PALMEIRA D'OESTE;SÃO J. DO RIO PRETO;SP 3535200;ITAPETININGA;SP;;;;
SP;PALMITAL;ASSIS;SP 3535309;ITAPETININGA;SP;;;;
SP;PANORAMA;PRESIDENTE PRUDENTE;SP 3535408;ITAPETININGA;SP;;;;
SP;PARAGUAÇU PAULISTA;ASSIS;SP 3535507;ITAPETININGA;SP;;;;
SP;PARAIBUNA;VALE DO PARAÍBA;SP 3535606;ITAPETININGA;SP;;;;
SP;PARAÍSO;SÃO J. DO RIO PRETO;SP 3535705;ITAPETININGA;SP;;;;
SP;PARANAPANEMA;BAURU;SP 3535804;ITAPETININGA;SP;;;;
SP;PARANAPUÃ;SÃO J. DO RIO PRETO;SP 3535903;ITAPETININGA;SP;;;;
SP;PARAPUÃ;PRESIDENTE PRUDENTE;SP 3536000;ITAPETININGA;SP;;;;
SP;PARDINHO;BAURU;SP 3536109;ITAPETININGA;SP;;;;
SP;PARIQUERA-AÇU;LITORAL SUL PAULISTA;SP 3536208;ITAPETININGA;SP;;;;
SP;PARISI;SÃO J. DO RIO PRETO;SP 3536257;ITAPETININGA;SP;;;;
SP;PATROCÍNIO PAULISTA;RIBEIRÃO PRETO;SP 3536307;ITAPETININGA;SP;;;;
SP;PAULICÉIA;PRESIDENTE PRUDENTE;SP 3536406;ITAPETININGA;SP;;;;
SP;PAULÍNIA;CAMPINAS;SP 3536505;ITAPETININGA;SP;;;;
SP;PAULISTÂNIA;BAURU;SP 3536570;ITAPETININGA;SP;;;;
SP;PAULO DE FARIA;SÃO J. DO RIO PRETO;SP 3536604;ITAPETININGA;SP;;;;
SP;PEDERNEIRAS;BAURU;SP 3536703;ITAPETININGA;SP;;;;
SP;PEDRA BELA;CAMPINAS;SP 3536802;ITAPETININGA;SP;;;;
SP;PEDRANÓPOLIS;SÃO J. DO RIO PRETO;SP 3536901;ITAPETININGA;SP;;;;
SP;PEDREGULHO;RIBEIRÃO PRETO;SP 3537008;ITAPETININGA;SP;;;;
SP;PEDREIRA;CAMPINAS;SP 3537107;ITAPETININGA;SP;;;;
SP;PEDRINHAS PAULISTA;ASSIS;SP 3537156;ITAPETININGA;SP;;;;
SP;PEDRO DE TOLEDO;BAIXADA SANTISTA;SP 3537206;ITAPETININGA;SP;;;;
SP;PENÁPOLIS;ARAÇATUBA;SP 3537305;ITAPETININGA;SP;;;;
SP;PEREIRA BARRETO;ARAÇATUBA;SP 3537404;ITAPETININGA;SP;;;;
SP;PEREIRAS;ITAPETININGA;SP 3537503;ITAPETININGA;SP;;;;
SP;PERUÍBE;BAIXADA SANTISTA;SP 3537602;ITAPETININGA;SP;;;;
SP;PIACATU;ARAÇATUBA;SP 3537701;ITAPETININGA;SP;;;;
SP;PIEDADE;MACRO MET. PAULISTA;SP 3537800;ITAPETININGA;SP;;;;
SP;PILAR DO SUL;MACRO MET. PAULISTA;SP 3537909;ITAPETININGA;SP;;;;
SP;PINDAMONHANGABA;VALE DO PARAÍBA;SP 3538006;ITAPETININGA;SP;;;;
SP;PINDORAMA;SÃO J. DO RIO PRETO;SP 3538105;ITAPETININGA;SP;;;;
SP;PINHALZINHO;CAMPINAS;SP 3538204;ITAPETININGA;SP;;;;
SP;PIQUEROBI;PRESIDENTE PRUDENTE;SP 3538303;ITAPETININGA;SP;;;;
SP;PIQUETE;VALE DO PARAÍBA;SP 3538501;ITAPETININGA;SP;;;;
SP;PIRACAIA;MACRO MET. PAULISTA;SP 3538600;ITAPETININGA;SP;;;;
SP;PIRACICABA;PIRACICABA;SP 3538709;ITAPETININGA;SP;;;;
SP;PIRAJU;ASSIS;SP 3538808;ITAPETININGA;SP;;;;
SP;PIRAJUÍ;BAURU;SP 3538907;ITAPETININGA;SP;;;;
SP;PIRANGI;RIBEIRÃO PRETO;SP 3539004;ITAPETININGA;SP;;;;
SP;PIRAPORA DO BOM JESUS;METROP. DE SÃO PAULO;SP 3539103;ITAPETININGA;SP;;;;
SP;PIRAPOZINHO;PRESIDENTE PRUDENTE;SP 3539202;ITAPETININGA;SP;;;;
SP;PIRASSUNUNGA;CAMPINAS;SP 3539301;ITAPETININGA;SP;;;;
SP;PIRATININGA;BAURU;SP 3539400;ITAPETININGA;SP;;;;
SP;PITANGUEIRAS;RIBEIRÃO PRETO;SP 3539509;ITAPETININGA;SP;;;;
SP;PLANALTO;SÃO J. DO RIO PRETO;SP 3539608;ITAPETININGA;SP;;;;
SP;PLATINA;ASSIS;SP 3539707;ITAPETININGA;SP;;;;
SP;POÁ;METROP. DE SÃO PAULO;SP 3539806;ITAPETININGA;SP;;;;
SP;POLONI;SÃO J. DO RIO PRETO;SP 3539905;ITAPETININGA;SP;;;;
SP;POMPÉIA;MARÍLIA;SP 3540002;ITAPETININGA;SP;;;;
SP;PONGAÍ;BAURU;SP 3540101;ITAPETININGA;SP;;;;
SP;PONTAL;RIBEIRÃO PRETO;SP 3540200;ITAPETININGA;SP;;;;
SP;PONTALINDA;SÃO J. DO RIO PRETO;SP 3540259;ITAPETININGA;SP;;;;
SP;PONTES GESTAL;SÃO J. DO RIO PRETO;SP 3540309;ITAPETININGA;SP;;;;
SP;POPULINA;SÃO J. DO RIO PRETO;SP 3540408;ITAPETININGA;SP;;;;
SP;PORANGABA;ITAPETININGA;SP 3540507;ITAPETININGA;SP;;;;
SP;PORTO FELIZ;MACRO MET. PAULISTA;SP 3540606;ITAPETININGA;SP;;;;
SP;PORTO FERREIRA;CAMPINAS;SP 3540705;ITAPETININGA;SP;;;;
SP;POTIM;VALE DO PARAÍBA;SP 3540754;ITAPETININGA;SP;;;;
SP;POTIRENDABA;SÃO J. DO RIO PRETO;SP 3540804;ITAPETININGA;SP;;;;
SP;PRACINHA;PRESIDENTE PRUDENTE;SP 3540853;ITAPETININGA;SP;;;;
SP;PRADÓPOLIS;RIBEIRÃO PRETO;SP 3540903;ITAPETININGA;SP;;;;
SP;PRAIA GRANDE;BAIXADA SANTISTA;SP 3541000;ITAPETININGA;SP;;;;
SP;PRATÂNIA;BAURU;SP 3541059;ITAPETININGA;SP;;;;
SP;PRESIDENTE ALVES;BAURU;SP 3541109;ITAPETININGA;SP;;;;
SP;PRESIDENTE BERNARDES;PRESIDENTE PRUDENTE;SP 3541208;ITAPETININGA;SP;;;;
SP;PRESIDENTE EPITÁCIO;PRESIDENTE PRUDENTE;SP 3541307;ITAPETININGA;SP;;;;
SP;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;SP 3541406;ITAPETININGA;SP;;;;
SP;PRESIDENTE VENCESLAU;PRESIDENTE PRUDENTE;SP 3541505;ITAPETININGA;SP;;;;
SP;PROMISSÃO;BAURU;SP 3541604;ITAPETININGA;SP;;;;
SP;QUADRA;ITAPETININGA;SP 3541653;ITAPETININGA;SP;;;;
SP;QUATÁ;ASSIS;SP 3541703;ITAPETININGA;SP;;;;
SP;QUEIROZ;MARÍLIA;SP 3541802;ITAPETININGA;SP;;;;
SP;QUELUZ;VALE DO PARAÍBA;SP 3541901;ITAPETININGA;SP;;;;
SP;QUINTANA;MARÍLIA;SP 3542008;ITAPETININGA;SP;;;;
SP;RAFARD;PIRACICABA;SP 3542107;ITAPETININGA;SP;;;;
SP;RANCHARIA;PRESIDENTE PRUDENTE;SP 3542206;ITAPETININGA;SP;;;;
SP;REDENÇÃO DA SERRA;VALE DO PARAÍBA;SP 3542305;ITAPETININGA;SP;;;;
SP;REGENTE FEIJÓ;PRESIDENTE PRUDENTE;SP 3542404;ITAPETININGA;SP;;;;
SP;REGINÓPOLIS;BAURU;SP 3542503;ITAPETININGA;SP;;;;
SP;REGISTRO;LITORAL SUL PAULISTA;SP 3542602;ITAPETININGA;SP;;;;
SP;RESTINGA;RIBEIRÃO PRETO;SP 3542701;ITAPETININGA;SP;;;;
SP;RIBEIRA;ITAPETININGA;SP 3542800;ITAPETININGA;SP;;;;
SP;RIBEIRÃO BONITO;ARARAQUARA;SP 3542909;ITAPETININGA;SP;;;;
SP;RIBEIRÃO BRANCO;ITAPETININGA;SP 3543006;ITAPETININGA;SP;;;;
SP;RIBEIRÃO CORRENTE;RIBEIRÃO PRETO;SP 3543105;ITAPETININGA;SP;;;;
SP;RIBEIRÃO DO SUL;ASSIS;SP 3543204;ITAPETININGA;SP;;;;
SP;RIBEIRÃO DOS ÍNDIOS;PRESIDENTE PRUDENTE;SP 3543238;ITAPETININGA;SP;;;;
SP;RIBEIRÃO GRANDE;ITAPETININGA;SP 3543253;ITAPETININGA;SP;;;;
SP;RIBEIRÃO PIRES;METROP. DE SÃO PAULO;SP 3543303;ITAPETININGA;SP;;;;
SP;RIBEIRÃO PRETO;RIBEIRÃO PRETO;SP 3543402;ITAPETININGA;SP;;;;
SP;RIFAINA;RIBEIRÃO PRETO;SP 3543600;ITAPETININGA;SP;;;;
SP;RINCÃO;ARARAQUARA;SP 3543709;ITAPETININGA;SP;;;;
SP;RINÓPOLIS;PRESIDENTE PRUDENTE;SP 3543808;ITAPETININGA;SP;;;;
SP;RIO CLARO;PIRACICABA;SP 3543907;ITAPETININGA;SP;;;;
SP;RIO DAS PEDRAS;PIRACICABA;SP 3544004;ITAPETININGA;SP;;;;
SP;RIO GRANDE DA SERRA;METROP. DE SÃO PAULO;SP 3544103;ITAPETININGA;SP;;;;
SP;RIOLÂNDIA;SÃO J. DO RIO PRETO;SP 3544202;ITAPETININGA;SP;;;;
SP;RIVERSUL;ITAPETININGA;SP 3543501;ITAPETININGA;SP;;;;
SP;ROSANA;PRESIDENTE PRUDENTE;SP 3544251;ITAPETININGA;SP;;;;
SP;ROSEIRA;VALE DO PARAÍBA;SP 3544301;ITAPETININGA;SP;;;;
SP;RUBIÁCEA;ARAÇATUBA;SP 3544400;ITAPETININGA;SP;;;;
SP;RUBINÉIA;SÃO J. DO RIO PRETO;SP 3544509;ITAPETININGA;SP;;;;
SP;SABINO;BAURU;SP 3544608;ITAPETININGA;SP;;;;
SP;SAGRES;PRESIDENTE PRUDENTE;SP 3544707;ITAPETININGA;SP;;;;
SP;SALES;SÃO J. DO RIO PRETO;SP 3544806;ITAPETININGA;SP;;;;
SP;SALES OLIVEIRA;RIBEIRÃO PRETO;SP 3544905;ITAPETININGA;SP;;;;
SP;SALESÓPOLIS;METROP. DE SÃO PAULO;SP 3545001;ITAPETININGA;SP;;;;
SP;SALMOURÃO;PRESIDENTE PRUDENTE;SP 3545100;ITAPETININGA;SP;;;;
SP;SALTINHO;PIRACICABA;SP 3545159;ITAPETININGA;SP;;;;
SP;SALTO;MACRO MET. PAULISTA;SP 3545209;ITAPETININGA;SP;;;;
SP;SALTO DE PIRAPORA;MACRO MET. PAULISTA;SP 3545308;ITAPETININGA;SP;;;;
SP;SALTO GRANDE;ASSIS;SP 3545407;ITAPETININGA;SP;;;;
SP;SANDOVALINA;PRESIDENTE PRUDENTE;SP 3545506;ITAPETININGA;SP;;;;
SP;SANTA ADÉLIA;SÃO J. DO RIO PRETO;SP 3545605;ITAPETININGA;SP;;;;
SP;SANTA ALBERTINA;SÃO J. DO RIO PRETO;SP 3545704;ITAPETININGA;SP;;;;
SP;SANTA BÁRBARA D'OESTE;CAMPINAS;SP 3545803;ITAPETININGA;SP;;;;
SP;SANTA BRANCA;VALE DO PARAÍBA;SP 3546009;ITAPETININGA;SP;;;;
SP;SANTA CLARA D'OESTE;SÃO J. DO RIO PRETO;SP 3546108;ITAPETININGA;SP;;;;
SP;SANTA CRUZ DA CONCEIÇÃO;PIRACICABA;SP 3546207;ITAPETININGA;SP;;;;
SP;SANTA CRUZ DA ESPERANÇA;RIBEIRÃO PRETO;SP 3546256;ITAPETININGA;SP;;;;
SP;SANTA CRUZ DAS PALMEIRAS;CAMPINAS;SP 3546306;ITAPETININGA;SP;;;;
SP;SANTA CRUZ DO RIO PARDO;ASSIS;SP 3546405;ITAPETININGA;SP;;;;
SP;SANTA ERNESTINA;RIBEIRÃO PRETO;SP 3546504;ITAPETININGA;SP;;;;
SP;SANTA FÉ DO SUL;SÃO J. DO RIO PRETO;SP 3546603;ITAPETININGA;SP;;;;
SP;SANTA GERTRUDES;PIRACICABA;SP 3546702;ITAPETININGA;SP;;;;
SP;SANTA ISABEL;METROP. DE SÃO PAULO;SP 3546801;ITAPETININGA;SP;;;;
SP;SANTA LÚCIA;ARARAQUARA;SP 3546900;ITAPETININGA;SP;;;;
SP;SANTA MARIA DA SERRA;PIRACICABA;SP 3547007;ITAPETININGA;SP;;;;
SP;SANTA MERCEDES;PRESIDENTE PRUDENTE;SP 3547106;ITAPETININGA;SP;;;;
SP;SANTA RITA DO PASSA QUATRO;RIBEIRÃO PRETO;SP 3547502;ITAPETININGA;SP;;;;
SP;SANTA RITA D'OESTE;SÃO J. DO RIO PRETO;SP 3547403;ITAPETININGA;SP;;;;
SP;SANTA ROSA DE VITERBO;RIBEIRÃO PRETO;SP 3547601;ITAPETININGA;SP;;;;
SP;SANTA SALETE;SÃO J. DO RIO PRETO;SP 3547650;ITAPETININGA;SP;;;;
SP;SANTANA DA PONTE PENSA;SÃO J. DO RIO PRETO;SP 3547205;ITAPETININGA;SP;;;;
SP;SANTANA DE PARNAÍBA;METROP. DE SÃO PAULO;SP 3547304;ITAPETININGA;SP;;;;
SP;SANTO ANASTÁCIO;PRESIDENTE PRUDENTE;SP 3547700;ITAPETININGA;SP;;;;
SP;SANTO ANDRÉ;METROP. DE SÃO PAULO;SP 3547809;ITAPETININGA;SP;;;;
SP;SANTO ANTÔNIO DA ALEGRIA;RIBEIRÃO PRETO;SP 3547908;ITAPETININGA;SP;;;;
SP;SANTO ANTÔNIO DE POSSE;CAMPINAS;SP 3548005;ITAPETININGA;SP;;;;
SP;SANTO ANTÔNIO DO ARACANGUÁ;ARAÇATUBA;SP 3548054;ITAPETININGA;SP;;;;
SP;SANTO ANTÔNIO DO JARDIM;CAMPINAS;SP 3548104;ITAPETININGA;SP;;;;
SP;SANTO ANTÔNIO DO PINHAL;VALE DO PARAÍBA;SP 3548203;ITAPETININGA;SP;;;;
SP;SANTO EXPEDITO;PRESIDENTE PRUDENTE;SP 3548302;ITAPETININGA;SP;;;;
SP;SANTÓPOLIS DO AGUAPEÍ;ARAÇATUBA;SP 3548401;ITAPETININGA;SP;;;;
SP;SANTOS;BAIXADA SANTISTA;SP 3548500;ITAPETININGA;SP;;;;
SP;SÃO BENTO DO SAPUCAÍ;VALE DO PARAÍBA;SP 3548609;ITAPETININGA;SP;;;;
SP;SÃO BERNARDO DO CAMPO;METROP. DE SÃO PAULO;SP 3548708;ITAPETININGA;SP;;;;
SP;SÃO CAETANO DO SUL;METROP. DE SÃO PAULO;SP 3548807;ITAPETININGA;SP;;;;
SP;SÃO CARLOS;ARARAQUARA;SP 3548906;ITAPETININGA;SP;;;;
SP;SÃO FRANCISCO;SÃO J. DO RIO PRETO;SP 3549003;ITAPETININGA;SP;;;;
SP;SÃO JOÃO DA BOA VISTA;CAMPINAS;SP 3549102;ITAPETININGA;SP;;;;
SP;SÃO JOÃO DAS DUAS PONTES;SÃO J. DO RIO PRETO;SP 3549201;ITAPETININGA;SP;;;;
SP;SÃO JOÃO DE IRACEMA;SÃO J. DO RIO PRETO;SP 3549250;ITAPETININGA;SP;;;;
SP;SÃO JOÃO DO PAU D'ALHO;PRESIDENTE PRUDENTE;SP 3549300;ITAPETININGA;SP;;;;
SP;SÃO JOAQUIM DA BARRA;RIBEIRÃO PRETO;SP 3549409;ITAPETININGA;SP;;;;
SP;SÃO JOSÉ DA BELA VISTA;RIBEIRÃO PRETO;SP 3549508;ITAPETININGA;SP;;;;
SP;SÃO JOSÉ DO BARREIRO;VALE DO PARAÍBA;SP 3549607;ITAPETININGA;SP;;;;
SP;SÃO JOSÉ DO RIO PARDO;CAMPINAS;SP 3549706;ITAPETININGA;SP;;;;
SP;SÃO JOSÉ DO RIO PRETO;SÃO J. DO RIO PRETO;SP 3549805;ITAPETININGA;SP;;;;
SP;SÃO JOSÉ DOS CAMPOS;VALE DO PARAÍBA;SP 3549904;ITAPETININGA;SP;;;;
SP;SÃO LOURENÇO DA SERRA;METROP. DE SÃO PAULO;SP 3549953;ITAPETININGA;SP;;;;
SP;SÃO LUÍS DO PARAITINGA;VALE DO PARAÍBA;SP 3550001;ITAPETININGA;SP;;;;
SP;SÃO MANUEL;BAURU;SP 3550100;ITAPETININGA;SP;;;;
SP;SÃO MIGUEL ARCANJO;MACRO MET. PAULISTA;SP 3550209;ITAPETININGA;SP;;;;
SP;SÃO PAULO;METROP. DE SÃO PAULO;SP 3550308;ITAPETININGA;SP;;;;
SP;SÃO PEDRO;PIRACICABA;SP 3550407;ITAPETININGA;SP;;;;
SP;SÃO PEDRO DO TURVO;ASSIS;SP 3550506;ITAPETININGA;SP;;;;
SP;SÃO ROQUE;MACRO MET. PAULISTA;SP 3550605;ITAPETININGA;SP;;;;
SP;SÃO SEBASTIÃO;VALE DO PARAÍBA;SP 3550704;ITAPETININGA;SP;;;;
SP;SÃO SEBASTIÃO DA GRAMA;CAMPINAS;SP 3550803;ITAPETININGA;SP;;;;
SP;SÃO SIMÃO;RIBEIRÃO PRETO;SP 3550902;ITAPETININGA;SP;;;;
SP;SÃO VICENTE;BAIXADA SANTISTA;SP 3551009;ITAPETININGA;SP;;;;
SP;SARAPUÍ;MACRO MET. PAULISTA;SP 3551108;ITAPETININGA;SP;;;;
SP;SARUTAIÁ;ASSIS;SP 3551207;ITAPETININGA;SP;;;;
SP;SEBASTIANÓPOLIS DO SUL;SÃO J. DO RIO PRETO;SP 3551306;ITAPETININGA;SP;;;;
